Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
Yes,URS000075E36E_9606,34.00,0,3.112,2.75,10.50,2,1794,-2.031,2.57,0.00,25.38,-51.20,.098765,.000015
Yes,URS00000D55EA_9606,55.00,0,4.918,249.61,9044.76,24,6278,-6.003,4.20,0.00,154.47,-51.10,.111111,.000021
Yes,URS000061AA47_9606,39.00,0,7.54,65.61,81.46,6,430,-3.730,3.91,-0.16,161.27,-47.60,.128787,.000096
Yes,URS00004C6FD8_9606,49.00,0,3.112,3.00,18.83,1,3511,-4.988,1.64,0.00,76.21,-48.80,.100775,.000020
Yes,URS000075A55D_9606,56.00,0,7.51,17.22,33.66,3,3646,-5.630,16.57,0.00,156.35,-28.00,.101010,.000064
No,51.00,0.985401,0.092,.69,2.84,3,359,-5.053,NA,-6.40,NA,0.00,6.291970,.001279
No,61.00,0,0.092,.50,2.37,59,215,-7.082,5.49,-13.94,4.28,-23.80,.820224,.010040
No,81.00,0.459854,0.092,.30,.61,41,84,-4.970,7.88,-40.40,4.39,-103.00,.262773,.046685
No,75.00,0,0.092,.50,1.00,15,529,-7.637,6.80,-1.46,7.38,-34.70,.731707,.010523
No,39.00,0,1.53,1.75,1.12,15,134,-5.481,NA,0.00,105.79,-11.70,NA,NA
No,41.00,0,1.909,2.15,.69,2,1688,-6.317,4.75,0.00,62.31,-25.00,.255474,.000014
No,33.00,0,1.893,2.15,.69,3,290,-5.825,2.96,0.00,52.30,-18.10,.240875,.003265
No,29.00,0.233577,1.945,2.15,9.07,2,893,-4.750,1.87,-0.12,52.42,-25.90,1.664233,.004308
No,83.00,0.817518,7.474,2.30,17.84,1,19607,-7.075,5.24,0.00,43.88,-94.80,1.262773,.005422
No,62.00,0,3.724,3.62,3.75,1,4690,-4.747,0.85,0.00,71.63,-42.90,.325842,.002968
No,62.00,0,2.054,3.62,3.75,1,4697,-4.729,1.19,0.00,62.27,-41.00,.304878,.003240
No,59.00,0.741573,0.896,3.50,3.75,2,3316,-6.365,2.10,0.00,23.10,-16.10,.606741,.000386
No,48.00,0,7.545,3.50,4.12,1,1801,-4.619,3.00,0.00,130.20,-25.70,.202247,.000084
No,67.00,0,7.479,3.50,4.25,1,1808,-4.130,1.95,0.00,97.47,-39.00,.390243,.001958
No,62.00,0,2.979,3.50,6.00,1,1808,-6.784,NA,0.00,36.47,-24.20,.341463,.000356
No,70.00,0,1.492,3.62,3.75,1,7003,-5.245,1.33,0.00,68.95,-39.30,.402439,.000620
No,60.00,0,2.856,3.62,3.75,1,7002,-6.923,2.94,0.00,75.38,-30.50,.240963,.000010
No,67.00,0,2.418,3.62,3.87,1,6996,-5.285,5.21,0.00,74.88,-32.90,.280898,.000014
No,68.00,0,2.279,3.62,3.75,2,7003,-6.093,NA,0.00,82.86,-27.00,.317073,.000186
No,74.00,0.404494,1.555,3.50,3.75,1,6996,-6.976,0.15,0.00,69.90,-27.30,.370786,.000043
No,75.00,0,7.931,3.50,5.25,1,3454,-6.307,2.98,0.00,74.40,-44.20,.528089,.000180
No,75.00,0,7.931,3.50,5.25,1,3461,-6.985,2.70,0.00,97.37,-36.70,.707317,.000897
No,61.00,0,2.257,3.50,5.25,1,16972,-4.879,NA,0.00,153.38,-45.10,.361445,.000018
No,67.00,0,4.168,3.50,5.25,1,16972,-6.256,2.75,0.00,109.16,-32.80,.313253,.000032
No,61.00,0,2.988,3.50,6.00,1,23013,-4.440,2.93,0.00,90.05,-35.60,.240963,.000188
No,73.00,0,2.252,5.25,5.62,1,23013,-5.662,1.72,0.00,31.36,-43.20,.168674,.000012
No,77.00,0,6.32,5.00,4.37,1,2602,-6.095,3.75,0.00,92.89,-40.30,.373493,.000031
No,80.00,0,7.67,3.87,4.00,1,2906,-7.421,3.89,-0.38,125.31,-36.70,.341463,.000046
No,78.00,0,7.67,3.87,4.00,1,2899,-6.844,6.13,-0.18,149.19,-42.80,.314606,.000039
No,68.00,0,1.216,1.50,3.00,1,27902,-5.873,8.01,-26.14,28.64,-33.70,.409638,.000802
No,45.00,0,0.552,.66,6.00,81166,1084,-5.959,3.84,-8.47,17.33,-25.90,.126315,.000013
No,43.00,0.0736842,7.942,.33,.44,1,2876,-4.165,2.41,0.00,143.07,-21.30,.315789,.030874
No,42.00,0,1.72,1.33,6.00,1,328,-6.981,0.76,0.00,98.53,-12.40,.357894,.004529
No,41.00,0,1.72,1.22,5.88,1,328,-5.770,NA,0.00,75.79,-13.10,.284210,.000154
No,63.00,0,2.427,.77,.33,1,1165,-6.387,1.97,0.00,42.19,-30.60,.273684,.002663
No,50.00,0,2.497,.77,.44,1,1999,-7.198,3.30,0.00,94.10,-14.40,.210526,.000055
No,48.00,0,3.619,.81,.27,1,1428,-5.638,NA,0.00,83.58,-34.50,.300884,.016739
No,47.00,0,3.664,.33,.66,1,3113,-6.607,0.25,0.00,79.47,-18.60,.273684,.000039
No,37.00,0,0.586,.11,.22,7569,1436,-6.149,12.31,-20.07,26.30,-13.30,.157894,.001426
No,43.00,0,2.343,3.53,0,1,122,-6.656,3.56,0.00,85.96,-27.90,.124087,.000018
No,67.00,0,4.799,.37,1.62,1,12594,-8.307,2.32,0.00,131.59,-29.30,.348314,.004504
No,62.00,0,1.829,.37,1.62,1,12601,-5.681,NA,0.00,56.41,-21.60,.231707,.000027
No,77.00,0,3.112,.87,1.62,1,1902,-7.071,13.64,-0.30,71.50,-40.80,.289156,.000024
No,35.00,0,3.459,.54,.27,1,4088,-6.278,3.15,0.00,127.13,-17.60,.203539,.000230
No,46.00,0,2.209,.36,.27,1,4494,-7.290,NA,0.00,112.00,-13.10,.237288,.000750
No,41.00,0,1.475,3.18,.72,1,608,-6.363,4.53,0.00,40.77,-15.50,.539823,.001482
No,57.00,0,2.728,3.18,.81,1,1916,-6.918,3.27,0.00,68.92,-24.60,.221238,.000106
No,61.00,0,1.41,3.88,.88,1,859,-6.290,1.93,0.00,60.53,-33.20,.189473,.000796
No,61.00,0,2.588,3.18,1.00,1,841,-5.868,4.64,0.00,90.82,-32.80,.274336,.000090
No,54.00,0,1.633,1.72,3.72,1,1154,-5.743,NA,0.00,60.05,-38.60,.212389,.000051
No,53.00,0,1.633,1.72,3.72,1,1154,-5.350,NA,0.00,62.27,-38.60,.212389,.000051
No,52.00,0,1.633,2.09,3.72,1,1154,-5.491,NA,0.00,75.18,-39.30,.203539,.000053
No,86.00,0.79646,4.918,2.09,6.00,1,3369,-6.755,1.59,0.00,49.42,-64.60,.486725,.000487
No,62.00,0,5.617,1.76,2.84,1,8416,-7.527,0.74,0.00,85.52,-56.00,.304347,.000055
No,30.00,0,8.757,3.36,3.36,1,3304,-6.714,0.90,-23.93,36.60,-15.50,.186440,.000352
No,49.00,0,2.967,3.57,1.14,1,956,-3.991,0.73,0.00,126.08,-17.90,.232876,.029738
No,52.00,0,1.817,4.57,1.14,1,958,-5.712,3.87,0.00,66.79,-15.00,.323943,.019027
No,35.00,0.273973,2.651,3.71,1.14,1,995,-6.584,1.97,0.00,117.55,-7.60,.479452,.006313
No,34.00,0,1.719,4.50,1.33,1,869,-4.037,3.18,0.00,87.07,-12.40,.142857,.000013
No,58.00,0,3.692,1.28,1.14,1,318,-4.239,2.46,0.00,95.92,-21.80,.194444,.000023
No,40.00,0.222222,0.292,1.28,1.14,86868,717,-6.342,17.60,-76.43,16.58,-6.90,.708333,.001156
No,58.00,0,0.314,1.50,1.33,331059,411,-6.915,8.49,-40.36,12.70,-21.50,.157142,.000008
No,35.00,0,2.782,1.50,1.33,1,52,-5.170,3.58,0.00,88.27,-10.10,.214285,.000078
No,52.00,0,0.549,1.00,.72,275253,536,-6.421,4.78,-54.79,19.55,-31.90,.177966,.000162
No,38.00,0,0.586,.57,1.14,1,283,-6.700,6.69,-15.86,26.89,-11.80,.126760,.000126
No,28.00,0,1.963,.57,1.14,6,1833,-4.600,5.14,0.00,44.42,-8.10,.273972,.002927
No,50.00,0,0.33,.57,1.14,149,314,-7.278,5.00,-5.50,10.90,-5.14,.123287,.000012
No,61.00,,2.087,.36,.72,1,1592,-8.991,3.34,0.00,43.84,-35.90,1.008474,.003026
No,53.00,0,0.31,.81,.72,333079,193,-6.505,7.56,-11.31,12.85,-36.10,.347457,.000369
No,55.00,0,2.078,.72,1.27,1,151,-6.354,0.99,0.00,84.73,-33.30,.254237,.000234
No,63.00,0,1.721,1.18,1.45,1,2713,-6.641,1.13,0.00,60.71,-40.70,.296610,.003048
No,50.00,0,0.556,.45,.81,253867,241,-5.993,11.53,-37.71,12.95,-32.30,.271186,.005750
No,40.00,0,0.131,2.90,.27,14906,2465,-5.824,8.44,-118.44,3.05,-17.80,.313559,.000012
No,46.00,0,1.988,.09,.36,619,756,-5.726,7.33,-2.90,30.82,-32.50,.141592,.001825
No,29.00,0.601449,3.446,.61,.46,1,241,-6.055,2.77,0.00,130.04,-16.10,.173913,.007771
No,43.00,0.731884,1.996,.38,.76,25,367,-5.709,5.29,-3.20,38.50,-36.20,.608695,.001097
No,58.00,0,8.866,1.50,1.16,1,848,-5.152,8.07,-0.29,82.20,-20.90,.357142,.000028
No,54.00,0,8.866,1.28,1.00,1,845,-4.952,9.38,0.00,139.06,-23.20,.301369,.000019
No,56.00,0,8.866,.76,.53,1,780,-6.424,11.09,-0.66,140.79,-42.20,.318840,.000031
No,57.00,0,8.866,.76,.53,1,780,-6.336,11.12,-0.57,141.74,-39.40,.362318,.006218
No,54.00,0,8.866,1.42,1.00,1,847,-5.662,5.25,-0.67,70.98,-22.40,.267605,.000030
No,58.00,0,8.759,1.42,1.00,1,845,-4.950,5.31,-0.80,87.90,-23.10,.397260,.030924
No,52.00,0,4.009,1.07,.84,3207,2187,-6.015,3.51,0.00,120.93,-37.20,.224637,.000433
No,42.00,0,3.179,1.15,1.07,1,378,-6.866,1.24,0.00,69.46,-17.90,.181159,.000310
No,50.00,0,0.827,1.00,.69,360758,178,-6.773,4.87,-3.55,28.41,-38.20,.260869,.002586
No,55.00,0,3.222,2.33,1.33,1,77,-7.470,4.60,0.00,77.74,-9.30,.142857,.000038
No,44.00,0,8.49,1.85,1.14,1,168,-7.109,2.19,0.00,94.30,-14.40,.138888,.000252
No,55.00,0,1.083,2.16,1.50,104112,154,-7.244,6.60,-5.90,18.38,-14.50,.342857,.000011
No,68.00,0,0.922,1.85,1.28,1,114,-7.407,8.31,-17.18,21.24,-21.70,.250000,.000207
No,40.00,0,2.694,3.00,1.85,4,131,-6.259,3.59,0.00,74.12,-9.20,.140845,.000080
No,46.00,0,2.702,2.28,3.57,1,7937,-5.788,1.26,0.00,78.13,-12.80,.287671,.000011
No,60.00,0,2.658,3.42,6.42,1,7937,-5.628,6.73,0.00,41.13,-18.60,.109589,.000007
No,57.00,0,0.778,1.42,2.00,24941,270,-5.700,4.02,-10.02,20.82,-21.00,.150684,.000023
No,49.00,0,0.753,1.42,2.00,1357,270,-6.489,10.89,-7.91,23.89,-11.80,.438356,.000825
No,21.00,0,2.04,1.42,4.42,1760,540,-3.576,2.15,0.00,79.74,-4.90,.098591,.007324
No,52.00,0,4.475,1.66,2.33,2,1217,-7.030,1.05,0.00,85.63,-10.10,.228571,.001572
No,52.00,0,2.301,2.46,2.46,313252,107,-6.933,10.79,-38.15,18.34,-30.70,.347826,.016771
No,78.00,0,2.087,6.28,17.00,4,1091,-5.925,7.42,0.00,27.29,-27.80,.410958,.000081
No,78.00,0,1.947,6.28,17.00,4,1091,-6.032,7.83,-0.33,25.75,-27.70,.424657,.000079
No,77.00,0,1.947,6.28,17.00,4,1093,-4.774,8.00,-0.81,26.28,-25.90,.478873,.000082
No,78.00,0,1.947,7.33,19.83,4,1094,-4.722,8.00,-0.81,26.28,-24.00,.485714,.000082
No,80.00,0,1.947,6.28,17.00,5,1093,-5.204,8.01,-0.81,26.16,-24.20,.563380,.000115
No,80.00,0,1.947,6.28,17.00,5,1092,-5.248,8.08,-0.81,26.09,-24.50,.583333,.000110
No,82.00,0,2.247,6.28,17.00,5,1091,-5.433,7.65,-0.53,28.86,-24.50,.589041,.000108
No,82.00,0,2.247,6.28,17.00,3,1091,-5.982,7.36,-0.34,27.17,-25.30,.671232,.000128
No,81.00,0,2.247,7.33,19.83,3,1094,-5.387,4.34,-3.03,35.06,-25.20,.671428,.000132
No,81.00,0,2.247,7.33,19.83,4,1094,-5.483,4.24,-3.03,34.95,-25.20,.671428,.000132
No,30.00,0,1.004,2.83,18.00,17,1718,-6.564,4.88,0.00,56.72,-4.10,.071428,.000127
No,29.00,0,1.004,2.42,15.42,17,1716,-6.806,4.88,0.00,56.72,-3.20,.055555,0
No,36.00,0,1.004,2.42,15.42,17,1715,-3.300,8.89,0.00,50.20,-19.40,.013698,0
No,32.00,0,1.004,3.66,18.00,21,1718,-5.654,5.60,0.00,48.21,-6.30,NA,NA
No,40.00,0,1.001,3.57,15.42,17,1716,-6.742,3.13,0.00,46.86,-11.70,.013888,0
No,54.00,0,1.024,3.50,18.00,17,1126,-4.744,6.29,0.00,39.67,-19.90,NA,NA
No,54.00,0,1.024,3.00,15.42,17,1124,-3.222,6.29,0.00,39.67,-32.10,NA,NA
No,61.00,0,1.024,3.33,18.00,19,1126,-6.522,2.96,-0.96,33.86,-22.40,NA,NA
No,56.00,0,1.024,2.85,15.42,18,1125,-5.296,3.53,-0.80,39.47,-22.40,NA,NA
No,56.00,0,1.024,2.57,15.42,17,1123,-6.802,6.72,-1.16,49.29,-23.30,NA,NA
No,64.00,0,1.15,2.28,15.42,17,1123,-5.676,4.81,0.00,39.06,-29.60,NA,NA
No,55.00,0,1.024,2.50,18.00,17,1126,-6.206,8.92,-3.50,40.27,-20.40,.357142,.000058
No,59.00,0,0.087,2.14,15.42,257550,1775,-5.812,7.18,-87.10,NA,-25.10,.597222,.001184
No,56.00,0,0.087,2.14,15.42,208029,1775,-5.058,7.18,-87.10,NA,-24.80,.611111,.001157
No,58.00,0,0.087,2.14,15.42,225799,1774,-4.358,7.18,-87.10,NA,-27.00,1.383561,.006681
No,45.00,0,1.104,3.16,18.00,13,278,-6.541,7.58,0.00,46.06,-11.30,.442857,.000999
No,55.00,0,1.104,3.33,18.00,13,278,-7.654,8.45,-1.97,48.27,-14.90,.742857,.028275
No,54.00,0,1.104,2.85,15.42,13,275,-7.612,8.45,-1.97,48.27,-14.90,.739726,.027228
No,35.00,0,1.227,2.85,15.42,13,415,-6.373,4.51,0.00,38.90,-7.40,.338028,.000030
No,27.00,0,1.228,3.33,18.00,13,416,-4.374,3.74,0.00,45.14,-7.90,.442857,.007782
No,32.00,0,1.228,2.14,15.42,13,415,-4.092,3.83,0.00,73.55,-9.10,.408450,.009689
No,46.00,0.205479,1.127,2.42,15.42,235035,758,-6.575,NA,-128.00,NA,-17.50,.684931,.000990
No,43.00,0,0.585,2.14,15.42,77,828,-6.784,5.42,0.00,39.80,-10.20,.527777,.000256
No,20.00,0.914286,1.13,3.16,18.00,13,1382,-4.208,0.55,0.00,60.41,-4.10,.728571,.010921
No,26.00,0,1.216,2.57,15.42,13,447,-5.017,2.70,0.00,58.30,-4.50,.680555,.009906
No,48.00,0,0.087,1.85,15.42,112345,546,-4.278,7.18,-85.24,1.78,-19.10,.902777,.012581
No,59.00,0,1.024,2.00,15.42,17,1106,-5.705,6.28,-2.88,44.23,-20.40,NA,NA
No,55.00,0,1.024,2.50,18.00,17,1108,-5.453,4.13,-1.74,51.53,-22.40,NA,NA
No,47.00,0,1.023,2.50,18.00,17,1108,-4.484,8.38,-1.36,31.68,-15.60,.057142,0
No,30.00,0,2.619,2.83,18.00,17,756,-4.293,3.06,0.00,60.98,-5.20,NA,NA
No,38.00,0,0.338,9.00,15.42,18,453,-6.510,4.89,-3.36,41.44,-8.10,NA,NA
No,37.00,0,0.338,9.00,15.42,18,454,-6.352,4.89,-3.36,41.44,-8.10,NA,NA
No,36.00,0.0958904,0.338,9.00,15.42,18,453,-6.205,4.88,-3.36,41.53,-8.10,NA,NA
No,33.00,0.126761,0.338,9.00,15.42,18,455,-6.113,4.93,-3.37,42.60,-6.40,NA,NA
No,22.00,0.414286,0.338,10.50,18.00,13,456,-3.743,5.42,0.00,42.25,-5.30,NA,NA
No,24.00,0.39726,0.338,9.00,15.42,25,453,-5.011,5.79,0.00,57.64,-2.28,NA,NA
No,36.00,0.29661,0.469,5.72,9.81,41,408,-6.279,2.91,0.00,58.32,-16.30,NA,NA
No,36.00,0,0.338,1.71,15.42,31,453,-5.767,4.48,0.00,99.20,-8.90,NA,NA
No,37.00,0,0.338,2.00,18.00,28,456,-5.098,4.20,0.00,67.93,-13.00,NA,NA
No,41.00,0,0.338,1.71,15.42,38,453,-5.240,3.58,0.00,68.72,-15.00,NA,NA
No,40.00,0,0.338,1.71,15.42,38,455,-5.082,4.07,0.00,82.54,-15.00,NA,NA
No,42.00,0,0.341,2.00,15.42,38,453,-5.311,4.03,0.00,104.68,-15.30,NA,NA
No,40.00,0,0.427,2.00,15.42,37,454,-5.698,5.50,-0.76,73.56,-12.10,NA,NA
No,40.00,0,0.427,2.14,15.42,37,455,-5.576,5.50,-0.76,73.56,-17.50,NA,NA
No,68.00,0.876712,2.465,2.42,7.71,2,1078,-8.920,NA,0.00,84.82,-18.40,.328767,.000088
No,68.00,0,3.064,2.85,7.71,2,1078,-6.185,0.82,0.00,52.85,-28.90,.287671,.000021
No,50.00,0.0821918,2.356,5.00,7.85,3,3573,-7.699,1.97,0.00,45.83,-12.10,.397260,.013872
No,57.00,0,0.545,3.71,7.85,121755,3443,-7.399,6.21,-15.01,20.14,-15.10,.239436,.000290
No,57.00,0,2.808,2.42,8.85,3,3195,-6.630,NA,0.00,83.49,-16.90,.123287,0
No,57.00,0,1.98,2.42,9.00,3,3197,-6.206,NA,0.00,113.58,-12.50,.112676,0
No,67.00,0,4.166,2.42,8.71,3,3197,-7.658,1.73,0.00,85.61,-21.10,.014084,0
No,63.00,0,2.502,2.42,8.85,3,3195,-5.684,0.47,0.00,83.31,-25.30,.027397,0
No,60.00,0,6.178,2.57,8.85,3,3195,-6.679,NA,0.00,109.50,-20.20,.095890,0
No,45.00,0,1.322,.57,3.00,2,2152,-5.895,4.27,0.00,61.47,-11.90,.246575,.001687
No,71.00,0,2.119,2.28,3.00,2,2154,-6.467,0.08,0.00,54.13,-23.90,.281690,.000106
No,57.00,0,2.108,.66,3.50,2,2155,-3.667,3.48,0.00,34.34,-29.90,.228571,.000062
No,61.00,0,2.975,.85,3.00,2,5198,-6.595,1.68,0.00,72.39,-20.30,.246575,.000122
No,51.00,0,1.819,.50,1.16,1,491,-5.425,1.82,0.00,84.47,-12.50,.242857,.000185
No,54.00,0,4.047,.28,1.00,1,363,-6.437,2.46,0.00,104.48,-20.30,.291666,.000462
No,54.00,0,2.751,.16,1.16,1,660,-7.776,1.84,0.00,88.06,-19.70,.157142,.000023
No,40.00,0,2.789,.14,1.00,53,206,-5.373,4.52,0.00,77.69,-11.70,.069444,.000009
No,36.00,0,4.611,.14,1.00,1,594,-5.620,NA,0.00,99.76,-9.60,.197183,.003329
No,56.00,0,2.068,.14,1.00,1,926,-8.198,2.99,0.00,39.51,-19.90,.232876,.000137
No,53.00,0,0.586,.14,.14,124293,222,-6.923,13.77,-9.12,11.90,-19.30,.315068,.000025
No,55.00,0,8.861,.69,1.23,1,454,-7.575,6.47,0.00,94.71,-32.30,.210144,.000018
No,54.00,0,2.121,2.66,1.50,1,734,-7.552,2.85,0.00,45.55,-14.70,.171428,.000052
No,42.00,0.352113,1.388,2.42,1.28,416,490,-5.480,5.71,-12.26,31.95,-15.70,.535211,.025464
No,53.00,0,0.58,2.28,1.28,94289,203,-5.681,11.67,-30.31,29.18,-16.80,.219178,.001408
No,52.00,0,3.613,2.28,1.28,1,196,-5.592,1.00,0.00,64.16,-16.70,.136986,.000038
No,57.00,0,0.586,3.00,2.33,224244,946,-5.487,9.26,-23.79,19.12,-19.70,.185714,.000058
No,32.00,1.04286,1.265,2.66,1.83,1,409,-4.933,1.84,0.00,28.30,-8.40,.885714,.014666
No,38.00,0,3.786,2.42,2.57,1,2169,-5.211,2.07,0.00,105.49,-12.60,.166666,.000137
No,38.00,0,3.057,2.85,3.14,1,2169,-5.755,3.67,0.00,84.88,-12.80,.305555,.000982
No,58.00,0,0.134,1.28,1.42,286772,106,-6.980,9.10,-93.56,3.92,-15.00,.232876,.000144
No,42.00,0.295775,0.134,1.14,1.71,1,343,-4.806,6.46,-43.56,NA,-11.70,.267605,.000783
No,28.00,0,0.786,1.14,2.14,1,51,-4.989,2.74,0.00,20.42,-6.10,.178082,.000024
No,49.00,0,2.478,1.76,.92,1,1470,-6.784,3.52,0.00,50.83,-30.00,.210526,.000011
No,44.00,0,7.16,1.69,.92,2,252,-5.831,3.09,0.00,130.08,-30.80,.190839,.000203
No,58.00,0,0.78,3.14,1.71,345362,621,-6.767,7.41,-11.06,21.10,-21.90,.303797,.025085
No,53.00,0,0.78,1.83,1.00,330481,571,-6.425,8.99,-11.99,19.00,-38.60,.302325,.016320
No,48.00,0,2.212,1.57,2.14,1,1681,-5.760,4.31,0.00,76.67,-9.90,.243243,.000222
No,58.00,0,8.518,1.33,1.75,1,5275,-7.869,4.61,0.00,143.66,-26.00,.186046,.000656
No,48.00,0,4.561,3.57,3.00,1,5325,-6.046,4.49,0.00,97.68,-16.70,.240506,.000064
No,54.00,0,8.778,1.92,1.61,1,5271,-7.202,4.54,0.00,148.49,-39.60,.240601,.000041
No,60.00,0,8.778,2.00,1.61,1,5273,-7.169,2.85,-0.60,176.13,-46.00,.244274,.000027
No,53.00,0,0.52,3.71,8.14,280540,370,-5.843,9.45,-62.54,NA,-21.90,.265822,.000020
No,44.00,0.0451128,3.134,2.00,2.23,266267,173,-7.273,2.89,0.00,23.59,-19.50,.248120,.000887
No,49.00,,0.51,2.16,2.08,339659,78,-5.224,7.23,-17.78,17.85,-38.40,.364341,.000081
No,58.00,0.0534351,1.495,1.92,1.76,346624,304,-6.855,8.07,0.00,23.57,-39.80,.610687,.000089
No,48.00,0.113924,0.309,3.71,2.14,5778,157,-6.224,5.40,-45.97,12.43,-22.00,.316455,.000028
No,51.00,0,0.524,1.92,1.15,367169,834,-7.064,8.45,-32.17,21.02,-33.60,.312977,.002253
No,49.00,0,1.923,1.92,1.15,1,133,-6.596,2.18,0.00,121.96,-31.10,.218045,.034118
No,43.00,0,0.448,2.08,1.58,3220,414,-6.053,7.02,-23.89,17.75,-29.50,.209302,.009506
No,36.00,0,0.448,2.16,1.25,2952,150,-6.378,7.48,-37.35,18.40,-20.80,.232558,.000087
No,50.00,0.278481,0.448,3.57,2.28,128717,276,-5.417,6.63,-15.80,24.49,-23.80,.177215,.000051
No,41.00,0.244275,0.491,1.92,1.23,284322,137,-6.476,8.05,-8.13,22.62,-30.80,1.732824,.004723
No,51.00,0.105263,0.458,1.92,1.15,25352,248,-6.838,5.47,-5.81,22.20,-36.40,.390977,.000555
No,84.00,0.746835,6.498,4.28,3.71,1,6565,-7.627,5.12,0.00,113.43,-40.80,.658227,.000637
No,89.00,0.924051,6.498,1.00,3.71,1,6565,-8.223,5.33,0.00,75.90,-49.60,.582278,.000709
No,91.00,0.987342,6.498,1.00,2.28,1,6565,-8.071,5.76,0.00,89.19,-46.60,.569620,.000725
No,74.00,0,8.513,.58,1.08,1,6515,-6.819,1.63,0.00,107.92,-69.10,.379844,.000029
No,75.00,0,8.513,.53,1.00,1,6511,-9.065,1.44,0.00,117.84,-74.40,.375939,.000029
No,72.00,0,8.513,.61,1.00,1,6511,-9.405,3.17,0.00,144.93,-74.20,.353383,.000029
No,71.00,0,8.513,.53,1.00,1,6513,-8.977,3.17,0.00,144.93,-72.50,.343511,.000030
No,72.00,0,8.513,.58,1.08,1,6515,-9.027,3.17,0.00,144.93,-70.90,.341085,.000031
No,74.00,0,8.513,.61,1.00,1,6513,-8.788,3.18,-0.55,120.55,-79.20,.351145,.000032
No,74.00,0,8.513,.61,1.00,1,6513,-8.193,6.75,0.00,147.92,-72.70,.396946,.002128
No,73.00,0,8.513,.61,1.00,1,6511,-8.552,6.49,0.00,153.16,-74.70,.406015,.002072
No,76.00,0,8.513,.66,1.08,1,6515,-7.012,6.52,0.00,158.63,-80.60,.426356,.002034
No,63.00,0,4.018,.15,.23,4,331,-7.640,0.01,0.00,84.75,-20.40,.259541,.038791
No,38.00,0.0852713,0.99,.16,.25,2,179,-5.094,7.36,0.00,36.62,-29.00,.341085,.006322
No,48.00,0,0.99,.53,.23,2,1083,-7.261,3.84,-5.85,28.60,-29.00,.225563,.015779
No,35.00,0,5.143,.28,.42,2,2071,-5.438,1.83,0.00,106.55,-9.60,.164556,.000447
No,44.00,0,2.625,.14,.14,1,163,-4.144,NA,0.00,125.42,-15.60,.283783,.026210
No,58.00,0,2.302,.57,1.14,1,372,-7.261,NA,0.00,37.19,-18.20,.283783,.000164
No,40.00,0.0810811,0.134,1.85,.28,236,584,-3.859,8.35,-77.18,3.95,-16.30,.175675,.000015
No,45.00,0,3.417,.28,1.14,1,484,-4.895,1.73,0.00,119.57,-16.80,.135135,.000087
No,62.00,0,2.923,1.28,.42,214818,260,-6.119,9.55,-37.55,3.05,-19.10,.405405,.000277
No,62.00,0,0.586,1.28,.42,355467,167,-7.539,4.66,-0.41,22.34,-22.20,.378378,.000077
No,35.00,0,3.803,1.28,.42,1,156,-4.953,1.71,0.00,75.77,-11.00,.216216,.061354
No,43.00,0,0.572,.58,1.58,1,824,-6.685,17.12,-108.98,16.45,-24.90,.276923,.000020
No,44.00,0,2.384,2.14,4.71,1,154,-6.571,5.60,0.00,85.50,-7.30,.310810,.000022
No,38.00,0,3.05,1.88,1.44,2,150,-6.073,5.25,0.00,96.00,-15.00,.163265,.000093
No,37.00,0,1.972,.91,.33,2404,1439,-6.029,4.79,0.00,110.75,-26.50,.186046,.000011
No,32.00,0,3.393,.46,1.15,6738,3463,-5.699,3.19,0.00,139.02,-12.00,.263157,.004738
No,30.00,0,3.629,.85,.85,45,1879,-4.672,NA,0.00,46.82,-6.50,.215189,.000112
No,35.00,0.0458015,3.224,.69,.53,1,1827,-6.035,1.64,0.00,110.87,-19.00,.221374,.000643
No,36.00,0,2.636,.69,.30,4538,526,-5.943,3.13,0.00,67.42,-22.20,.301470,.004128
No,47.00,0.246154,2.02,1.16,1.75,210179,63,-6.012,7.58,-4.36,27.93,-34.10,.192307,.000018
No,31.00,0.121622,2.962,1.85,3.28,1,1193,-4.732,2.01,0.00,102.75,-8.30,.445945,.000617
No,37.00,0,3.695,1.33,1.16,2,250,-5.683,3.61,0.00,120.14,-25.10,.169230,.014383
No,48.00,0.115385,0.572,.58,1.08,90556,1189,-6.428,18.55,-151.90,NA,-31.50,.553846,.022048
No,59.00,0,0.567,.58,1.08,332,827,-6.627,6.88,-43.92,19.81,-42.50,.169230,.000014
No,65.00,0,8.825,.75,2.08,1,780,-6.871,4.78,0.00,211.16,-35.60,.261538,.000088
No,66.00,0,8.825,.75,2.00,1,780,-7.266,4.94,0.00,203.32,-34.80,.276923,.000086
No,53.00,0,1.649,1.50,.08,1,97,-5.833,NA,0.00,91.95,-32.20,.284615,.000976
No,50.00,0,3.346,.88,.22,1,400,-8.515,2.53,0.00,99.44,-8.50,.193877,.000324
No,59.00,0,0.586,.91,1.50,222848,1945,-6.010,6.70,-43.14,22.54,-57.80,.307692,.000049
No,56.00,0.0612245,1.977,2.77,5.88,322557,175,-6.208,9.85,-13.12,23.22,-30.40,.275510,.000761
No,85.00,0.734694,7.101,.22,.44,1,5851,-7.155,8.55,0.00,80.08,-29.20,.500000,.000404
