Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
No,43.00,0.311558,2.83,1.21,2.42,281167,1979,-6.854,5.12,-11.99,30.05,-45.10,.517587,.002392
No,60.00,0,8.669,2.00,1.50,1,2223,-7.764,7.38,0.00,138.14,-65.30,.250000,.000033
No,66.00,0,4.899,5.33,3.50,1,2341,-7.143,4.43,0.00,84.43,-20.00,.272727,.000019
No,53.00,0,0.166,2.21,.36,374900,100,-7.066,6.18,-73.99,NA,-57.50,.276381,.001583
No,37.00,0,2.292,2.05,.38,297803,456,-6.887,14.61,-96.27,19.43,-34.60,.190476,.000057
No,51.00,0,3.113,.83,.66,1,305,-6.326,6.87,-146.46,5.52,-11.40,.114285,.000042
No,52.00,0,4.716,.18,.87,1,885,-7.649,3.17,0.00,125.42,-50.90,.215568,.000025
No,36.00,0,0.732,.73,.36,1,698,-6.708,6.72,-12.42,22.41,-38.60,.145728,.000074
No,53.00,0,1.888,.21,.07,1,1903,-7.364,3.40,0.00,112.60,-44.50,.250000,.000515
No,31.00,0,3.505,3.00,.44,1,6493,-4.767,4.07,0.00,144.91,-11.60,.202127,.000015
No,28.00,0.0576923,2.134,4.30,.70,241,198,-4.424,1.93,0.00,63.20,-16.00,.269230,.000777
No,54.00,0,2.239,.21,.28,1,1183,-6.076,1.40,0.00,89.47,-50.50,.267123,.000583
No,45.00,0,2.8,5.07,.42,1,228,-6.101,1.92,0.00,106.30,-37.70,.236111,.008249
No,63.00,0,4.886,2.00,.77,1,5590,-5.529,3.13,0.00,133.02,-34.30,.180851,.000021
No,45.00,0,0.547,.50,1.64,2146,486,-5.529,7.14,-27.88,21.16,-30.80,.152777,.000010
No,34.00,0.0416667,0.429,.50,4.00,5,636,-5.978,6.32,-11.71,12.87,-22.10,.131944,.001593
No,31.00,0,0.567,.92,4.00,8,1234,-5.348,5.81,-32.02,30.14,-20.40,.180555,.000026
No,50.00,0,2.124,1.28,2.21,31,416,-6.277,7.82,-34.84,25.50,-42.00,.256944,.000142
No,48.00,0,0.8,1.88,2.77,321747,957,-6.408,4.42,-2.25,22.02,-22.30,.287234,.000107
No,50.00,0,0.8,2.22,2.77,289692,957,-5.527,4.41,-1.95,20.01,-22.20,.276595,.000112
No,57.00,0,2.986,1.57,1.78,1,622,-8.659,9.38,-35.11,26.32,-48.70,.527777,.005026
No,50.00,0,4.529,2.71,1.92,1,622,-6.435,2.42,0.00,93.27,-38.60,.215277,.000509
No,58.00,0,0.586,1.88,3.00,286935,1233,-6.326,8.13,-13.43,22.44,-33.50,.404255,.016650
No,21.00,0,0.076,1.77,4.22,19,805,-3.409,NA,-36.80,NA,-15.50,.212765,.002293
No,54.00,0,0.076,1.11,4.22,285798,78,-3.902,NA,-119.34,NA,-37.40,.191489,.000014
No,39.00,0.0744681,0.076,.88,4.22,85845,657,-5.891,NA,-121.10,NA,-17.10,.319148,.000042
No,35.00,0,2.819,.80,3.80,3,950,-5.352,2.80,0.00,135.75,-12.80,.211538,.000577
No,59.00,0,0.586,.21,.35,2,1403,-5.650,8.25,-62.95,23.27,-49.10,.180555,.000024
No,31.00,0,3.861,1.33,1.88,2,1513,-4.393,2.31,0.00,132.72,-15.40,.191489,.019032
No,40.00,0,0.563,1.20,.80,33883,1496,-4.693,4.96,-12.86,23.98,-19.90,.269230,.000109
No,51.00,0,1.473,.10,.60,319737,271,-5.131,6.72,-7.41,22.36,-26.30,.317307,.030499
No,25.00,0,0.34,1.10,.60,2,362,-4.823,11.29,-110.38,21.18,-10.50,.240384,.001159
No,51.00,0,0.166,.90,1.70,31660,634,-7.353,12.95,-194.41,7.14,-16.70,.230769,.000522
No,43.00,0,0.386,1.70,1.70,49089,634,-6.559,12.95,-194.41,7.14,-14.90,.221153,.000017
No,41.00,0,2.631,1.78,1.21,1,860,-7.557,3.57,0.00,119.25,-18.90,.253424,.001794
No,36.00,0,1.006,1.10,1.70,1504,549,-5.965,3.89,-4.15,23.82,-15.80,.259615,.001465
No,37.00,0,2.121,1.28,1.21,1,2130,-6.678,1.97,0.00,103.27,-27.60,.222222,.011854
No,39.00,0,3.651,1.00,1.21,1,2128,-5.389,0.96,0.00,119.18,-27.50,.178082,.020573
No,36.00,0,3.159,.78,1.21,1,1737,-5.686,2.51,0.00,96.80,-27.60,.212328,.007086
No,37.00,0,2.155,.50,1.21,1,552,-6.663,4.42,0.00,91.83,-27.80,.184931,.000521
No,39.00,0,2.155,.70,1.70,1,594,-5.433,7.01,0.00,109.43,-17.00,.173076,.000778
No,35.00,0,0.092,.78,1.07,61869,641,-5.348,9.93,-187.32,3.63,-31.10,.226666,.003323
No,38.00,0,0.092,.78,.57,60255,645,-6.432,9.93,-187.32,3.63,-24.10,.226027,.003473
No,31.00,0.0410959,1.676,.71,.57,46347,1405,-5.279,5.53,-50.22,1.30,-28.40,.246575,.000057
No,23.00,0,1.875,2.42,.42,1,654,-5.448,2.39,0.00,37.43,-17.40,.232876,.000039
No,27.00,0,1.875,2.42,.42,1,654,-5.319,3.83,0.00,35.28,-22.40,.205479,.000045
No,33.00,0,1.712,.80,.28,1,589,-4.180,4.74,0.00,32.39,-50.90,.118483,.000257
No,27.00,0,2.86,.62,.37,1,639,-4.579,4.89,0.00,77.43,-22.60,.167701,.004217
No,22.00,0.819149,0.335,.88,.66,2,320,-5.172,6.11,-4.25,16.08,-8.60,2.202127,.000259
No,37.00,0,3.335,.59,1.04,11,1636,-7.320,2.26,0.00,106.95,-42.50,.184210,.000028
No,49.00,0.080402,1.819,.47,2.26,97334,389,-6.852,6.29,-11.07,36.69,-50.70,.427135,.005636
No,58.00,0,0.563,.85,3.00,93108,217,-7.017,9.20,-20.08,23.34,-18.20,.250000,.000019
No,50.00,0,3.029,.60,.30,1,204,-4.562,1.44,0.00,130.55,-32.10,.201923,.000118
No,33.00,0,2.643,1.81,.25,28,642,-7.230,3.80,0.00,57.24,-25.80,.167701,.000045
No,35.00,0,3.911,8.50,2.78,1,626,-5.246,2.97,0.00,122.42,-27.10,.200000,.005739
No,54.00,0,0.742,.57,.19,362847,93,-7.753,7.51,-81.09,4.13,-64.30,.312796,.005501
No,37.00,,0.333,2.06,.43,1,76,-6.390,15.47,-59.95,19.95,-35.40,.198757,.000138
No,48.00,0,0.132,2.30,.50,12565,2024,-5.831,14.04,-138.16,2.72,-25.00,.316831,.000048
No,44.00,0.161137,0.537,.95,.23,37271,668,-7.474,6.64,-16.69,22.13,-39.25,.578199,.000918
No,48.00,0,2.341,1.25,.31,2,442,-6.459,6.22,0.00,45.56,-36.90,.180124,.000843
No,22.00,0.526066,0.777,.90,.33,6,625,-5.193,13.85,-48.97,12.75,-41.50,.251184,.005487
No,34.00,0,0.515,1.18,.31,1811,1053,-5.697,6.06,-15.82,22.24,-27.00,.167701,.001810
No,43.00,0,0.537,1.04,.33,5,747,-7.469,5.78,-20.21,23.30,-50.50,.236966,.000996
No,50.00,0,0.562,40.14,1.07,140255,87,-6.055,12.30,-7.73,30.88,-40.00,.267123,.000326
No,55.00,0,2.426,5.71,1.92,2638,1397,-6.424,NA,-106.40,NA,-60.00,.246666,.000022
No,55.00,0,1.634,5.71,1.78,2638,1397,-6.676,NA,-99.15,NA,-55.00,.253333,.000021
No,50.00,0,1.634,4.70,1.47,2809,1367,-7.357,NA,-80.40,NA,-55.00,.238888,.006533
No,49.00,0,0.092,5.00,1.00,1953,1386,-7.653,NA,-77.70,NA,-20.40,.248447,.007104
No,46.00,0,0.092,3.80,.80,2164,1336,-8.757,NA,-77.70,NA,-24.20,.218009,.006178
No,49.00,0,0.092,5.00,.93,2073,1386,-8.674,NA,-77.70,NA,-20.90,.229813,.007678
No,51.00,0,0.092,5.00,.93,2225,1386,-8.722,NA,-77.70,NA,-16.60,.223602,.003462
No,45.00,0,0.34,3.80,1.90,1,1590,-6.873,15.66,-94.53,17.69,-48.30,.184834,.000024
No,48.00,0,0.34,9.87,2.25,1,1718,-5.955,7.02,-60.70,14.70,-20.70,.168674,.000011
No,41.00,0,3.108,5.85,1.71,1,1051,-6.164,5.18,0.00,74.63,-31.30,.173333,.000032
No,34.00,0,0.579,5.57,.28,2,461,-7.013,10.91,-18.41,22.16,-19.50,.320000,.000119
No,54.00,0,0.797,5.57,.28,189928,105,-5.227,3.30,-28.73,29.22,-58.10,.153333,.000275
No,39.00,0,3.854,5.71,.28,2,106,-5.119,1.05,0.00,137.71,-36.10,.213333,.000341
No,41.00,0,3.377,3.71,.19,1,18,-6.468,4.49,0.00,143.50,-51.30,.232227,.005744
No,47.00,0,0.581,4.93,.31,65,390,-7.003,6.89,-15.66,17.63,-33.80,.173913,.000065
No,41.00,0,0.581,11.28,.71,12,479,-5.678,6.89,-15.66,17.63,-11.20,.194444,.000111
No,45.00,0,3.926,.14,.28,1,2930,-7.021,1.91,0.00,103.43,-51.50,.184834,.000014
No,33.00,0,0.586,.71,.42,141,533,-6.727,7.46,-40.06,23.71,-25.40,.240000,.000035
No,56.00,0,2.64,.13,.27,1,669,-7.446,2.08,0.00,62.87,-59.90,.228070,.046047
No,58.00,0,0.33,.42,.42,198691,244,-3.207,2.29,-29.38,13.45,-34.80,.236111,.003014
No,37.00,0,3.22,.42,.42,3,105,-6.510,3.21,0.00,134.94,-7.40,.151898,.000014
No,31.00,0.040201,3.462,.52,.15,9,443,-7.593,1.97,0.00,174.03,-24.80,.175879,.003104
No,50.00,0,0.572,.71,.85,15,353,-8.034,8.37,-10.69,13.69,-7.60,.180555,.000054
No,45.00,0,0.586,1.00,.57,251507,366,-6.856,5.10,-10.72,12.42,-17.50,.263888,.000014
No,45.00,0,1.118,.85,2.14,195740,151,-6.168,6.67,-36.35,16.46,-14.70,.305555,.010704
No,40.00,0.197368,0.315,.27,.68,183418,482,-7.610,11.42,-86.31,16.28,-58.90,.197368,.011086
No,27.00,0.416667,0.315,.85,2.14,1525,370,-4.008,11.17,-60.77,15.41,-15.20,.166666,.041517
No,47.00,0.166667,0.333,.85,2.14,326838,183,-4.350,3.42,0.00,8.61,-19.60,.319444,.000367
No,50.00,0,0.793,.27,.68,15,441,-9.195,4.81,-41.10,NA,-63.90,.210526,.006490
No,48.00,0.115578,1.226,.42,.84,15311,590,-6.376,6.81,-1.68,36.37,-48.90,.256281,.008302
No,46.00,0,5.176,.63,.78,2,821,-7.095,1.03,0.00,140.98,-52.00,.266331,.004916
No,46.00,0.0964912,4.162,2.45,1.09,165444,706,-6.294,2.60,0.00,147.81,-58.80,.206140,.000014
No,52.00,0.080402,2.768,.36,.78,348917,582,-7.908,10.20,-28.39,29.80,-61.60,.427135,.003330
No,50.00,0,1.844,4.33,5.16,109236,5134,-5.763,9.98,-15.05,13.42,-16.10,.142857,.000007
No,51.00,0,0.586,1.45,1.86,396744,2001,-7.513,4.60,-36.99,32.73,-65.80,.201754,.010336
No,43.00,0.221106,3.639,1.05,2.00,361837,2030,-7.165,5.07,-19.85,31.99,-47.00,.251256,.010353
No,52.00,0,3.182,1.27,3.50,1,1694,-7.400,0.53,0.00,134.18,-79.70,.175438,.000069
No,48.00,0,2.317,1.85,4.57,1,1780,-5.860,2.85,0.00,96.48,-41.50,.161971,.000092
No,51.00,0,3.182,2.22,4.66,1,1828,-5.411,2.59,0.00,86.64,-23.50,.212765,.000105
No,55.00,0,3.506,1.22,2.63,1,1694,-8.408,NA,0.00,101.61,-82.60,.206140,.000034
No,44.00,0,3.054,.15,.36,1,357,-7.951,2.79,0.00,139.77,-50.80,.165829,.000019
No,49.00,0.0351759,3.955,.10,.26,1,454,-6.436,3.78,0.00,78.75,-59.10,.221105,.004287
No,38.00,0,0.586,.42,.57,2608,995,-5.316,6.26,-17.51,24.60,-10.60,.166666,.000021
No,36.00,0,2.929,.22,.44,18,650,-4.781,1.77,0.00,63.96,-18.20,.132653,.001537
No,27.00,0,3.696,.09,.18,2,1656,-6.310,NA,0.00,125.11,-30.20,.276315,.001657
No,44.00,0,4.811,2.89,.26,1,1611,-6.239,1.78,0.00,117.25,-49.60,.135678,.001411
No,58.00,0,3.522,.23,.23,1,1630,-6.562,5.78,0.00,125.77,-67.20,.183333,.018657
No,45.00,0,4.936,.50,.40,1,1709,-5.941,2.59,0.00,134.09,-24.60,.178217,.034133
No,51.00,0,2.793,2.20,.40,63,359,-5.850,1.87,0.00,60.97,-27.30,.280373,.027645
No,50.00,0,4.09,1.00,.50,1,357,-5.473,3.21,0.00,80.65,-18.60,.253012,.000117
No,50.00,0,2.82,2.70,.40,1,703,-6.614,5.33,0.00,87.77,-25.90,.118811,.000051
No,37.00,0,2.701,1.10,.70,1,570,-6.038,NA,0.00,135.42,-18.20,.198019,.000099
No,51.00,0,3.571,.58,1.11,1,5070,-6.441,1.52,0.00,151.45,-58.10,.283333,.000230
No,45.00,0,3.55,.80,1.90,2,4909,-6.260,1.50,0.00,124.81,-19.60,.148514,.000065
No,37.00,0,3.55,.56,2.37,1,4849,-6.758,2.03,0.00,194.96,-25.50,.136645,.000048
No,36.00,0,3.556,.47,2.23,1,4830,-5.933,1.48,0.00,146.69,-32.20,.188888,.000022
No,40.00,0,3.556,.47,1.11,1,4830,-5.502,3.37,0.00,184.02,-44.40,.183333,.000052
No,36.00,0,3.909,.80,1.50,4213,828,-5.910,1.66,0.00,96.52,-17.40,.247524,.000232
No,32.00,0.0444444,3.909,.47,.88,2241,749,-5.320,3.53,0.00,120.69,-29.30,.205555,.004973
No,26.00,0,3.163,.47,.88,1,49,-5.083,1.49,0.00,135.88,-20.60,.161111,.018053
No,39.00,0,1.705,1.40,1.50,721,174,-6.825,4.05,-18.56,24.52,-20.30,.217821,.003911
No,43.00,0,4.878,1.88,.88,1,645,-5.892,5.59,0.00,101.91,-50.40,.138888,.000924
No,39.00,0.148515,4.717,.90,1.50,1,1423,-5.081,9.80,-14.68,22.77,-18.80,.237623,.011233
No,36.00,0.253012,0.34,.75,2.00,254305,1224,-5.527,5.27,0.00,22.57,-11.00,.361445,.000310
No,48.00,0.028436,3.016,.90,.76,1,3687,-8.921,2.40,0.00,120.87,-45.20,.227488,.000048
No,34.00,0,3.69,1.12,2.00,1,3329,-5.847,1.21,0.00,92.84,-14.40,.108433,.000010
No,60.00,0,2.633,.87,2.00,1,3329,-6.432,NA,0.00,131.44,-27.60,.216867,.002955
No,46.00,0,8.658,.75,2.75,1,686,-6.101,2.18,0.00,93.00,-7.20,.337349,.003050
No,56.00,0,2.239,.87,2.75,251608,850,-5.229,7.66,-12.79,29.01,-23.40,.433734,.000030
No,44.00,0,4.795,.42,1.50,360092,290,-7.399,4.57,-7.08,30.14,-33.00,.226666,.000041
No,42.00,0,0.566,.75,2.62,185819,191,-5.174,9.23,-40.03,21.73,-10.80,.156626,.000178
No,60.00,0,2.352,1.14,2.14,176847,1799,-6.121,8.22,-23.61,11.34,-21.60,.443037,.007020
No,56.00,0,3.024,.41,.88,110967,4155,-6.880,6.67,-27.22,24.05,-68.40,.300000,.000117
No,52.00,0,3.022,.70,1.50,1,462,-6.960,4.83,0.00,99.16,-31.80,.198019,.000038
No,38.00,0,3.553,1.25,1.12,5,212,-5.552,4.76,0.00,74.01,-14.70,.240963,.000024
No,65.00,0,5.029,1.71,5.00,1,574,-7.759,3.43,0.00,89.21,-22.60,.202531,.000014
No,60.00,0,3.171,1.71,5.00,1,875,-6.516,4.11,0.00,88.51,-20.20,.329113,.001505
No,58.00,0,2.065,2.16,5.83,135657,1670,-4.446,15.55,-17.44,26.86,-20.50,.285714,.000153
No,55.00,0,2.368,1.85,5.00,1,3174,-5.306,3.79,0.00,88.01,-20.00,.278481,.000020
No,53.00,0,2.954,2.57,5.00,1,615,-5.200,0.88,0.00,58.95,-23.90,.189873,.022259
No,56.00,0,2.862,2.57,5.00,1,615,-5.287,1.61,0.00,122.26,-21.60,.202531,.000022
No,29.00,0.446809,3.048,1.66,4.44,10,1517,-5.679,5.03,0.00,23.79,-6.60,.404255,.000042
No,49.00,0,0.335,.57,2.50,43952,143,-7.942,12.94,-32.90,16.67,-40.30,.190140,.000021
No,34.00,0.0759494,5.146,1.14,5.00,1,1242,-5.715,1.96,0.00,103.19,-8.30,.164556,.000016
No,59.00,0,8.898,3.28,6.00,1,2599,-6.842,3.13,0.00,62.65,-13.20,.222222,.000052
No,43.00,0.0526316,2.663,.72,4.86,215207,490,-6.631,3.75,0.00,63.23,-70.70,.184210,.000137
No,41.00,0,6.504,1.11,11.88,4,1396,-6.637,3.00,0.00,113.22,-14.80,.163265,.000076
No,39.00,0,3.758,2.66,6.83,1,928,-4.876,NA,0.00,103.95,-7.40,.190476,.001135
No,65.00,0,8.886,2.66,6.83,1,928,-6.828,6.03,0.00,110.53,-20.80,.285714,.000019
No,79.00,0,7.075,2.66,6.83,1,928,-5.500,1.76,0.00,112.97,-20.10,.412698,.000018
No,43.00,0,4.617,1.66,4.55,1,3991,-5.127,5.38,0.00,81.49,-15.00,.244680,.000019
No,36.00,0,3.734,2.50,6.83,1,4022,-5.539,2.69,0.00,68.47,-6.40,.095238,.000013
No,31.00,0,1.936,2.50,6.83,1,2506,-4.187,2.71,0.00,74.86,-7.50,.126984,.000008
No,55.00,0,3.621,3.16,4.50,1,6053,-5.449,2.00,0.00,84.41,-19.90,.238095,.000314
No,41.00,0.0759494,2.313,2.71,3.85,1,6437,-4.590,2.32,0.00,89.26,-19.10,.177215,.000013
No,40.00,0.12766,0.858,2.11,3.00,30,505,-5.280,10.13,-29.16,30.90,-16.60,.680851,.025987
No,42.00,0,0.866,1.42,1.92,1,156,-5.382,11.20,-4.77,27.48,-29.00,.260563,.026994
No,20.00,0.978723,2.805,2.11,3.33,3,274,-3.972,6.22,0.00,22.35,-17.60,.287234,.000032
No,57.00,0,0.586,2.11,5.22,352069,600,-5.969,11.52,-30.86,25.93,-29.20,.297872,.010120
No,45.00,0.0492958,4.558,1.35,1.92,1,567,-7.256,3.83,0.00,118.16,-23.40,.176056,.000039
No,54.00,0,2.691,2.14,1.92,256021,243,-7.396,7.28,-45.82,18.91,-42.20,.169014,.000068
No,50.00,0,8.711,2.11,3.00,1,1303,-6.574,2.27,0.00,185.89,-23.40,.287234,.000194
No,60.00,0,3.815,1.31,1.42,1,1713,-6.567,4.94,0.00,123.11,-79.90,.170854,.000059
No,38.00,0.0915493,7.136,2.21,2.07,1,2389,-6.323,2.73,0.00,124.01,-28.70,.232394,.000078
No,36.00,0.138298,2.634,3.00,3.22,1,2437,-5.391,3.02,0.00,121.50,-13.70,.255319,.000104
No,51.00,0,8.885,1.92,2.07,1,2389,-6.925,4.81,0.00,186.70,-39.10,.359154,.004117
No,50.00,0.0492958,8.5,.92,1.92,1819,1216,-7.301,4.14,0.00,37.70,-38.90,.345070,.000050
No,38.00,0.142857,2.981,1.44,1.11,1,552,-4.812,NA,0.00,138.12,-19.60,.561224,.011820
No,40.00,0,3.6,1.44,1.11,1,552,-6.231,2.11,0.00,128.50,-15.90,.214285,.002618
No,30.00,0.168224,1.164,1.30,1.00,64029,510,-5.688,10.05,-97.30,4.16,-13.30,.598130,.001859
No,52.00,0,0.577,2.33,1.11,307389,228,-6.519,3.48,-7.51,19.68,-23.40,.214285,.000019
No,50.00,0,0.326,1.33,1.55,279512,1383,-5.847,6.07,-23.18,9.91,-24.80,.255102,.000079
No,54.00,0,1.419,1.22,1.77,315282,219,-6.868,6.59,-3.74,29.06,-26.50,.316326,.000057
No,67.00,0,3.382,1.22,2.44,1,1832,-5.876,4.08,0.00,94.70,-44.70,.183673,.000046
No,57.00,0,5.673,1.50,1.16,1,1144,-5.616,3.41,0.00,136.92,-15.10,.253968,.000034
No,52.00,0,0.586,2.85,2.14,168925,6161,-6.350,7.24,-36.66,22.14,-38.50,.169014,.000018
No,45.00,0.159574,1.013,3.11,2.44,145307,6209,-6.087,4.70,-16.38,21.52,-25.80,.638297,.006513
No,37.00,0,3.458,.50,1.00,1,44,-4.434,0.33,0.00,148.57,-22.90,.271028,.000087
No,53.00,0,8.102,.80,1.70,5,2054,-6.174,1.94,-49.24,NA,-34.90,.336448,.000225
No,39.00,0,3.768,.50,.60,2,57,-5.725,1.53,0.00,111.82,-16.00,.233644,.000648
No,50.00,0,1.363,.90,1.50,346,1697,-5.993,3.59,-2.45,33.23,-29.70,.177570,.003185
No,53.00,0,2.402,.40,3.60,1,902,-5.809,1.31,0.00,83.47,-28.30,.177570,.005302
No,48.00,0,4.43,.60,.90,1,1126,-7.397,8.60,0.00,101.05,-8.50,.121495,.000082
No,58.00,0,8.847,.33,.88,1,1222,-7.190,4.65,0.00,128.41,-29.70,.316326,.000191
No,57.00,0,3.363,.37,.25,1,2377,-6.467,2.80,0.00,82.64,-28.40,.204819,.000014
No,42.00,0,8.772,.17,.82,1,1343,-6.485,5.81,-0.42,135.60,-36.70,.183333,.000040
No,37.00,0,4.149,.40,.70,1,1422,-6.602,5.25,0.00,93.09,-13.70,.188118,.006553
No,35.00,0,2.671,.80,.70,1,1644,-6.089,3.93,0.00,115.05,-16.50,.158878,.000071
No,45.00,0,0.586,.42,.28,321037,317,-6.758,7.46,-58.46,23.52,-11.70,.215189,.002098
No,20.00,0,0.929,.66,.33,1,1006,-3.308,NA,0.00,95.13,-6.70,.269841,.000117
No,41.00,0,0.34,.44,1.22,391,494,-7.123,5.19,-13.12,15.23,-12.40,.255102,.000123
No,51.00,0,0.571,.55,.77,92,803,-7.825,9.79,-9.38,26.75,-5.70,.351063,.000122
No,31.00,0,2.332,.42,.50,1,2613,-5.220,6.78,0.00,69.44,-20.90,.154929,.002983
No,57.00,0,0.853,.30,.30,274936,277,-8.415,21.57,-19.75,15.98,-29.20,.289719,.000741
No,46.00,0,5.062,.41,.50,1,1167,-5.652,3.49,0.00,143.75,-33.50,.196850,.000129
No,55.00,0,2.453,1.00,2.41,52,162,-6.156,3.81,0.00,147.25,-42.00,.204724,.000067
No,37.00,0,3.506,1.16,.25,2,2872,-5.198,1.16,0.00,105.87,-25.60,.173228,.000161
No,35.00,0,1.875,1.44,.33,1,3078,-6.387,4.76,0.00,126.50,-13.80,.202127,.000014
No,32.00,0,2.99,2.33,1.16,1,2127,-5.482,NA,0.00,116.09,-12.90,.181102,.000025
No,47.00,0,6.355,1.83,.91,1,2127,-6.341,2.73,0.00,132.60,-31.60,.181102,.000343
No,54.00,0,3.682,.50,.33,1,738,-6.352,2.59,0.00,98.58,-40.50,.212598,.000117
No,52.00,0,0.334,.50,.33,342746,252,-7.129,12.76,-84.15,20.10,-32.80,.236220,.000164
No,37.00,0.15748,6.594,.58,.41,54039,384,-6.015,6.06,0.00,150.53,-15.80,.700787,.008313
No,41.00,0,1.613,.14,.28,1,1320,-6.241,4.70,0.00,76.65,-13.70,.227848,.000189
No,29.00,0,5.402,.50,.16,1,1174,-4.861,7.61,0.00,115.56,-14.90,.157480,.000181
No,30.00,0,4.146,.33,.22,1,802,-5.282,8.08,0.00,103.48,-7.60,.191489,.025027
No,56.00,0,0.586,1.57,.28,551,361,-8.561,9.26,-12.11,25.87,-13.60,.291139,.000066
No,45.00,0,0.468,.77,1.44,140325,526,-5.777,7.16,-40.71,9.06,-32.70,.138297,.000011
No,37.00,0.234043,1.503,.66,1.44,89898,318,-5.073,3.82,-18.57,23.45,-20.00,.276595,.014413
No,26.00,0,2.651,.66,1.44,48,152,-6.056,3.54,0.00,51.68,-8.00,.223404,.065167
No,47.00,0,2.49,.50,1.08,1,444,-6.398,2.97,0.00,85.60,-33.60,.220472,.000018
No,54.00,0,2.256,.66,.44,150676,173,-5.348,5.64,-12.13,24.32,-31.60,.191489,.000357
No,53.00,0,2.094,.66,.66,1,289,-7.434,1.91,0.00,87.80,-19.70,.191489,.026582
No,70.00,0,0.076,.66,.44,1820,910,-7.008,NA,-128.95,NA,-34.40,1.021276,.002752
No,40.00,0,0.571,2.42,.71,1,129,-5.162,11.18,-9.55,21.72,-16.50,.202531,.000022
No,48.00,0,0.54,1.42,.57,246424,221,-4.444,6.51,-12.57,16.17,-23.00,.126582,.000422
No,45.00,0.101266,0.277,1.14,.71,59295,348,-5.567,9.54,-70.69,12.49,-20.60,.240506,.000011
No,35.00,0,3.494,4.42,2.14,1,1680,-4.340,3.59,0.00,114.50,-14.40,.341772,.000016
No,31.00,0,3.942,5.14,2.14,1,1680,-5.746,0.74,0.00,120.12,-10.10,.215189,.000156
No,39.00,0,2.07,1.85,2.85,1,734,-5.022,1.87,0.00,87.99,-13.50,.227848,.000222
No,43.00,0,2.828,1.33,.33,1,582,-5.844,2.36,0.00,103.47,-15.40,.148936,.000029
No,55.00,0,4.226,.65,.05,1,893,-7.448,2.41,0.00,114.31,-73.30,.169082,.000188
No,68.00,0,2.991,1.14,.14,1,514,-6.353,NA,0.00,110.27,-27.50,.265822,.000476
No,54.00,0,6.9,1.33,.88,1,1058,-6.127,4.65,0.00,98.08,-21.70,.212765,.000030
No,29.00,0,3.245,.30,.85,1,128,-6.241,2.68,0.00,87.62,-36.10,.193236,.004263
No,48.00,0,0.586,.57,2.42,136855,2067,-3.752,10.34,-29.57,24.60,-20.40,.392405,.000208
No,34.00,0,3.936,1.00,.20,9,1478,-6.634,4.32,0.00,125.76,-24.10,.173913,.001410
No,29.00,0,5.284,.55,.20,8,1478,-6.351,3.85,0.00,158.65,-24.10,.159420,.000071
No,30.00,0,5.284,.30,.20,1,1478,-5.463,5.36,0.00,187.07,-34.70,.173913,.000013
No,57.00,0,0.824,.45,.55,1,472,-6.657,14.34,-279.94,20.92,-75.90,.231884,.000197
No,46.00,0,0.297,.15,.30,1074,593,-7.567,9.92,-99.94,15.51,-41.70,.178743,.000472
No,33.00,0,0.322,.25,.30,1,114,-6.344,12.69,-33.46,18.95,-34.70,.183574,.000811
No,50.00,0,2.411,.25,.20,333561,570,-8.255,8.93,-36.73,26.97,-60.70,.270531,.010032
No,44.00,0,2.93,.08,.36,318421,652,-6.875,5.86,-100.10,4.14,-65.50,.292968,.006105
No,36.00,0,0.97,.45,.05,355,95,-6.384,2.25,0.00,42.53,-43.90,.193236,.000106
No,30.00,0,5.635,.92,.04,1,514,-6.037,2.51,0.00,125.31,-40.30,.222656,.005046
No,61.00,0,3.125,.64,.80,1,14470,-7.044,4.32,0.00,88.97,-97.60,.359375,.010694
No,62.00,0,2.613,1.08,.60,1,14470,-7.113,1.97,0.00,59.60,-102.30,.347656,.009582
No,62.00,0,1.405,1.12,1.16,1,14470,-7.613,3.73,-1.65,36.86,-88.50,.324218,.010295
No,48.00,0,0.564,.32,.32,85,954,-8.124,9.21,-32.86,23.38,-72.00,.195312,.000273
No,83.00,0.996094,0.423,.04,.32,NA,3089,-8.218,NA,-116.56,1.00,-101.30,.433593,.031702
No,50.00,0.09375,2.268,.96,.32,1,2920,-7.871,3.52,0.00,110.75,-92.40,.460937,.007831
No,76.00,0,1.39,.36,.28,1,2569,-7.076,4.90,0.00,41.26,-127.70,.335937,.020065
No,44.00,0,NA,3.22,1.77,10,756,-6.093,NA,-186.70,NA,-16.90,NA,NA
No,42.00,0,2.98,12.25,4.12,23,201,-6.026,8.80,-0.58,25.64,-5.10,.011111,0
No,48.00,0,0.585,7.20,3.90,23,586,-5.411,10.64,-10.89,21.40,-29.30,NA,NA
No,44.00,0,0.585,8.22,4.22,23,601,-6.668,10.63,-14.17,23.28,-12.40,NA,NA
No,23.00,0,0.585,3.12,5.25,23,302,-5.286,5.45,-4.16,29.06,-6.10,.166666,.000487
No,26.00,0.8,2.051,8.25,1.37,23,1229,-5.467,NA,0.00,61.25,-6.20,.366666,.000020
No,28.00,0,2.312,2.88,.55,23,813,-4.212,2.72,0.00,61.94,-10.50,.294736,.000016
