Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
No,45.00,0,3.651,.61,.53,1,155,-6.552,4.09,0.00,102.75,-30.90,.183823,.000015
No,58.00,0,3.466,.47,.41,1,819,-7.537,2.08,0.00,111.44,-53.70,.215909,.000095
No,58.00,0,5.812,.15,3.84,1,967,-7.019,7.88,-26.49,13.00,-46.70,.426470,.000153
No,58.00,0,5.812,.13,3.33,1,1182,-7.724,3.64,-2.34,46.26,-50.10,.405063,.000143
No,52.00,0,5.812,.23,1.58,1,1169,-6.829,3.82,0.00,82.20,-50.00,.555555,.000250
No,52.00,0,3.206,.11,.35,1,1379,-6.915,2.64,0.00,107.91,-49.10,.329545,.000092
No,40.00,0,6.133,.28,.28,1,1485,-4.940,2.52,0.00,107.44,-9.80,.275000,.000020
No,50.00,0,2.58,.66,1.66,1,2388,-6.110,2.85,0.00,96.33,-20.70,.260869,.001529
No,32.00,0,3.211,1.66,.60,1,470,-5.898,NA,0.00,121.09,-24.80,.185430,.000018
No,40.00,0,1.607,.47,.35,52286,286,-5.631,11.98,-48.46,2.75,-37.20,.222222,.000449
No,29.00,0.0441176,5.176,1.61,.38,1,1965,-5.262,3.40,0.00,121.40,-18.40,.227941,.000032
No,32.00,0.0454545,7.022,.41,.41,1,1650,-5.932,3.77,0.00,150.54,-22.70,.284090,.002378
No,37.00,0,1.835,.71,4.14,1,616,-6.253,1.67,0.00,84.40,-14.60,.225000,.000195
No,34.00,0.0652174,5.742,.22,.33,1,3091,-7.311,3.80,0.00,119.23,-7.10,.206521,.000209
No,46.00,0,2.819,2.14,2.57,1,164,-6.776,3.10,0.00,80.12,-10.60,.212500,.008445
No,32.00,0,4.061,1.00,1.00,1,1404,-5.203,1.89,0.00,119.88,-5.70,.162500,.000340
No,33.00,0,0.967,1.71,1.42,4,1236,-4.861,5.71,-3.21,31.95,-12.50,.237500,.000090
No,40.00,0,1.163,1.88,1.66,25057,676,-4.199,14.14,-6.37,23.09,-24.80,.206521,.000020
No,37.00,0,1.305,3.71,2.28,1,368,-5.822,3.64,0.00,91.33,-7.30,.325000,.035181
No,35.00,0,0.805,4.14,2.57,47,1856,-5.921,6.82,-24.39,17.14,-8.60,.175000,.003199
No,37.00,0,2.185,2.00,2.00,1,72,-5.781,NA,0.00,112.29,-15.20,.225000,.000089
No,56.00,0,2.202,3.22,1.44,1,274,-5.487,0.43,0.00,106.88,-33.20,.217391,.032647
No,59.00,0,0.765,3.11,1.55,214386,275,-6.042,4.55,-20.94,18.88,-34.90,.217391,.000109
No,29.00,0,2.494,5.33,2.66,1,465,-4.763,2.54,0.00,85.22,-11.00,.206521,.003802
No,42.00,0,0.552,2.44,1.44,419,577,-6.564,6.43,-10.64,15.58,-17.20,.217391,.003636
No,53.00,0,3.881,2.44,1.44,1,625,-6.536,3.84,0.00,106.93,-11.90,.250000,.000330
No,37.00,0,2.333,1.28,.71,1,1127,-6.021,3.35,0.00,56.43,-12.60,.162500,.000904
No,32.00,0,0.428,.44,.55,1598,1213,-4.793,9.40,-81.83,12.79,-22.10,.130434,.000012
No,41.00,0,1.409,.85,1.42,507,637,-5.878,NA,0.00,84.79,-12.50,.150000,.000066
No,52.00,0,3.466,.33,.77,1,653,-5.647,2.30,0.00,130.53,-20.00,.195652,.000094
No,39.00,,NA,.26,.15,16848,2803,-7.161,NA,-177.30,NA,-19.30,.255208,.000014
No,36.00,0,NA,.42,.10,19113,2803,-7.382,NA,-353.70,NA,-18.00,.312500,.001817
No,62.00,0,0.422,.28,.28,285024,434,-3.499,17.12,-25.61,9.91,-33.00,.520000,.000669
No,43.00,0.0714286,2.608,1.00,3.61,62440,3049,-7.097,10.46,-70.85,26.55,-45.50,.258241,.000364
No,50.00,0,3.314,3.16,2.61,1,3428,-7.734,0.76,0.00,118.56,-49.80,.197802,.008509
No,54.00,0,0.523,3.16,1.55,338130,255,-5.968,8.35,-92.30,26.46,-74.20,.335164,.000156
No,41.00,0.0879121,2.334,3.16,1.27,137065,509,-5.981,6.75,-2.69,11.62,-42.70,.175824,.001530
No,49.00,0.126374,1.164,.44,1.44,366017,1124,-5.352,11.19,-36.38,17.48,-64.00,.994505,.004300
No,49.00,0.126374,1.164,.44,1.44,366378,1124,-5.264,11.19,-36.38,17.48,-64.60,1.000000,.004277
No,43.00,0,4.35,.55,1.44,1,625,-6.952,4.65,0.00,105.73,-44.30,.225274,.000292
No,48.00,0,1.489,.71,1.14,1,688,-6.898,12.09,-13.98,21.93,-10.20,.186666,.000012
No,32.00,0,2.688,.22,.77,1397,373,-5.904,5.43,0.00,75.74,-24.50,.241758,.009498
No,28.00,0.493333,0.166,2.14,.71,10166,925,-5.568,12.33,-24.04,5.39,-10.00,.266666,.000486
No,56.00,0,0.987,2.14,.85,329699,182,-7.332,8.16,-5.06,27.68,-21.30,.200000,.000020
No,32.00,0,0.673,2.28,3.71,1,112,-5.974,5.90,-3.54,15.69,-9.30,.240000,.020497
No,33.00,0,2.818,1.85,1.00,1,147,-5.269,4.58,0.00,51.64,-9.20,.160000,.000043
No,50.00,0,2.085,1.85,1.00,1,217,-6.611,2.81,0.00,88.84,-16.60,.200000,.000710
No,28.00,0,2.444,1.42,1.57,1,147,-3.063,3.03,0.00,54.16,-15.70,.186666,.000022
No,24.00,0,3.327,.28,.42,1,1164,-4.044,0.42,0.00,84.54,-7.40,.293333,.000060
No,31.00,0.032967,2.181,.50,.22,4,672,-5.724,6.63,-7.60,23.87,-29.20,.159340,.000912
No,56.00,0,8.599,1.00,.57,1,2393,-4.921,2.15,0.00,147.19,-22.80,.386666,.013723
No,33.00,0,2.798,1.75,.12,1,137,-4.835,3.50,0.00,88.40,-13.10,.191011,.000013
No,40.00,0,2.401,2.16,0,1,277,-4.451,3.06,0.00,68.10,-12.40,.131147,.000030
No,62.00,0,2.636,3.87,11.12,1,3623,-6.866,1.15,0.00,104.97,-23.80,.426966,.001310
No,52.00,0,0,1.87,.75,301279,210,-6.464,NA,-143.00,NA,-20.00,.325842,.000892
No,33.00,0,2.397,1.50,2.12,14,305,-3.733,2.11,0.00,67.33,-16.90,.191011,.000013
No,43.00,0,1.458,.37,2.12,1,1365,-4.662,3.65,0.00,97.53,-23.90,.303370,.000039
No,62.00,0,0.326,1.50,1.62,305434,1060,-6.124,6.55,-38.18,16.77,-29.40,.325842,.004975
No,38.00,0,2.351,2.12,1.25,1,122,-5.237,1.65,0.00,117.36,-9.70,.191011,.002969
No,49.00,0,0.333,1.00,.76,156449,980,-7.663,8.04,-47.52,20.72,-35.90,.286549,.000343
No,48.00,0,0.333,2.12,1.37,70873,1062,-6.889,8.04,-47.52,20.72,-14.40,.280898,.000623
No,47.00,0,0.333,2.12,1.50,55578,1062,-6.094,8.04,-47.52,20.72,-18.80,.269662,.000577
No,22.00,0,2.522,5.83,3.16,1,1205,-4.918,NA,0.00,86.23,-5.50,.377049,.000140
No,42.00,0,2.186,.66,.16,1,1013,-5.975,2.06,0.00,66.42,-5.70,.180327,.000107
No,26.00,0.901639,2.984,2.50,.16,2,152,-4.593,1.02,0.00,64.21,0.00,.131147,.000032
No,45.00,0,1.909,.66,.16,1,388,-5.067,1.56,0.00,101.05,-13.70,.147540,.000017
No,32.00,0,3.16,1.16,1.83,1,12025,-4.684,NA,0.00,99.76,-7.10,.311475,.004175
No,44.00,0,4.369,1.00,1.83,1,12025,-6.302,6.49,0.00,98.95,-8.10,.180327,.000687
No,44.00,0,4.369,.66,1.66,1,12025,-4.393,6.65,0.00,92.93,-11.20,.163934,.000755
No,50.00,0,1.489,.50,.66,24,463,-6.494,2.93,0.00,29.15,-12.20,.245901,.002967
No,43.00,0,0.143,1.00,1.00,1586,319,-5.807,5.80,-24.76,3.76,-17.10,.325842,.000060
No,34.00,0,3.67,.23,.05,26,956,-6.667,2.87,0.00,114.89,-23.90,.163742,.035257
No,59.00,0,3.268,.17,.05,1,484,-7.473,4.13,0.00,45.61,-55.00,.228070,.000248
No,50.00,0,1.983,.23,.05,1,385,-7.326,1.97,0.00,119.00,-45.20,.181286,.002581
No,48.00,0,2.966,.23,.05,1,272,-6.968,2.28,0.00,141.94,-36.60,.222222,.000364
No,41.00,0.0877193,0.166,.35,1.11,47736,580,-8.053,7.60,-25.70,7.28,-40.70,.719298,.006809
No,50.00,0,2.409,.29,1.11,1,264,-5.540,1.46,0.00,75.90,-64.70,.233918,.021821
No,53.00,0,1.941,.29,1.11,1,364,-6.938,5.69,0.00,63.82,-56.90,.157894,.000020
No,36.00,0,0.092,.52,.94,166,178,-6.507,5.44,-47.53,9.90,-30.70,.146198,.000214
No,57.00,0,0.092,1.33,2.66,40,1599,-4.315,19.78,-210.33,8.54,-19.30,.229508,.000013
No,40.00,0,NA,0,.04,7303,1886353,-7.255,NA,-269.20,NA,-37.70,NA,NA
No,40.00,0,NA,0,.07,6984,1886458,-5.997,NA,-273.00,NA,-28.20,NA,NA
No,37.00,0,NA,12.00,.72,7051,233,-5.281,NA,-220.80,NA,-15.30,NA,NA
No,39.00,0,NA,2.52,.70,7792,170877,-6.701,NA,-257.30,NA,-32.40,NA,NA
No,65.00,0,0.567,1.60,.30,75,1931,-5.561,7.83,-2.04,75.38,-45.80,.504854,.000111
No,53.00,0,0.539,.25,.62,1,30,-6.398,11.12,-64.88,19.33,-96.70,.242914,.000520
No,50.00,0,8.569,10.64,2.50,1,248,-5.944,2.34,0.00,103.89,-46.40,.197183,.000029
No,65.00,0,7.063,.33,.66,1,904,-6.797,4.14,0.00,149.72,-110.10,.222672,.000422
No,68.00,0,8.515,.54,.66,1,503,-7.797,1.91,0.00,136.67,-122.70,.263157,.000231
No,59.00,0,4.661,.33,.66,4,2260,-6.369,4.17,0.00,139.45,-103.30,.242914,.006924
No,50.00,0,3.395,6.04,7.16,11,1424,-7.066,13.33,0.00,124.31,-65.00,.161943,.000564
No,48.00,0,3.395,5.37,5.62,6,1424,-7.759,5.26,0.00,153.01,-61.00,.170040,.000538
No,55.00,0,3.18,.41,.91,49,355,-7.179,4.52,0.00,120.64,-72.80,.202429,.000286
No,52.00,0,0.466,1.50,.78,334531,574,-7.262,8.53,-14.18,13.22,-36.30,.281690,.000027
No,51.00,0,2.553,1.35,1.14,339886,34,-6.050,19.46,-56.84,18.52,-46.60,.260563,.001722
No,47.00,0,4.003,1.35,1.14,1,814,-6.249,2.47,0.00,133.27,-18.40,.183098,.000030
No,35.00,0.0774648,3.441,1.92,1.71,3,267,-7.085,0.87,0.00,165.63,-18.10,.338028,.000552
No,53.00,0.182186,8.805,1.08,1.00,2,507,-6.114,6.63,0.00,189.87,-76.30,.295546,.000268
No,42.00,0.0492958,2.899,1.78,1.71,23,512,-6.832,14.27,-91.55,22.12,-38.20,.260563,.002453
No,57.00,0,1.729,2.63,2.18,307467,656,-7.551,7.03,-33.97,24.34,-36.70,.304347,.000110
No,47.00,0.133803,0.57,2.07,1.71,311045,360,-6.651,8.18,-25.05,12.71,-31.70,.338028,.000605
No,50.00,0,4.762,1.31,1.81,1,1965,-7.037,4.01,0.00,138.30,-73.00,.267543,.000320
No,45.00,0.0985915,3.078,1.07,1.07,758,1188,-5.114,9.69,0.00,37.41,-42.50,.316901,.005528
No,55.00,0,3.377,1.36,1.36,1,540,-8.328,3.40,0.00,75.17,-26.40,.295652,.000112
No,50.00,0,0.988,1.36,1.45,258220,180,-5.747,9.30,-24.37,18.65,-32.70,.226086,.000027
No,49.00,0,0.586,1.36,1.36,238377,190,-6.796,7.58,-24.87,24.38,-34.90,.200000,.001303
No,58.00,0,3.973,1.90,1.50,1,2919,-5.238,1.76,0.00,121.75,-38.70,.320388,.008508
No,33.00,0.547826,2.532,1.36,1.63,1,369,-6.130,5.96,0.00,31.49,-12.20,.200000,.000013
No,41.00,0,3.099,1.63,1.63,1,66,-4.490,2.79,0.00,111.12,-31.10,.078260,.000617
No,44.00,0,5.868,1.27,1.63,2,79,-5.411,2.17,0.00,123.77,-29.00,.200000,.000759
No,23.00,0,2.077,1.60,5.40,1,546,-5.282,0.25,0.00,47.60,-8.80,.233009,.000831
No,58.00,0,2.772,1.60,12.80,1,1010,-5.780,2.64,0.00,105.17,-40.30,.291262,.000056
No,51.00,0,0.322,1.70,9.30,313452,363,-5.064,9.31,-40.81,14.76,-32.50,.223300,.004622
No,24.00,0,3.191,1.60,12.90,1,272,-3.701,2.27,-15.72,14.64,-19.30,.242718,.000024
No,36.00,0,3.045,2.00,12.70,159541,405,-5.199,6.05,-31.43,16.79,-14.88,.174757,.000026
No,41.00,0,3.539,2.40,12.90,1,641,-6.721,3.10,0.00,110.64,-20.80,.203883,.008921
No,33.00,0,3.334,2.63,11.72,1,812,-5.371,4.25,0.00,84.37,-18.90,.278260,.000017
No,30.00,0,2.903,.90,1.10,1,98,-4.973,1.07,0.00,131.47,-10.00,.145631,.000028
No,46.00,0,2.863,.73,.36,43,140,-7.128,2.10,0.00,75.51,-50.70,.255208,.000515
No,48.00,0.109375,3.19,.73,.36,13790,775,-6.131,NA,0.00,118.87,-66.40,.208333,.000392
No,46.00,0.0572917,8.682,.73,1.21,3,731,-7.617,3.88,0.00,179.58,-47.80,.244791,.000297
No,46.00,0,2.545,.58,.12,1,366,-6.978,3.61,0.00,131.09,-68.80,.186234,.003998
No,44.00,0,4.551,.63,.54,1,445,-7.330,6.10,0.00,147.12,-40.00,.232456,.005713
No,45.00,0,3.171,.78,.15,1,731,-6.427,1.24,0.00,105.32,-38.10,.177083,.001910
No,56.00,0,3.361,1.18,.68,1,1330,-7.727,0.32,0.00,110.23,-64.40,.258771,.000114
No,52.00,0,2.587,1.21,1.35,1,1416,-8.105,1.65,0.00,123.38,-33.10,.253521,.018228
No,63.00,0,1.734,1.88,.55,1,7640,-5.077,2.79,0.00,84.45,-35.90,.358695,.000792
No,48.00,0,0.34,.18,.09,1,536,-7.334,14.14,-88.09,18.47,-55.50,.197368,.006498
No,43.00,0.0307018,0.34,.18,.13,350363,271,-5.548,8.92,-7.99,24.83,-64.20,.192982,.000960
No,34.00,0,2.27,.68,.77,28646,927,-6.475,8.92,-3.57,38.12,-46.10,.179824,.022312
No,36.00,0.140351,1.596,.22,.22,134518,249,-6.474,6.26,-9.95,39.14,-38.90,.614035,.005564
No,50.00,0,3.498,.22,1.40,1,1714,-7.433,2.64,0.00,140.27,-71.70,.144736,.000068
No,34.00,0,8.69,.54,.27,2,1534,-5.959,4.76,0.00,177.30,-12.20,.191304,.000196
No,45.00,0,2.961,.15,.76,1,2688,-5.745,2.99,0.00,130.19,-38.30,.160583,.000014
No,75.00,0,8.896,.28,1.42,1,960,-7.294,4.27,-2.06,125.57,-34.50,.341772,.001346
No,47.00,0,7.111,.27,.45,1,811,-5.573,5.80,0.00,147.02,-68.00,.197368,.000043
No,25.00,0,2.949,.80,1.00,3,447,-3.392,5.59,0.00,90.69,-17.90,.174757,.000080
No,57.00,0,4.372,.20,1.00,1,1851,-6.249,1.49,0.00,85.23,-34.50,.205607,.000063
No,45.00,0,2.874,1.42,.71,1,4454,-6.811,0.75,0.00,90.38,-14.50,.207792,.000156
No,60.00,0,8.541,.42,.31,1,1815,-8.313,8.19,-17.67,97.66,-71.40,.322916,.000060
No,43.00,0,0.34,.66,.22,292604,343,-5.554,25.69,-55.70,16.67,-16.20,.282608,.000023
No,54.00,0,0.586,1.00,.66,252989,318,-6.946,7.45,-35.22,23.02,-25.40,.250000,.000821
No,44.00,0.141304,0.503,.44,.33,12469,403,-7.022,8.69,-0.85,18.70,-18.70,.413043,.000109
No,67.00,0,3.426,.44,.33,1,1281,-6.406,NA,0.00,75.71,-27.40,.260869,.000748
No,52.00,0.0394737,1.404,.18,.40,337072,506,-6.637,10.21,-55.50,20.19,-80.20,.311403,.001270
No,33.00,0,2.038,.88,.33,1,704,-4.321,2.01,0.00,85.91,-14.50,.163043,.000195
No,47.00,0.0652174,0.586,.44,.33,214235,269,-6.395,7.30,-41.49,34.41,-20.20,.239130,.000024
No,52.00,0,2.286,.30,.23,342664,217,-6.364,8.36,-29.26,17.00,-45.00,.248175,.001163
No,30.00,0,0.325,.88,.33,16221,2886,-7.270,2.30,-0.08,13.18,-6.90,.380434,.000120
No,46.00,0,1.894,.71,.42,8107,477,-6.647,6.13,-5.50,32.35,-13.60,.253164,.000731
No,53.00,0,5.398,1.50,1.50,1,918,-7.079,2.82,0.00,98.43,-24.60,.242990,.000283
No,35.00,0.131387,0.312,.61,.53,1,393,-6.096,3.22,-5.82,16.73,-20.40,.321167,.000351
No,46.00,0.211679,0.554,.69,3.38,311129,358,-6.313,5.68,-14.17,15.05,-37.90,.321167,.000342
No,30.00,0,3.406,.69,.61,1,164,-5.883,NA,0.00,117.45,-17.40,.189781,.000028
No,31.00,0,3.746,.46,1.15,1,316,-5.383,3.29,0.00,144.45,-20.40,.124087,.000047
No,36.00,0,2.347,.30,1.15,40,398,-6.321,3.20,0.00,109.27,-13.90,.124087,.000010
No,44.00,0,3.645,.38,1.15,1,244,-6.114,5.12,0.00,163.44,-34.90,.165413,.001423
No,43.00,0,3.645,.55,1.66,1,285,-4.665,5.52,0.00,121.84,-24.10,.184782,.001839
No,48.00,0,0.34,.53,1.15,337214,110,-5.794,9.68,-37.99,14.76,-37.60,.204379,.000419
No,49.00,0.531646,2.19,.57,2.14,3,586,-6.545,6.83,0.00,23.12,-14.00,.354430,.001884
No,32.00,0,2.872,2.57,1.71,8,648,-5.224,9.75,0.00,64.17,-10.00,.215189,.000056
No,36.00,0,2.872,2.57,1.71,12,582,-5.399,10.00,0.00,68.85,-11.10,.215189,.000020
No,43.00,0,0.547,3.14,2.42,48,513,-6.263,5.88,-32.36,23.58,-10.10,.113924,.000029
No,39.00,0,0.547,3.14,2.42,4,513,-6.169,5.88,-32.36,23.58,-6.80,.113924,.000029
No,42.00,0,3.608,1.00,.57,1,244,-5.711,1.33,0.00,79.95,-14.00,.142857,.000013
No,46.00,0,3.049,2.00,.85,1,1374,-5.513,3.58,0.00,96.33,-16.60,.227848,.000010
No,41.00,0,0.955,1.80,.40,2,183,-5.454,9.72,-6.66,31.35,-21.60,.224299,.000157
No,41.00,0,2.645,1.40,.70,36,414,-5.388,1.81,0.00,103.31,-23.60,.149532,.000009
No,52.00,0,2.287,1.10,.50,1,1181,-7.174,1.07,0.00,118.63,-25.60,.177570,.000023
No,43.00,0.242991,4.364,1.10,1.30,233456,250,-5.529,3.19,-21.51,25.24,-22.50,.233644,.017802
No,42.00,0,2.968,1.10,1.00,3,503,-5.433,1.32,0.00,84.93,-25.60,.233644,.018181
No,46.00,0,5.12,1.10,.60,1,154,-3.946,4.83,0.00,148.43,-37.20,.130841,.000270
No,49.00,0,4.565,.84,1.00,1,1199,-6.177,0.40,0.00,96.68,-40.10,.197080,.001721
No,48.00,0.285714,3.946,.85,.85,1,1439,-5.685,2.05,0.00,92.78,-11.40,.493506,.001291
No,36.00,0,3.979,.85,1.00,1,176,-5.394,7.23,0.00,121.64,-8.50,.278481,.001108
No,40.00,0,3.054,.85,.85,1,98,-4.634,3.12,0.00,82.96,-19.10,.168831,.000010
No,35.00,0,3.312,.85,.85,1,643,-4.705,2.60,0.00,62.87,-9.70,.155844,.000072
No,37.00,0,2.617,.85,.85,1,233,-5.765,6.55,0.00,102.32,-10.60,.272727,.000272
No,53.00,0,0.586,.85,.85,51276,267,-6.153,2.53,-29.76,21.47,-18.50,.220779,.027917
No,42.00,0,5.857,1.00,.85,55,806,-6.505,2.94,0.00,95.37,-8.50,.194805,.000053
No,55.00,0,2.041,.60,.60,1,1135,-7.593,7.93,0.00,72.57,-6.30,.196261,.000106
No,48.00,0,0.859,.14,.64,9,461,-6.859,6.06,-7.17,21.82,-32.70,.153846,.001444
No,35.00,0,1.809,1.71,.57,1,883,-5.427,5.05,0.00,86.08,-6.20,.259740,.000109
No,35.00,0.108696,2.176,.22,.88,1,808,-5.000,1.20,0.00,115.33,-14.60,.413043,.000637
No,50.00,0,1.624,.23,.38,62647,459,-6.665,10.95,-9.84,21.78,-25.30,.421052,.005475
No,50.00,0,2.638,.69,.76,2,380,-5.711,3.21,0.00,82.82,-33.90,.165413,.000581
No,48.00,0.0676692,0.586,.69,.69,364702,504,-6.960,5.92,-6.17,36.59,-24.50,.353383,.000026
No,51.00,0,2.623,.69,.69,1,454,-6.684,3.47,0.00,98.76,-38.70,.210526,.000042
No,47.00,0,3.634,.76,.76,233006,241,-7.154,13.11,-20.17,17.22,-32.60,.187969,.000341
No,54.00,0,3.147,.76,.69,1,281,-4.950,4.31,0.00,72.71,-55.70,.240601,.000526
No,45.00,0,3.57,.61,.76,46,420,-7.758,7.21,-1.58,41.88,-17.30,.225563,.000074
No,50.00,0,0.995,.61,.76,352683,216,-6.375,3.68,-1.08,29.65,-36.40,.284671,.000029
No,56.00,0,0.34,1.71,1.00,341495,272,-6.377,10.23,-77.51,20.93,-17.30,.227848,.000029
No,67.00,0.747664,1.994,1.10,.60,1,1136,-10.798,6.77,0.00,23.13,-25.10,.841121,.000466
No,56.00,0.699301,8.389,1.14,.35,1,1389,-9.539,0.27,0.00,77.34,-21.80,.181818,.000032
No,47.00,0.112782,1.794,1.15,.38,347500,526,-4.710,12.07,-23.88,10.57,-43.60,.496240,.001636
No,49.00,0,2.691,1.57,.85,1,459,-5.526,4.04,0.00,64.65,-18.80,.181818,.000014
No,45.00,0,3.548,.57,.28,49,449,-6.698,NA,0.00,92.07,-42.00,.223776,.018937
No,32.00,0.174825,8.674,15.85,1.57,1,1614,-5.993,3.75,0.00,132.37,-25.20,.489510,.000325
No,53.00,0,0.586,14.28,1.64,32819,5424,-5.695,6.64,-25.43,32.36,-46.30,.314685,.000077
No,46.00,0,0.134,.64,1.07,2130,136,-7.146,11.57,-218.65,4.90,-24.70,.132867,.000037
No,51.00,0.0979021,0.876,.78,1.07,307304,1755,-6.101,7.90,-28.83,17.62,-42.00,.286713,.008530
No,45.00,0.0909091,0.564,.42,.71,71285,245,-6.521,7.99,-12.45,12.61,-38.10,.342657,.001109
No,33.00,0,2.677,.92,2.42,1,411,-5.832,9.74,-83.75,16.77,-23.42,.146853,.042958
No,53.00,0,2.504,.50,1.08,1,851,-5.353,3.90,-8.39,7.68,-39.50,.224806,.000672
No,39.00,0,1.698,.69,.76,24422,2768,-5.407,7.73,-28.00,34.09,-19.90,.210526,.000072
No,34.00,0,0.468,1.33,.33,1848,855,-5.013,14.65,-35.79,16.69,-16.70,.142857,.000267
No,50.00,0,6.357,.07,.21,103756,701,-5.796,7.15,-69.34,21.53,-44.10,.286713,.001711
No,55.00,0,7.227,0,.12,1,371,-7.757,6.12,0.00,141.84,-47.50,.203703,.018334
No,44.00,0,0.34,.08,.50,9074,258,-6.672,8.20,-45.67,13.99,-21.20,.186046,.002200
No,34.00,0,2.787,.40,.30,21,1098,-5.798,1.22,0.00,129.68,-46.05,.144927,.000092
No,27.00,0,3.864,.06,.40,1,691,-5.527,1.50,0.00,163.73,-22.60,.172185,.000015
No,51.00,0,2.14,.16,.75,1,1862,-6.391,6.14,0.00,42.66,-37.10,.201550,.038431
No,48.00,0.116279,0.586,.25,.75,75931,277,-6.376,6.13,-22.56,29.91,-29.60,.294573,.000067
No,50.00,0,1.061,.16,.75,352390,700,-5.197,13.13,-71.24,5.33,-38.70,.596899,.002784
No,82.00,0.666667,7.733,1.75,5.00,1,3306,-7.136,1.77,0.00,72.69,-50.30,.566666,.000207
No,48.00,0,2.911,.33,.58,1,1670,-7.405,6.34,0.00,119.79,-27.20,.147286,.000012
No,40.00,0,5.476,.25,.41,1,1670,-4.827,8.29,0.00,105.82,-33.10,.294573,.000367
No,35.00,0.100775,2.482,.25,.41,1,296,-7.050,2.74,0.00,103.17,-14.90,.240310,.000097
No,51.00,0,4.337,.27,1.72,1,631,-6.040,13.00,-58.74,13.51,-55.00,.215053,.000095
No,46.00,0.932099,1.096,1.18,3.43,2,1172,-6.318,11.15,-49.87,14.69,-12.80,.481481,.005147
No,52.00,1.05797,0.281,2.66,5.16,273138,1397,-5.946,4.42,-34.64,11.34,-17.00,.913043,.007171
No,34.00,0,3.627,.22,3.44,1,577,-5.304,3.46,0.00,104.92,-15.00,.087912,.000026
No,55.00,0,1.815,.06,.37,16,3889,-5.836,4.92,0.00,51.48,-51.60,.275449,.000170
No,54.00,0,3.709,.11,.17,1,809,-6.256,0.31,0.00,99.19,-56.40,.194444,.015762
No,55.00,0.123967,0.586,.16,.25,355444,186,-4.944,8.87,-40.33,25.20,-49.80,.280991,.000282
No,34.00,0,3.809,.08,.33,1,1244,-4.940,3.41,0.00,122.31,-20.90,.240310,.000042
No,32.00,0,1.076,43.33,.33,1,371,-4.867,NA,-141.20,NA,-14.10,.384615,.000330
No,39.00,0,0.586,41.66,.33,49,1488,-5.041,4.85,-16.18,24.12,-14.50,.274725,.000814
No,29.00,0,0.694,4.44,1.55,1,1514,-5.226,7.75,-3.03,15.83,-7.90,.263736,.005114
No,43.00,0,1.778,2.22,3.88,1,845,-6.544,3.61,0.00,72.02,-12.60,.164835,.000548
No,37.00,0,0.571,2.11,3.88,736,429,-5.817,7.63,-5.66,24.68,-11.50,.274725,.001147
No,52.00,0,2.624,.55,.11,1,133,-5.790,1.01,0.00,75.94,-17.20,.230769,.000117
No,58.00,0,1.197,.11,.11,1,397,-6.788,9.24,0.00,55.42,-29.50,.230769,.000016
No,43.00,0.037037,2,.56,0,1,3262,-7.543,1.84,0.00,87.48,-31.30,.228395,.026921
No,40.00,0,6.015,.15,.20,1,2311,-7.085,4.89,0.00,152.22,-28.70,.183574,.000060
No,50.00,0,2.01,.06,.20,1,216,-6.625,0.42,0.00,65.10,-44.30,.205298,.000302
No,48.00,0.037037,2.477,.25,.25,188193,1223,-7.735,10.23,-15.69,35.01,-43.92,.314814,.001489
No,58.00,0,0.893,.20,.20,2420,312,-6.850,4.67,-5.05,33.19,-74.90,.227053,.000522
No,56.00,0,2.057,.31,.81,2,823,-7.487,3.17,0.00,31.68,-40.00,.197530,.000031
No,62.00,0,0.134,.12,.81,1,1241,-6.725,7.61,-159.86,3.74,-54.90,.185185,.000091
No,53.00,0,3.256,1.30,2.30,1,3613,-7.728,1.86,0.00,83.34,-56.80,.256038,.012412
No,51.00,0,1.802,1.31,2.50,1,3658,-7.291,0.85,0.00,79.97,-43.10,.283950,.000209
No,43.00,0,1.781,1.20,1.30,1,3613,-7.433,2.85,0.00,111.10,-45.50,.328502,.019090
No,83.00,0.283951,6.77,.37,.81,1,2853,-7.053,9.04,0.00,96.23,-95.00,.635802,.000896
No,40.00,0.227053,0.927,.10,.65,330461,2318,-6.471,9.17,-104.73,4.37,-67.00,1.004830,.007767
No,61.00,0,2.736,.20,1.06,1,392,-6.355,5.62,0.00,65.86,-65.00,.238410,.001300
No,65.00,0,8.498,.20,.65,1,3018,-7.534,4.28,0.00,183.79,-89.30,.294685,.000123
No,53.00,0,5.671,.12,.81,1,1251,-7.995,3.23,0.00,181.36,-50.20,.234567,.001228
No,56.00,0,1.785,.93,1.13,1,2338,-7.911,2.99,0.00,55.83,-49.10,.211920,.000137
No,54.00,0,1.785,1.25,2.12,1,2399,-6.706,1.86,0.00,95.05,-30.30,.177777,.000046
No,63.00,0,1.675,1.00,2.40,1,2282,-6.890,0.67,0.00,105.54,-79.40,.227053,.020871
No,45.00,0.152318,1.081,.33,.93,294888,211,-5.721,9.75,-28.50,16.11,-39.70,.549668,.011166
No,68.00,0,2.921,.20,1.33,1,3213,-6.573,3.59,0.00,95.31,-73.80,.238410,.000045
No,56.00,0,0.563,.20,.86,354767,1991,-4.987,13.60,-31.03,23.48,-58.90,.430463,.000051
