Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
Yes,URS000075C780_9606,56.00,0,2.475,.64,1.00,1,541,-7.175,3.97,0.00,127.90,-43.20,.220689,.000099
Yes,URS00022B1598_9606,41.00,0,3.473,.77,.67,1,559,-6.905,7.83,0.00,147.56,-73.20,.216560,.000715
Yes,URS000075A690_9606,32.00,0,3.632,4.85,5.28,1,20179,-4.714,3.46,0.00,129.12,-12.90,.462500,.000881
Yes,URS000075A0A5_9606,51.00,0,3.392,1.47,.52,305554,1626,-6.350,5.89,-24.60,30.46,-56.90,.178571,.000369
Yes,URS00025EC7ED_9606,43.00,0.0174927,3.744,.11,.14,1,393,-6.755,5.64,0.00,102.38,-93.50,.201166,.001070
Yes,URS000194B0DB_9606,48.00,0,0.586,15.78,85.07,85,3465,-6.518,6.86,-52.79,23.98,-33.10,.221476,.013653
Yes,URS000075AA95_9606,51.00,0,6.05,.60,1.08,1,443,-7.451,11.39,0.00,178.37,-77.50,.200000,.006841
Yes,URS0000D77F4C_9606,50.00,0,4.154,79.50,187.50,1,1006,-7.006,2.03,0.00,101.65,-15.30,.188235,.000014
Yes,URS0000EF3F1C_9606,42.00,0,3.656,10.58,23.94,3,3543,-6.858,5.31,0.00,145.96,-29.70,.322033,.000106
Yes,URS0000A769B7_9606,40.00,0,3.403,.66,1.33,67,1241,-7.962,1.72,0.00,127.66,-95.00,.187793,.000572
Yes,URS00007E40C8_9606,41.00,0,4.854,7.66,6.22,6,1723,-6.208,4.84,0.00,187.00,-17.00,.163043,.000025
Yes,URS000075C0AB_9606,52.00,0,3.095,1.78,3.47,2,2653,-7.229,4.37,0.00,138.42,-52.60,.271794,.000390
Yes,URS0000BC45A9_9606,57.00,0,3.64,2.00,1.00,1,636,-7.037,0.93,0.00,194.42,-67.10,.216080,.000356
Yes,URS000075B28B_9606,45.00,0,3.595,3.87,.06,1,2397,-7.516,3.76,0.00,192.68,-79.80,.224299,.003538
Yes,URS000075D0D1_9606,45.00,0,2.879,15.53,.25,1,6478,-7.971,3.21,0.00,211.23,-114.10,.242009,.000437
Yes,URS0000BC455B_9606,51.00,0,2.045,1.63,.45,1,1314,-7.143,4.18,0.00,78.52,-29.40,.258333,.000138
Yes,URS000075E4D9_9606,39.00,0,4.804,.80,.04,5,1073,-7.647,4.85,0.00,134.42,-90.80,.216157,.007041
Yes,URS00005ED704_9606,39.00,0,3.854,10.77,8.27,1,187,-7.089,3.69,0.00,99.69,-44.40,.128318,.000035
Yes,URS000075EE95_9606,47.00,0.0618673,2.416,3.55,4.35,27,258,-7.918,5.34,-16.39,47.58,-283.80,.238470,.000557
Yes,URS000075ED93_9606,40.00,0,2.169,79.23,65.15,2,1054,-5.977,1.55,0.00,98.56,-27.20,.250000,.003061
Yes,URS000075CA32_9606,46.00,0,2.007,.13,.82,1,379,-7.763,4.07,0.00,110.78,-81.80,.167808,.000115
Yes,URS0000BC45AB_9606,53.00,0,2.46,.68,.10,1,271,-6.677,3.35,0.00,113.76,-56.10,.287878,.008371
Yes,URS00022B1D7B_9606,47.00,0,2.547,3.09,3.54,1,332,-6.983,3.61,0.00,100.78,-24.50,.237288,.028225
Yes,URS0000BC43AA_9606,43.00,0,2.487,1.16,.27,5,1997,-5.506,1.98,0.00,104.03,-43.40,.278688,.000036
Yes,URS00025E3421_9606,44.00,0,3.28,1.02,.40,1,234,-7.393,6.92,0.00,149.87,-131.80,.223790,.000101
Yes,URS000075B9B4_9606,53.00,0,3.025,3.27,.16,1,4596,-6.437,1.60,0.00,126.26,-50.30,.229508,.000045
Yes,URS00025EA21A_9606,36.00,0,2.86,.55,.44,1,2263,-5.553,3.46,0.00,135.69,-38.30,.215789,.000021
Yes,URS00007E3E6D_9606,45.00,0,2.143,4.77,1.77,1,288,-4.838,5.40,0.00,62.91,-18.70,.228260,.000283
Yes,URS000075E363_9606,44.00,0,3.364,1.62,4.06,1,5926,-7.428,2.17,0.00,213.36,-64.00,.216463,.000181
Yes,URS0000BC43FF_9606,52.00,0,2.922,.46,12.07,1,1124,-6.521,3.06,0.00,135.72,-38.70,.261194,.000709
Yes,URS000075CC9C_9606,45.00,0,3.335,79.80,69.40,1,400,-5.586,6.67,0.00,107.94,-15.30,.148148,.018093
Yes,URS000075E2AF_9606,57.00,0.113158,6.955,1.48,2.13,1,8558,-7.999,4.07,0.00,204.98,-144.50,.281578,.000385
Yes,URS00022B49EF_9606,43.00,0,4.375,.58,.46,273,1208,-8.112,10.23,-31.68,33.43,-89.30,.163017,.000138
Yes,URS000075CA0B_9606,58.00,0,8.789,1.05,6.37,1,1883,-9.018,6.21,-3.17,130.92,-206.00,.251282,.010365
Yes,URS000075DD89_9606,51.00,0,0.34,4.13,9.72,170,1963,-7.598,14.61,-209.65,22.86,-92.90,.179054,.000045
Yes,URS000075BFE2_9606,42.00,0,2.371,3.60,.50,1,1230,-5.568,3.18,0.00,56.17,-18.70,.155963,.000009
Yes,URS0000E60A05_9606,33.00,0,3.98,.57,.33,2,761,-7.373,2.67,0.00,76.77,-248.00,.183993,.002816
Yes,URS000075EA04_9606,43.00,0,4.249,.90,.80,401321,1019,-8.134,16.09,0.00,82.15,-201.90,.209401,.017725
Yes,URS000075B457_9606,48.00,0,1.973,.50,1.21,2,462,-6.274,6.61,0.00,34.68,-38.50,.224489,.009164
Yes,URS0000BC44E4_9606,43.00,0,3.632,.21,1.68,1,510,-6.932,4.20,0.00,128.92,-43.30,.284974,.000554
Yes,URS000075BD60_9606,43.00,0,3.468,.44,1.03,267385,4031,-8.160,17.98,0.00,137.33,-78.40,.191780,.017166
Yes,URS0000759A9C_9606,39.00,0,3.515,21.87,.62,1,1034,-5.562,13.02,0.00,113.44,-11.10,.252873,.000109
Yes,URS00025E358A_9606,57.00,0,0.34,.42,4.00,133690,286,-7.547,8.96,-42.41,13.45,-19.20,.171052,.054016
Yes,URS0000CCDF88_9606,39.00,0.00492611,4.724,.48,1.32,144,707,-8.629,6.10,0.00,145.34,-316.10,.188013,.000653
Yes,URS000075A844_9606,48.00,0,4.238,.29,.59,1,227,-8.030,0.91,0.00,129.53,-104.50,.181405,.000036
Yes,URS0000DBA68C_9606,50.00,0.0774457,8.793,.38,.21,2,19941,-9.535,1.68,0.00,147.75,-480.50,.269701,.000643
Yes,URS0000A7644B_9606,36.00,0.226562,2.784,.52,.24,1,6237,-6.048,1.46,0.00,130.72,-53.30,.175781,.000045
Yes,URS0000CCE0B1_9606,33.00,0,2.042,1.88,.83,1,1398,-6.471,1.69,0.00,98.15,-24.70,.202185,.000029
Yes,URS000075E41B_9606,42.00,0,2.952,2.60,4.00,1,1434,-6.564,1.37,0.00,104.19,-18.70,.160377,.000126
Yes,URS00025E356C_9606,38.00,0,8.519,1.85,4.57,1,980,-4.790,36.00,-2.24,154.36,-14.20,.189873,.000010
Yes,URS0000E60B3F_9606,63.00,0.169872,2.385,10.67,51.25,1,7182,-8.183,0.51,0.00,106.30,-118.70,.272435,.000557
Yes,URS0000E60B17_9606,47.00,0,4.48,.25,.20,1,546,-7.690,3.38,0.00,113.73,-65.20,.160493,.000119
Yes,URS000075AC7B_9606,58.00,0,0.327,5.18,3.45,30326,232,-5.687,4.49,-41.80,11.01,-45.40,.313559,.012930
Yes,URS000075ECD9_9606,55.00,0,2.739,1.77,1.88,1,718,-6.522,3.95,0.00,114.07,-23.30,.175257,.000401
Yes,URS000075A287_9606,54.00,0,3.611,.88,.29,1,1955,-8.332,3.46,0.00,108.50,-39.40,.291428,.022512
Yes,URS0000BC458C_9606,53.00,0,2.786,.25,.37,1,2629,-6.748,1.88,0.00,142.66,-12.64,.220930,.000024
Yes,URS000075C373_9606,36.00,0.013245,4.592,.35,.03,1,674,-8.067,4.41,0.00,195.61,-126.50,.253311,.008458
Yes,URS000075D4FE_9606,41.00,0,1.595,1.70,.17,2,213,-6.249,6.61,0.00,51.08,-33.60,.180790,.000105
Yes,URS000075AFFD_9606,41.00,0.0495868,3.468,3.83,6.83,1,1882,-6.469,3.86,0.00,137.83,-17.30,.198347,.000084
Yes,URS000075A4FE_9606,57.00,0,3.382,1.46,.15,1,608,-6.954,4.58,0.00,124.41,-42.80,.158273,.000273
Yes,URS0000E60A24_9606,47.00,0,3.961,.75,.25,1,622,-5.723,3.22,0.00,81.86,-19.00,.204819,.000808
Yes,URS000075F04E_9606,41.00,0,3.489,.16,.08,1,256,-6.560,3.58,0.00,140.10,-47.90,.212000,.010539
Yes,URS000075C45D_9606,46.00,0,3.907,23.22,.44,1,14687,-5.869,1.91,0.00,119.20,-20.40,.217391,.004979
Yes,URS0000BC445A_9606,50.00,0,3.1,.40,.66,7,1326,-5.938,2.56,0.00,105.51,-45.60,.262500,.000022
Yes,URS000075E87C_9606,58.00,0,1.23,.40,.70,1,318,-7.191,11.25,-67.73,30.22,-69.20,.218905,.024064
Yes,URS000075A94E_9606,45.00,0,2.893,1.00,1.25,1,1021,-6.903,3.42,0.00,46.02,-16.30,.114942,.000010
Yes,URS00007E3D08_9606,56.00,0,0.255,2.36,3.45,273765,154,-5.753,9.29,-30.64,7.20,-42.20,.152542,.000050
Yes,URS0000759F7F_9606,29.00,0,0.949,1.14,.14,48,166,-5.934,4.95,0.00,73.47,-4.80,.306666,.022334
Yes,URS00008C2A01_9606,54.00,0,2.709,.37,.04,66,449,-7.007,11.71,-27.67,4.29,-82.70,.230452,.000170
Yes,URS000075C569_9606,52.00,0,3.18,.44,.88,1,44,-7.628,2.26,0.00,168.64,-51.50,.266304,.010343
Yes,URS0000E60AD7_9606,62.00,0,8.903,1.44,20.63,4,1348,-8.581,146.75,-46.28,191.86,-359.80,.226250,.008365
Yes,URS00025EE1F4_9606,54.00,0,8.865,2.12,5.46,1,321,-8.485,8.78,0.00,216.36,-186.20,.194503,.000217
Yes,URS0000BC44E5_9606,40.00,0,4.433,9.36,8.05,330,524,-6.583,3.71,0.00,166.87,-45.90,.166666,.000064
Yes,URS000075AB8D_9606,37.00,0,1.107,7.90,33.90,1,321,-4.773,3.92,-6.49,24.47,-19.40,.145631,.000014
Yes,URS000075E4A3_9606,62.00,0,5.891,4.00,22.40,2,251,-6.155,2.05,0.00,127.02,-59.60,.196202,.000025
Yes,URS0000759E22_9606,34.00,0.0636364,1.009,35.20,26.70,27,2148,-4.338,6.88,0.00,28.51,-26.80,.245454,.000882
Yes,URS0000A76B30_9606,44.00,0.0156951,3.178,.34,.09,3,113,-7.792,1.93,0.00,142.03,-124.30,.201793,.008097
Yes,URS000075B4B5_9606,56.00,0,2.284,6.81,8.81,254971,105,-5.985,6.07,-15.16,34.28,-31.00,.344827,.000043
Yes,URS00008E399E_9606,54.00,0,4.945,1.45,216.72,1,544,-4.641,0.96,0.00,137.70,-43.00,.189655,.000415
Yes,URS000075CC20_9606,53.00,0,2.342,1.75,1.58,1,407,-6.497,2.09,0.00,112.76,-31.80,.225806,.000166
Yes,URS00003FB8AF_9606,51.00,0,0.572,.54,.54,285043,199,-6.812,10.99,-22.43,24.40,-25.30,.445378,.001107
Yes,URS0000BC43A9_9606,44.00,0.0496454,5.262,.50,.35,7,145,-6.375,4.46,0.00,150.85,-27.80,.163120,.000101
Yes,URS000075E74C_9606,50.00,0,2.711,.24,.12,2,232,-7.591,0.56,0.00,81.46,-114.10,.195783,.014890
Yes,URS000075B139_9606,50.00,0,2.536,.46,.15,2,1007,-7.357,3.88,0.00,89.65,-30.00,.227941,.000179
Yes,URS000075AAA5_9606,52.00,0,1.867,.26,.06,1,693,-7.354,7.92,0.00,50.78,-98.20,.187702,.001946
Yes,URS00025E684C_9606,44.00,0.120603,5.736,.30,1.10,214142,378,-8.375,8.09,-6.45,58.10,-190.90,.265075,.008555
Yes,URS0000BC45A2_9606,62.00,0.0304233,8.724,33.54,8.10,2,1630,-8.880,1.89,0.00,186.75,-318.80,.300264,.000151
Yes,URS000075A519_9606,51.00,0,3.419,3.33,17.33,1,52,-6.683,4.36,-0.17,37.09,-22.10,.208333,.000035
Yes,URS000075BFD7_9606,43.00,0,3.945,0,0,1,1258,-6.356,0.36,0.00,90.89,-41.80,.230000,.000225
Yes,URS00007D2BE9_9606,62.00,0,8.332,9.10,1.20,1,10901,-6.906,1.35,0.00,127.37,-77.40,.242574,.000623
Yes,URS000075A1F5_9606,61.00,0,8.521,4.13,24.93,1,6944,-7.798,14.41,0.00,195.80,-51.30,.158940,.000566
Yes,URS0002123133_9606,38.00,0,0.493,48.06,140.43,20,429,-6.022,7.17,-0.84,36.38,-30.90,NA,NA
Yes,URS00021231C9_9606,39.00,0,0.493,48.06,140.43,20,429,-6.022,7.17,-0.84,36.38,-30.90,NA,NA
Yes,URS0000BC4618_9606,37.00,0,3.608,6.12,4.06,1,368,-6.236,4.85,0.00,118.01,-33.70,.161676,.000266
Yes,URS000075A936_9606,40.00,0,4.468,1.56,.75,1,1606,-7.023,2.13,0.00,121.54,-34.20,.182352,.000017
Yes,URS0000CCDF9F_9606,42.00,0,2.685,.25,.08,97,873,-7.864,9.96,-12.72,68.09,-120.30,.239175,.009032
Yes,URS0000A773AE_9606,43.00,0,4.651,1.30,.20,1,1569,-5.851,3.22,0.00,117.90,-21.30,.153846,.000052
Yes,URS000075EA4E_9606,46.00,0,4.432,2.75,4.25,1,3139,-6.020,7.20,0.00,87.48,-13.70,.200000,.000023
Yes,URS0000BC4650_9606,46.00,0,2.372,2.15,3.40,3,1513,-7.141,4.27,0.00,116.11,-43.40,.238095,.000285
Yes,URS000075D82C_9606,52.00,0,3.398,12.50,4.25,1,6559,-6.781,0.16,0.00,123.40,-35.40,.208000,.022118
Yes,URS000075B565_9606,42.00,0,8.131,3.61,.41,1,645,-7.217,5.31,0.00,151.31,-77.90,.198717,.000462
Yes,URS000212321F_9606,50.00,0,3.352,.68,3.63,1,3153,-8.606,0.75,0.00,128.90,-129.30,.326963,.000063
Yes,URS0000A76FE9_9606,42.00,0,3.607,.51,.54,1,277,-7.850,7.87,0.00,132.51,-80.30,.190860,.000217
Yes,URS000075CA4D_9606,57.00,0,1.523,1.69,1.53,1,261,-6.831,4.14,0.00,65.52,-33.00,.166666,.000366
Yes,URS000075CF5F_9606,61.00,0,3.658,1.85,3.77,1,1630,-8.551,1.87,0.00,102.03,-90.20,.339483,.000116
Yes,URS0000BC43FE_9606,48.00,0,2.338,.30,4.90,7,287,-6.982,2.41,0.00,46.66,-13.50,.186274,.001521
Yes,URS000075D1D9_9606,38.00,0.0308123,4.601,.28,3.80,1,326,-6.911,1.38,0.00,118.44,-78.50,.260504,.001046
Yes,URS000075B4E2_9606,56.00,0,2.266,2.00,13.00,1,1870,-7.119,3.87,0.00,85.85,-23.00,.216867,.001463
Yes,URS000075D618_9606,53.00,0,3.111,.64,.21,1,156,-5.135,12.50,-56.32,9.88,-49.30,.191780,.000379
Yes,URS000075E5EF_9606,55.00,0,0.468,.41,.17,1,774,-7.078,10.53,-45.48,15.02,-51.90,.304597,.001181
Yes,URS000081210A_9606,51.00,0.720415,3.477,.50,.11,75,918,-9.819,14.99,-64.33,17.73,-325.99,1.026297,.005672
Yes,URS00008E39FD_9606,57.00,0,4.861,2.48,4.07,1,473,-9.053,5.70,0.00,106.58,-563.10,.236731,.008964
Yes,URS0000D78084_9606,56.00,0,2.094,.72,.25,1184,343,-8.616,19.53,-117.08,31.55,-266.20,.448598,.002049
Yes,URS000075B98B_9606,44.00,0,2.494,.38,.35,123899,3750,-8.954,3.31,0.00,140.24,-282.50,.224742,.001785
Yes,URS0000759A06_9606,60.00,0,1,1.00,2.50,1,1111,-7.869,6.21,-8.69,52.24,-93.00,.223484,.000636
Yes,URS000075D064_9606,48.00,0,0.586,24.00,17.37,153,783,-5.486,5.39,-21.00,23.83,-22.20,.204545,.000025
Yes,URS000075CC25_9606,39.00,0,0.332,1.27,.45,16,696,-6.358,5.36,-17.76,16.95,-20.40,.170940,.000015
Yes,URS000075A859_9606,50.00,0,3.409,.70,1.11,2,63,-6.961,5.47,0.00,91.16,-47.70,.163841,.000031
Yes,URS00008E39D5_9606,63.00,0,2.488,3.52,12.17,354255,309,-7.548,9.62,0.00,65.83,-58.10,.292397,.000091
Yes,URS0000A76908_9606,39.00,0,3.786,1.28,1.62,61,255,-7.693,0.96,0.00,143.92,-321.20,.188581,.004927
Yes,URS0002123252_9606,53.00,0,1.755,1.71,16.71,1,640,-5.690,2.12,0.00,97.04,-19.40,.151898,.003412
Yes,URS000075C14D_9606,34.00,0.31677,2.841,7.31,13.75,1,571,-6.293,2.73,0.00,123.45,-12.70,.236024,.001872
Yes,URS0000EEACE2_9606,53.00,0,0.586,22.25,18.83,245799,2624,-5.367,8.69,-47.56,22.76,-41.70,.410852,.001349
Yes,URS0002123254_9606,45.00,0,2.935,1.91,1.91,1,650,-5.855,2.82,0.00,141.13,-26.60,.204724,.008749
Yes,URS0000BC44B7_9606,57.00,0,2.852,.75,2.87,1,572,-4.465,6.31,0.00,54.63,-26.90,.250000,.002939
Yes,URS000075A914_9606,47.00,0,2.775,21.78,10.64,1,656,-7.401,4.22,0.00,120.53,-23.10,.262068,.000555
Yes,URS0000A774C0_9606,48.00,0,4.635,.42,3.21,1,284,-6.563,3.62,0.00,150.30,-30.60,.312056,.000193
Yes,URS0000BC44BC_9606,52.00,0,8.772,2.31,.34,2,510,-7.504,1.32,0.00,192.96,-219.30,.239938,.004633
Yes,URS00004A8CFE_9606,48.00,0,8.834,1.61,3.71,1,70,-8.752,2.13,0.00,160.86,-338.40,.183255,.020844
Yes,URS000075D607_9606,53.00,0,4.67,11.90,14.83,5,1243,-8.100,4.72,0.00,107.64,-94.90,.200657,.000606
Yes,URS0000812168_9606,44.00,0,4.126,2.78,3.31,1,372,-7.953,3.46,0.00,116.44,-67.50,.195718,.005921
Yes,URS000075B967_9606,37.00,0,2.07,1.92,6.23,11,598,-4.783,1.87,0.00,131.30,-30.80,.248175,.000120
Yes,URS000075A679_9606,50.00,0,4.27,3.22,19.44,1,2522,-5.876,4.62,0.00,133.72,-29.40,.313131,.000334
Yes,URS00004A1D57_9606,68.00,0,1.807,6.23,7.13,1,2238,-7.404,5.27,0.00,45.24,-138.90,.274193,.000104
Yes,URS0000757E01_9606,46.00,0.0220318,8.577,2.19,4.41,1,3637,-8.076,3.17,0.00,144.91,-256.10,.294981,.000914
Yes,URS0000CCE095_9606,58.00,0,3.382,.27,.55,5,438,-7.961,1.40,0.00,130.95,-107.90,.241610,.002035
Yes,URS000075E905_9606,65.00,0,3.336,.88,1.66,1,399,-6.882,0.61,0.00,95.85,-28.20,.285714,.003647
Yes,URS000075D67C_9606,42.00,0,4.398,.93,.66,5,787,-6.260,3.01,0.00,112.46,-25.40,.125827,.000055
Yes,URS0000E60B44_9606,46.00,0,2.927,.81,1.00,2,269,-6.523,4.57,0.00,89.89,-26.10,.258333,.011560
Yes,URS0000A76D3C_9606,79.00,0.616279,7.655,4.97,7.32,1,3780,-8.127,4.89,0.00,147.82,-199.80,.491279,.000317
Yes,URS0000A764C1_9606,39.00,0,5.501,.55,.44,1,1199,-7.665,3.58,-1.41,128.51,-70.50,.273722,.006380
Yes,URS000075E5E8_9606,68.00,0.232143,8.606,4.45,1.22,1,5632,-6.912,6.00,-5.76,205.31,-87.80,.227678,.000110
Yes,URS0000BC43B3_9606,48.00,0.109447,2.934,1.00,.54,278045,1483,-9.229,14.75,0.00,107.44,-245.20,.322580,.006152
Yes,URS000075C0E2_9606,43.00,0,0.565,3.86,4.00,1,114,-7.662,14.70,-30.56,26.05,-34.60,.212500,.014743
Yes,URS0000BC45C0_9606,54.00,0,3.507,1.25,.50,1,199,-6.556,1.53,0.00,92.82,-17.90,.214285,.002119
Yes,URS000075C13B_9606,43.00,0.0165692,4.542,13.98,8.86,2,2517,-8.464,2.21,0.00,145.06,-273.80,.192007,.000782
Yes,URS0000CCE052_9606,55.00,0,0.534,.36,1.45,12,3781,-7.472,13.03,-64.25,26.78,-27.70,.271929,.000109
Yes,URS0000A76425_9606,50.00,0,3.928,.22,.65,1,51,-9.132,3.52,0.00,139.02,-273.10,.166847,.001168
Yes,URS000075DECA_9606,39.00,0,4.577,.09,0,1,580,-5.965,4.27,0.00,106.12,-22.30,.341666,.000206
Yes,URS000075C89F_9606,48.00,0,7.102,13.14,8.00,1,557,-7.587,6.23,0.00,153.26,-64.50,.245551,.002328
Yes,URS000075E742_9606,46.00,0,3.156,5.66,9.88,1,969,-6.157,3.16,0.00,95.88,-13.60,.159574,.000215
Yes,URS00007E4596_9606,56.00,0,6.07,9.33,18.91,358082,1107,-7.020,11.07,-21.15,22.94,-33.90,.266129,.002431
Yes,URS0000CCE09B_9606,59.00,0,1.029,3.46,3.46,4224,575,-7.056,7.05,-2.17,14.24,-46.90,.388489,.002137
Yes,URS0000BC454C_9606,41.00,0,4.548,2.00,1.10,1,405,-6.885,6.01,0.00,136.12,-16.30,.205882,.000158
Yes,URS00007E4DE2_9606,41.00,0,3.638,10.30,1.34,1,839,-6.734,3.21,0.00,117.67,-51.00,.214592,.003529
Yes,URS000075C324_9606,50.00,0,3.466,.93,.75,1,1263,-7.222,2.93,0.00,134.14,-45.80,.158823,.000363
Yes,URS0000A77522_9606,58.00,0,2.562,.50,.50,1,618,-6.748,5.04,0.00,73.41,-20.00,.360465,.000036
Yes,URS000075AD49_9606,40.00,0,5.081,.55,.60,1,157,-5.563,4.57,0.00,108.71,-51.30,.173076,.000132
Yes,URS000075B2BB_9606,34.00,0.0276498,5.181,.47,.57,1,635,-7.834,3.57,0.00,117.78,-29.10,.198156,.000040
Yes,URS0000BC442A_9606,46.00,0,3.263,1.00,1.33,1,1740,-5.453,8.65,0.00,133.79,-23.70,.218750,.017874
Yes,URS000075F0E1_9606,40.00,0,8.796,3.44,1.56,1,1372,-7.567,7.23,-1.12,203.09,-116.50,.254473,.010033
Yes,URS0000759AE5_9606,60.00,0,2.715,1.45,3.70,1,4211,-8.390,1.91,0.00,145.10,-145.10,.237467,.001566
Yes,URS0000BC4449_9606,50.00,0,1.886,.44,.33,60,743,-4.123,2.28,0.00,74.69,-29.50,.285714,.035889
Yes,URS0000EEE7A7_9606,50.00,0,2.506,2.24,1.44,358781,132,-7.562,18.75,-38.76,12.14,-78.70,.269531,.014563
Yes,URS00007598FE_9606,52.00,0,1.693,3.55,6.22,1,537,-5.697,0.52,0.00,75.03,-22.70,.187500,.000094
Yes,URS0000CCE05E_9606,50.00,0,2.746,1.75,6.75,1,1171,-5.780,6.77,0.00,122.42,-20.70,.355555,.001230
Yes,URS00025E81A1_9606,53.00,0,8.894,.36,.39,1,1189,-9.459,5.11,0.00,246.43,-373.80,.213592,.002503
Yes,URS000075B4D1_9606,48.00,0,2.984,7.50,12.50,1,515,-6.029,5.93,-2.81,23.26,-14.70,.162790,.000048
Yes,URS000075D823_9606,36.00,0,6.181,1.50,.37,1,13355,-5.475,2.83,0.00,119.55,-13.10,.172413,.001610
Yes,URS0000BC4617_9606,40.00,0,4.76,.70,.50,1,2184,-6.753,3.63,0.00,92.69,-14.50,.146788,.000016
Yes,URS000075C1F4_9606,52.00,0,1.917,4.54,.18,1,1137,-6.253,2.95,0.00,77.21,-31.30,.228813,.002593
Yes,URS000075C503_9606,42.00,0,8.318,1.50,4.87,1,2510,-5.413,3.62,0.00,118.92,-18.50,.292134,.003128
Yes,URS0000469D72_9606,47.00,0,6.335,23.22,2.22,1,1472,-6.400,3.43,0.00,120.78,-18.60,.232323,.000025
Yes,URS000075D2C1_9606,58.00,0,0.321,.07,.11,2,2092,-7.891,18.00,-181.26,15.12,-77.80,.285198,.022144
Yes,URS0000A77752_9606,41.00,0,3.316,7.50,50.20,42,310,-6.710,3.41,0.00,136.41,-17.70,.194174,.040919
Yes,URS000075C55C_9606,48.00,0,3.54,2.00,.36,1,735,-6.632,1.36,0.00,104.66,-40.80,.260416,.000822
Yes,URS000223167D_9606,42.00,0,8.216,103.50,291.87,1,872,-6.558,24.12,-16.06,107.20,-16.50,.089887,.008814
Yes,URS000075C226_9606,51.00,0,4.321,8.06,4.50,1,1901,-7.807,4.84,0.00,193.35,-39.20,.242236,.010984
Yes,URS000075D97B_9606,46.00,0,8.699,5.48,7.58,373808,528,-6.495,6.03,0.00,91.33,-136.00,.236781,.007987
Yes,URS0000BC4564_9606,62.00,0,0.586,6.16,13.58,365932,2166,-6.148,7.89,-30.71,22.63,-43.30,.439024,.025208
Yes,URS0000BC4492_9606,45.00,0,3.238,1.07,.78,2,547,-6.001,3.42,0.00,116.28,-32.00,.186666,.002433
Yes,URS000075C845_9606,28.00,0.0697674,2.731,30.50,31.00,1,1908,-3.815,3.23,0.00,158.42,-7.10,.197674,.000142
Yes,URS0000BC4453_9606,54.00,0,2.91,9.92,.28,1,1294,-5.979,7.43,0.00,130.93,-45.40,.202702,.032860
Yes,URS00004F6629_9606,53.00,0,4.98,.57,1.35,1,3784,-6.632,2.59,0.00,112.00,-45.10,.255033,.000046
Yes,URS000075A9B0_9606,54.00,0,2.269,.66,2.22,1,850,-8.139,0.39,0.00,158.62,-85.70,.162361,.005473
Yes,URS000075DE24_9606,54.00,0,0.586,2.83,14.83,272392,1867,-6.786,8.50,-29.17,24.35,-31.20,.295081,.000277
Yes,URS00025F3B1E_9606,44.00,0,8.903,1.60,3.63,1,328,-7.176,33.20,-3.24,139.74,-206.90,.218281,.001008
Yes,URS000075AF6F_9606,44.00,0.0097561,6.507,1.65,3.83,1,1214,-7.763,2.50,0.00,192.97,-157.90,.200000,.000162
Yes,URS0000ABD871_9606,59.00,0,2.124,.73,.46,7,259,-6.675,10.09,0.00,94.10,-55.60,.357615,.010721
Yes,URS000075B50B_9606,51.00,0,1.257,5.81,8.56,422,445,-7.753,16.37,-9.98,29.08,-41.00,.282352,.003657
Yes,URS00007E356C_9606,51.00,0,1.991,2.15,1.46,1,212,-7.218,4.03,0.00,64.25,-30.60,.223021,.000058
Yes,URS000075BA24_9606,47.00,0,5.398,1.55,1.44,25,1082,-7.888,3.70,0.00,147.72,-125.50,.496674,.002790
Yes,URS00007E4BD8_9606,44.00,0,1.847,.75,.25,1,417,-6.773,2.22,0.00,62.23,-22.40,.220472,.000017
Yes,URS000075B913_9606,43.00,0,4.928,.44,13.44,2,1543,-6.308,1.83,0.00,189.89,-41.20,.291208,.003828
Yes,URS0000E6DE80_9606,44.00,0,2.568,61.00,144.40,180223,138,-5.796,8.12,-29.57,18.06,-24.80,.205607,.000079
Yes,URS00007599BF_9606,40.00,0.0674374,2.599,.67,.50,386945,402,-9.500,9.94,-11.52,25.71,-235.80,.232177,.000941
Yes,URS0000BC457F_9606,37.00,0.0810811,2.468,.71,.28,1,1171,-4.671,2.71,0.00,62.59,-7.30,.283783,.010549
Yes,URS0000BC44FF_9606,39.00,0.0301508,0.998,.10,.10,22104,298,-7.746,12.48,-0.51,37.47,-34.70,.231155,.000469
Yes,URS0000BC4557_9606,51.00,0,2.636,1.55,.22,1,616,-7.346,3.74,0.00,66.89,-16.40,.166666,.000009
Yes,URS00007E4D85_9606,45.00,0,4.229,.52,.33,1,1636,-7.425,6.02,0.00,106.79,-47.70,.175925,.004103
Yes,URS0000BC45FC_9606,24.00,0,1.994,.92,2.53,1,2161,-5.018,4.53,0.00,45.87,-16.70,.242857,.000127
Yes,URS0000BC43CB_9606,42.00,0,8.765,.50,.62,1,239,-6.154,6.98,0.00,140.27,-28.50,.204819,.010710
Yes,URS0000E7666D_9606,54.00,0,3.215,3.00,9.33,35,390,-6.663,3.64,0.00,81.04,-25.30,.282828,.000058
