Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
Yes,URS000075B50B_9606,61.00,0,7.567,2.67,2.00,1,476,-8.609,4.32,0.00,128.85,-143.00,.423188,.000673
Yes,URS00007E356C_9606,39.00,0.0557185,0.547,1.05,.76,23,542,-8.093,7.90,-46.61,30.14,-58.40,.234604,.005434
Yes,URS000075BA24_9606,70.00,0.325203,2.267,1.25,2.12,19,1954,-9.937,4.86,0.00,53.35,-106.80,.813008,.000510
Yes,URS00007E4BD8_9606,50.00,0,1.455,1.23,.11,1,388,-6.386,2.19,0.00,113.39,-52.10,.275280,.000105
Yes,URS000075B913_9606,42.00,0.252381,4.77,.70,13.05,1,477,-6.972,2.32,0.00,169.77,-48.70,.561904,.007564
Yes,URS0000E6DE80_9606,46.00,0,8.571,.38,.93,1,403,-8.640,1.44,0.00,122.52,-130.00,.283783,.004933
Yes,URS00007599BF_9606,48.00,0,3.243,3.25,2.50,1,1023,-5.749,0.89,0.00,95.49,-19.30,.304878,.000035
Yes,URS0000BC457F_9606,41.00,0,0.572,1.25,.37,1,1254,-5.866,9.71,-43.77,24.49,-18.00,.295454,.000113
Yes,URS0000BC44FF_9606,32.00,0,1.033,.18,.06,12,616,-5.766,3.58,-1.91,37.86,-28.30,.282208,.000305
Yes,URS0000BC4557_9606,45.00,0,0.58,0,.07,1043,5207,-7.004,9.97,-40.13,24.63,-62.10,.304964,.000432
Yes,URS00007E4D85_9606,52.00,0,2.734,.90,.88,5017,426,-7.366,16.00,-110.35,8.37,-126.30,.303370,.002752
Yes,URS0000BC45FC_9606,36.00,0,5.991,2.41,1.66,2,548,-5.489,7.56,0.00,119.47,-17.10,.208000,.003569
Yes,URS0000BC43CB_9606,47.00,0,4.153,.63,.90,1,504,-6.931,4.04,0.00,140.98,-21.50,.280701,.000101
Yes,URS0000E7666D_9606,58.00,0,2.85,2.18,7.72,1,2142,-6.331,2.56,0.00,124.68,-34.30,.470085,.000064
Yes,URS000075BB76_9606,44.00,0,8.899,.84,.23,1,6885,-5.912,4.93,-2.42,75.28,-29.80,.219696,.000080
Yes,URS0000BC4420_9606,44.00,0,2.292,.20,.10,19,351,-6.618,3.46,0.00,42.19,-14.40,.259259,.000249
Yes,URS000075BD2C_9606,76.00,0,6.759,2.70,3.48,1,1851,-7.672,3.20,0.00,68.14,-131.60,.365313,.000064
Yes,URS00021EF8E0_9606,48.00,0.104938,3.464,.40,.81,6,1304,-7.619,3.65,0.00,61.51,-84.61,.283950,.003201
Yes,URS00022B22D7_9606,42.00,0,4.178,.84,.61,1,1103,-6.311,2.02,0.00,119.13,-26.30,.229007,.000777
Yes,URS0000BC4548_9606,39.00,0,4.247,1.27,.27,1,358,-4.694,5.77,0.00,119.74,-25.00,.225000,.000014
Yes,URS000075C0D6_9606,44.00,0,1.434,3.66,.55,1,831,-5.821,2.52,0.00,105.97,-18.30,.234693,.019297
Yes,URS0000BC456A_9606,45.00,0,2.046,3.81,6.36,17465,465,-7.177,10.11,-13.69,27.37,-23.80,.266666,.000068
Yes,URS00007E3E03_9606,51.00,0,2.176,5.64,11.41,1,922,-8.024,19.43,-48.22,23.65,-39.00,.215909,.017643
Yes,URS000075C0BC_9606,46.00,0,3.714,33.57,28.85,1,994,-6.223,1.81,0.00,69.44,-12.50,.205128,.000035
Yes,URS000075D11F_9606,49.00,0,7.693,6.22,1.00,2,3863,-7.025,4.96,0.00,164.44,-110.70,.252054,.000048
Yes,URS0000A76A54_9606,47.00,0,2.548,1.38,5.61,1,1558,-6.120,1.81,0.00,147.95,-37.30,.212121,.003620
Yes,URS0000812122_9606,45.00,0,4.044,2.11,2.83,1,217,-7.048,NA,0.00,116.66,-49.40,.166666,.000689
Yes,URS000075CA92_9606,66.00,0,8.489,.39,1.03,1,10519,-8.356,5.88,0.00,183.12,-431.20,.267305,.000595
Yes,URS00021F3545_9606,57.00,0,0.586,.50,.75,15988,397,-6.931,5.96,-16.77,22.10,-19.70,.423529,.002947
Yes,URS0000BC4421_9606,45.00,0,0.524,.53,4.06,1325,677,-7.137,11.24,-25.36,24.74,-44.90,.341772,.019099
Yes,URS00007E40B4_9606,50.00,0,3.228,3.32,4.00,3,314,-6.807,2.57,0.00,183.81,-103.30,.162544,.011449
Yes,URS00007E45C1_9606,49.00,0,1.349,.72,.05,16,2745,-7.830,5.37,-0.83,26.76,-40.20,.255319,.018219
Yes,URS00007E48C3_9606,67.00,0,8.716,7.37,3.75,1,13091,-6.625,4.46,-3.34,107.45,-31.80,.352272,.000020
Yes,URS0000BC4474_9606,44.00,0,3.11,1.12,.50,1,3522,-5.835,6.62,0.00,96.96,-11.70,.247191,.018928
Yes,URS0000BC4651_9606,54.00,0,1.804,.85,.85,1,452,-6.389,5.02,0.00,99.05,-15.00,.307692,.005528
Yes,URS000075C1CB_9606,48.00,0,2.413,.25,.08,1,1146,-6.676,5.47,0.00,74.98,-26.00,.317073,.000683
Yes,URS000075F088_9606,64.00,0,2.953,.17,.06,2885,2173,-7.292,12.53,-105.61,6.70,-121.00,.382252,.001213
Yes,URS0000E60A68_9606,72.00,0.184874,7.673,6.71,2.25,2,2386,-7.446,2.99,0.00,149.19,-171.50,.403361,.001626
Yes,URS00022B090A_9606,58.00,0,5.118,4.00,5.00,1,1087,-7.814,3.04,0.00,139.58,-51.70,.388535,.010674
Yes,URS000075EB78_9606,50.00,0,2.986,.68,.12,1,399,-6.958,3.89,0.00,146.20,-43.60,.190476,.001833
Yes,URS0000A76676_9606,38.00,0.136095,8.713,18.25,9.43,1,15694,-6.910,6.46,-0.70,187.74,-32.60,.881656,.005738
Yes,URS0000BC4457_9606,44.00,0,1.962,.06,.93,1,469,-6.652,1.95,0.00,91.41,-43.60,.269736,.026167
Yes,URS000075A50F_9606,50.00,0,3.092,.50,.07,167,2268,-8.275,7.31,-28.86,23.91,-69.20,.252873,.013780
Yes,URS000075A4B6_9606,42.00,0,6.98,3.28,.57,1,1462,-4.785,1.13,0.00,73.84,-12.80,.364864,.034974
Yes,URS0000BC45A4_9606,51.00,0,5.965,2.75,.50,1,2806,-6.416,6.20,0.00,65.80,-22.00,.329411,.000080
Yes,URS000075CD31_9606,76.00,0.191176,8.594,1.42,2.06,1,4507,-6.979,1.79,0.00,118.04,-202.10,.388235,.000373
Yes,URS0000BC43EE_9606,60.00,0,6.005,2.00,1.87,1,823,-6.571,7.37,0.00,86.93,-26.20,.402439,.022869
Yes,URS00025E802B_9606,41.00,0,3.332,.20,1.82,1,2187,-6.573,4.35,0.00,78.91,-91.10,.271676,.012980
Yes,URS0000BC463E_9606,44.00,0,2.202,.13,.06,43,1031,-6.536,3.57,0.00,103.15,-35.30,.197452,.001059
Yes,URS00004AEE93_9606,65.00,0,0.34,.57,.28,532,1999,-5.700,18.42,-55.59,18.83,-28.20,.275000,.000141
Yes,URS000075D257_9606,41.00,0,2.146,1.11,47.33,2,647,-5.380,3.79,0.00,90.58,-24.50,.357142,.006272
Yes,URS00008E39EF_9606,53.00,0,2.871,.42,.15,15,907,-8.053,14.37,0.00,179.80,-118.20,.592689,.009491
Yes,URS0000BC453C_9606,57.00,0,5.787,.70,.70,17,1686,-8.605,9.89,-112.85,37.28,-416.60,.399069,.013552
Yes,URS000075B559_9606,73.00,0.0209059,8.296,17.67,21.42,1,10605,-6.738,0.85,0.00,122.98,-137.90,.397212,.004148
Yes,URS00022B4960_9606,64.00,0,8.617,1.47,11.73,1,12735,-8.251,4.36,0.00,96.16,-78.20,.288793,.000253
Yes,URS0000759CE1_9606,47.00,0,1.873,.23,.05,1,656,-7.059,9.68,-1.04,34.33,-41.00,.307262,.000023
Yes,URS000075CB75_9606,74.00,0.256798,8.299,6.09,12.00,1,4723,-8.363,4.12,0.00,139.05,-134.10,.380664,.004675
Yes,URS0000BC452F_9606,41.00,0,2.045,.41,.23,1,1039,-7.050,5.25,0.00,118.92,-31.80,.239766,.015888
Yes,URS000075AFDD_9606,49.00,0,2.746,2.28,.64,1,193,-6.493,4.24,0.00,152.66,-35.20,.197278,.000047
Yes,URS00025F7C3A_9606,41.00,0,2.376,18.44,.27,1,1317,-5.673,2.65,0.00,191.18,-40.40,.254143,.014684
Yes,URS0000556FCD_9606,41.00,0,4.056,.13,.22,1,935,-7.223,4.00,0.00,149.98,-49.60,.191111,.000549
Yes,URS0000A763B7_9606,41.00,0,8.863,7.91,.25,1,1584,-6.519,3.44,0.00,178.06,-18.30,.239669,.000124
Yes,URS0000BC4468_9606,34.00,0,2.78,.50,.12,1,516,-5.598,2.56,0.00,135.55,-8.90,.231707,.000080
Yes,URS00008121D8_9606,40.00,0,2.037,.36,1.50,45,2380,-7.083,2.52,0.00,59.41,-48.90,.167400,.000039
Yes,URS000075E6E5_9606,44.00,0,6.961,1.33,.16,1,1526,-6.475,4.11,0.00,103.68,-33.00,.225806,.000594
Yes,URS00021231C1_9606,44.00,0,3.407,19.80,4.82,251,1246,-7.715,3.61,0.00,140.70,-88.80,.222535,.000062
Yes,URS00025E3C15_9606,56.00,0,4.762,.88,.66,1,1456,-6.787,3.34,0.00,101.76,-24.00,.274725,.000014
Yes,URS0000A76C0B_9606,71.00,0,4.306,8.35,5.29,1,1546,-9.273,2.21,0.00,57.82,-65.70,.357954,.000250
Yes,URS0000ABD86A_9606,67.00,0,8.2,4.69,5.46,1,5694,-6.263,8.02,0.00,135.28,-57.60,.301470,.004397
Yes,URS0002123220_9606,48.00,0.0210526,8.87,9.85,.42,1,547,-6.209,62.91,-6.73,177.80,-79.80,.210526,.000150
Yes,URS000212319F_9606,42.00,0,2.72,.37,.25,3,1232,-5.331,3.10,0.00,46.84,-13.30,.155555,.000015
Yes,URS000075AC8D_9606,59.00,0.0153417,1.667,1.72,3.83,21244,3869,-10.445,2.91,0.00,33.68,-552.30,.241980,.000216
Yes,URS00008E3979_9606,43.00,0,6.411,1.87,.60,2,1402,-6.977,3.06,0.00,149.67,-81.00,.218289,.000718
Yes,URS0000BC448C_9606,39.00,0,7.115,1.13,2.26,1,2330,-6.926,4.84,0.00,199.96,-31.10,.189542,.000046
Yes,URS000075E6FE_9606,43.00,0,2.939,.42,.57,12,4830,-5.326,3.22,0.00,101.28,-15.70,.189189,.000524
Yes,URS00022AE7DA_9606,56.00,0,7.52,9.43,9.87,1,1021,-6.984,7.49,0.00,119.75,-64.60,.242603,.000283
Yes,URS000075A721_9606,36.00,0.0638298,8.903,4.55,1.88,1,1057,-6.634,6.08,0.00,112.76,-7.40,.212765,.000022
Yes,URS000075DFD6_9606,52.00,0,2.447,8.08,.43,5054,241,-8.490,12.37,-215.65,6.97,-125.00,.279503,.005644
Yes,URS0000BC44F1_9606,43.00,0,3.535,1.08,.75,1,2435,-7.112,5.95,0.00,120.95,-54.40,.222222,.004640
Yes,URS0000CCE099_9606,79.00,0,7.831,13.00,32.37,1,4042,-5.921,4.81,0.00,110.75,-38.30,.419753,.000510
Yes,URS0000ABD806_9606,41.00,0,1.268,3.20,1.50,1,418,-5.790,2.49,0.00,92.61,-17.50,.271844,.000613
Yes,URS00003CE153_9606,67.00,0,8.299,15.53,55.03,1,1425,-7.782,4.30,0.00,118.83,-104.40,.265017,.009857
Yes,URS0000D780CF_9606,47.00,0,4.049,1.26,.20,1,641,-8.592,2.43,0.00,163.86,-79.10,.217142,.000061
Yes,URS0000BC4452_9606,36.00,0.344262,8.69,18.33,13.83,2,7323,-5.667,1.48,0.00,136.73,-17.90,.524590,.003040
Yes,URS00002B6301_9606,52.00,0,3.99,1.87,1.25,1,2049,-7.032,4.17,0.00,104.94,-17.10,.337209,.000079
Yes,URS000075A913_9606,78.00,0,3.957,33.14,53.85,1,1796,-6.482,0.92,0.00,93.43,-28.40,.486486,.006693
Yes,URS0000E60A9C_9606,75.00,0,7.253,8.54,14.00,1,921,-6.726,3.22,0.00,103.62,-56.90,.362831,.000442
Yes,URS000075C966_9606,45.00,0,4.25,.80,.24,2,302,-7.690,2.01,0.00,75.79,-68.20,.254901,.008934
Yes,URS000075D08C_9606,43.00,0,3.298,1.72,2.00,1,521,-6.600,4.77,0.00,112.15,-18.90,.258333,.010951
Yes,URS0000BC4541_9606,72.00,0,3.738,2.71,3.00,1,862,-9.724,2.65,0.00,110.68,-61.40,.292517,.000079
Yes,URS000075B781_9606,54.00,0,8.893,.54,1.20,1,941,-7.411,3.21,0.00,193.47,-123.50,.209497,.006498
Yes,URS000075E493_9606,60.00,0,8.577,1.62,6.37,1,2333,-7.697,4.95,0.00,190.73,-19.90,.470588,.000020
Yes,URS000075CBF5_9606,49.00,0,0.563,.17,1.41,69,6227,-7.857,9.59,-89.88,27.17,-36.50,.225433,.000502
Yes,URS0000BC4592_9606,58.00,0,2.929,.42,.85,1,1166,-6.301,0.23,0.00,83.05,-13.20,.289473,.000016
Yes,URS00007E506F_9606,53.00,0,2.238,.04,1.18,63,824,-7.348,0.74,0.00,134.86,-66.10,.246636,.014217
Yes,URS0000A76CF9_9606,66.00,0,2.673,2.30,1.65,2,1225,-7.545,2.48,0.00,77.04,-93.90,.404761,.001104
Yes,URS0000BC4482_9606,56.00,0,0.684,.04,.19,11,714,-8.726,5.16,0.00,37.50,-330.10,.308261,.006849
Yes,URS00025EFF10_9606,75.00,0.263889,1.649,.71,2.78,1,1304,-6.118,2.36,0.00,88.85,-73.40,.472222,.000171
Yes,URS00002EA13A_9606,49.00,0,4.066,.08,.06,512,359,-8.242,3.31,0.00,133.79,-189.70,.240400,.003377
Yes,URS000075E18B_9606,70.00,0,3.797,13.52,10.29,1,2384,-6.890,2.02,0.00,137.61,-81.90,.320224,.000417
Yes,URS0000BC4576_9606,41.00,0,1.282,.21,1.47,104,723,-7.944,14.86,-80.56,18.86,-41.20,.206008,.000023
Yes,URS0000BC440A_9606,45.00,0,8.903,.06,1.33,1,1722,-7.718,9.33,-12.84,159.87,-67.20,.215946,.000030
Yes,URS0002123189_9606,55.00,0.139896,6.692,5.05,23.78,1,3547,-8.531,3.12,0.00,170.39,-54.60,.404145,.014145
Yes,URS0000CCE117_9606,60.00,0,8.75,18.04,7.95,1,4138,-8.153,6.78,-0.79,248.66,-77.90,.261802,.000314
Yes,URS0000A7779A_9606,38.00,0,8.686,10.80,.40,1,4501,-7.121,2.96,0.00,154.75,-39.00,.171568,.000738
Yes,URS000075BAE5_9606,57.00,0,1.402,8.35,14.78,1,1190,-6.836,18.12,0.00,58.11,-48.10,.222972,.000298
Yes,URS0000ABD815_9606,59.00,0,1.248,1.43,.43,375375,285,-7.121,4.79,-102.15,3.97,-84.10,.266949,.000022
Yes,URS0000A76F54_9606,51.00,0,2.231,.57,.85,6,1252,-4.482,3.48,0.00,43.40,-28.70,.139240,.000018
Yes,URS0000BC44FD_9606,46.00,0,1.13,.35,1.26,8,373,-6.737,12.48,-1.71,50.61,-101.50,.182080,.000025
Yes,URS0000BC43FA_9606,59.00,0,7.69,.76,8.84,6,3622,-6.271,4.47,0.00,136.12,-53.90,.141791,.000025
Yes,URS0000A7648E_9606,51.00,0,2.357,.42,2.42,99,1622,-6.171,4.93,0.00,64.12,-50.70,.227979,.001133
Yes,URS000083C8B0_9606,60.00,0,0.134,85.00,9.13,260,549,-7.806,11.71,-255.24,5.95,-107.30,.280821,.005840
Yes,URS0000BC4549_9606,58.00,0,0.572,1.34,3.19,344862,1166,-7.731,7.33,-2.31,41.99,-154.60,.342925,.018936
Yes,URS0000BC43BC_9606,59.00,0,0.572,.59,1.85,388696,1076,-8.809,6.40,0.00,38.32,-212.00,.334565,.016997
Yes,URS0000E60A00_9606,61.00,0,7.617,65.67,580.96,5,883,-8.560,3.22,0.00,111.41,-116.40,.392982,.000530
Yes,URS0000A76B5C_9606,58.00,0,3.404,.92,.33,5,594,-8.024,1.12,0.00,106.74,-92.20,.284132,.013369
Yes,URS0000A777D1_9606,67.00,0,8.534,12.33,9.66,2,1491,-9.156,4.38,0.00,108.26,-222.80,.212653,.006313
Yes,URS0000A76683_9606,52.00,0,4.623,9.84,3.05,1,2058,-6.890,1.42,0.00,144.83,-55.70,.240837,.000030
Yes,URS0000BC4652_9606,62.00,0,8.788,.26,.66,1,1451,-7.930,2.26,0.00,153.13,-59.10,.273885,.000023
Yes,URS00007E3D3D_9606,57.00,0.192308,5.696,2.20,.93,1,4309,-7.554,4.55,0.00,178.53,-49.50,.205128,.000090
Yes,URS000075D190_9606,51.00,0.0520134,8.194,1.64,4.27,1,1959,-8.632,1.38,0.00,98.79,-426.70,.289429,.004869
Yes,URS0000BC44F0_9606,40.00,0,3.054,19.43,.30,1,777,-7.978,6.33,0.00,120.73,-50.90,.188118,.001580
Yes,URS00007E4B2E_9606,67.00,0,8.144,33.50,68.87,1,4987,-7.144,2.69,0.00,74.17,-27.30,.271604,.006054
Yes,URS0000BC43C8_9606,80.00,0,7.712,15.25,21.50,1,2968,-7.920,4.53,0.00,128.88,-50.10,.352459,.000127
Yes,URS0000BC4480_9606,45.00,0,0.565,2.44,2.22,23,457,-6.835,6.88,-16.09,21.67,-19.50,.268041,.000071
Yes,URS00007E4C9A_9606,50.00,0,2.833,.43,.81,1,821,-7.101,1.66,0.00,147.87,-43.70,.182926,.000026
Yes,URS00008E3A77_9606,43.00,0,0.58,1.00,1.30,1,141,-7.102,8.65,-13.18,25.73,-18.20,.165048,.028811
Yes,URS00025E8BD3_9606,74.00,0,4.483,1.00,2.50,1,1190,-6.626,3.07,0.00,68.26,-37.40,.839506,.014781
Yes,URS000075BC9B_9606,51.00,0,3.657,6.08,1.52,1,2758,-8.358,2.29,0.00,116.73,-66.40,.257383,.000207
Yes,URS0000BC445F_9606,49.00,0,4.134,.66,.55,3,2659,-7.154,5.62,0.00,96.55,-58.60,.178947,.002309
Yes,URS000075A5FA_9606,65.00,0,8.238,6.78,3.26,8,3858,-8.761,2.72,0.00,161.54,-83.30,.376288,.000063
Yes,URS0000BC44CF_9606,48.00,0.154661,2.62,.06,.08,9798,2177,-9.044,16.66,-189.71,4.99,-138.50,.260593,.017328
Yes,URS0000BC45D4_9606,41.00,0,8.835,1.54,2.00,1,2500,-7.270,4.38,0.00,125.80,-13.40,.144144,.000066
Yes,URS00025E343F_9606,41.00,0,6.686,3.62,3.62,1,1058,-5.630,4.68,0.00,97.56,-14.80,.255813,.006140
Yes,URS000075EEB1_9606,67.00,0.307317,8.099,18.60,84.35,1,3072,-6.511,17.03,-2.00,151.70,-85.30,.278048,.000077
Yes,URS0000759C5B_9606,46.00,0,8.876,4.50,1.07,1,6825,-8.141,2.55,0.00,147.67,-93.50,.238213,.009159
Yes,URS00007E33EF_9606,47.00,0.057554,3.914,.63,.43,398092,666,-8.441,15.26,-2.24,122.88,-200.00,.215827,.005090
Yes,URS000075A820_9606,75.00,0,8.21,2.94,4.05,1,2001,-7.645,2.68,0.00,80.99,-96.40,.365000,.000069
Yes,URS00007E3CB1_9606,54.00,0,2.581,.77,3.44,1,135,-6.475,1.25,0.00,143.91,-26.90,.297872,.000257
Yes,URS00025E356A_9606,49.00,0,6.287,.18,0,1,1306,-5.589,2.40,0.00,91.64,-29.90,.176470,.000083
Yes,URS0000BC4578_9606,45.00,0,3.352,.15,.07,2,561,-6.900,2.78,0.00,117.18,-12.10,.265151,.000396
Yes,URS000075DB5F_9606,45.00,0,8.344,5.70,20.26,1,3281,-7.257,3.48,0.00,253.46,-74.10,.202657,.003634
Yes,URS0000E60A6D_9606,57.00,0,4.864,1.00,2.44,1,1511,-7.391,2.95,0.00,178.32,-59.10,.349206,.000063
Yes,URS000075A035_9606,69.00,0.351485,8.626,40.30,72.55,1,7268,-8.111,9.84,0.00,130.73,-97.00,.297029,.000410
Yes,URS0000A776CA_9606,58.00,0,3.489,6.07,16.30,1,1063,-7.872,4.78,0.00,118.99,-39.50,.248175,.048163
Yes,URS0000BC461A_9606,47.00,0,2.701,.43,.81,1,178,-6.748,3.29,0.00,136.82,-40.20,.250000,.004663
Yes,URS000075DCB9_9606,76.00,0,8.222,10.87,82.94,1,1062,-8.410,39.32,-1.11,177.59,-510.00,.292655,.003378
Yes,URS000075E0FC_9606,59.00,0,8.315,27.58,150.66,1,2735,-6.348,3.00,0.00,91.75,-33.20,.370078,.000045
Yes,URS000075CD5F_9606,67.00,0,7.963,18.52,6.15,1,3188,-8.473,3.62,0.00,89.56,-66.80,.290816,.000300
Yes,URS0002123164_9606,37.00,0.14532,6.414,3.05,1.47,1,829,-5.947,2.13,0.00,136.59,-93.80,.209359,.011723
Yes,URS000075D5B0_9606,55.00,0.133072,8.211,2.80,76.64,1,8180,-8.444,3.38,0.00,129.38,-167.10,.270058,.008092
Yes,URS000075EDEF_9606,65.00,0,2.546,1.88,9.68,1,1634,-7.861,4.32,0.00,86.95,-100.70,.382470,.011219
Yes,URS0000A76531_9606,62.00,0,2.018,2.80,1.30,4,1584,-7.135,1.02,0.00,45.04,-29.90,.327272,.000017
Yes,URS000194B0D5_9606,67.00,0.18022,8.165,.04,.13,1,4904,-7.937,10.08,0.00,173.87,-210.30,.298901,.004577
Yes,URS000075A91B_9606,57.00,0,2.638,8.66,8.15,1,2380,-8.505,3.02,-0.37,74.48,-150.60,.278145,.003526
Yes,URS00007C2E15_9606,64.00,0,4.726,5.85,4.57,1,2247,-6.687,0.71,0.00,101.71,-65.50,.256756,.000744
Yes,URS000075C759_9606,68.00,0,3.617,1.00,2.71,1,2023,-7.704,3.35,0.00,87.90,-57.10,.319148,.011762
Yes,URS000075EE2C_9606,60.00,0.0460526,1.141,3.66,13.13,328075,232,-7.764,9.20,-39.69,14.16,-47.20,.315789,.000256
Yes,URS000075BA7C_9606,59.00,0,8.861,1.30,.75,1,7037,-7.520,4.88,0.00,155.12,-74.80,.392344,.000020
Yes,URS00007599CA_9606,46.00,0,3.202,3.09,1.90,1,1180,-5.605,0.51,0.00,108.85,-29.40,.177966,.000019
Yes,URS000075BC59_9606,77.00,0,8.848,47.63,183.09,1,4202,-6.041,2.57,0.00,78.44,-54.60,.353982,.001662
Yes,URS0000A76872_9606,70.00,0,8.556,3.51,.51,1,6951,-7.522,4.79,0.00,130.08,-121.00,.284132,.000920
Yes,URS0000BC4626_9606,69.00,0.222958,8.225,2.13,3.33,1,992,-8.867,1.80,0.00,97.93,-198.50,.364238,.005373
Yes,URS000075CF47_9606,66.00,0.0915254,8.675,4.03,15.27,1,12828,-7.599,11.83,-2.37,194.20,-129.40,.383050,.000046
Yes,URS000075C32B_9606,57.00,0,3.712,2.00,1.00,2,247,-5.135,2.98,0.00,128.54,-47.00,.136363,.000025
Yes,URS000075A7FE_9606,49.00,0,1.308,6.00,2.86,1,524,-7.313,6.54,-1.97,46.51,-37.00,.225165,.000469
Yes,URS000075CC82_9606,50.00,0,2.919,3.68,3.72,80,1239,-7.877,5.77,0.00,101.87,-149.40,.201257,.000150
Yes,URS0000CCDF9A_9606,36.00,0,8.903,7.93,67.87,1,11099,-6.007,3.18,-4.25,211.38,-34.00,.211764,.000061
Yes,URS000075CCA7_9606,51.00,0,2.413,.42,.19,375420,330,-7.076,NA,-150.00,NA,-70.60,.294930,.002963
Yes,URS000075BC76_9606,61.00,0,1.165,6.30,8.43,4,1072,-8.853,7.30,-23.65,24.17,-69.10,.468085,.000454
Yes,URS0000E60AF6_9606,42.00,0,0.586,.26,4.93,5751,399,-7.102,8.54,-36.89,25.77,-29.60,.176470,.026205
Yes,URS000075A4F0_9606,44.00,0,0.166,.90,1.00,37,57,-5.362,19.49,-276.33,7.28,-27.40,.141509,.047303
Yes,URS00007E4026_9606,68.00,0,8.635,2.50,2.11,11,515,-7.745,10.30,0.00,198.43,-152.70,.311046,.003306
Yes,URS000075E19E_9606,54.00,0,0.586,4.12,9.37,14867,225,-6.501,3.32,-15.39,50.32,-27.10,.287356,.000017
Yes,URS0000A765C9_9606,65.00,0,8.662,1.73,2.84,14,330,-8.779,5.61,0.00,173.86,-222.10,.323754,.001557
Yes,URS00025E6A20_9606,65.00,0,5.675,202.85,101.85,1,473,-8.626,2.83,0.00,119.05,-22.90,.230769,.000063
Yes,URS000075ECDB_9606,72.00,0,7.844,13.98,31.82,10,803,-9.036,10.29,0.00,145.00,-273.90,.393474,.000418
Yes,URS0000759965_9606,71.00,0,7.731,47.57,29.64,1,3095,-8.623,9.04,-1.02,144.49,-142.30,.266666,.000698
Yes,URS0000A77178_9606,48.00,0,8.774,.58,1.05,1,4621,-8.252,3.78,0.00,162.57,-180.60,.260563,.009928
Yes,URS000075D847_9606,63.00,0,7.055,3.19,3.54,1,1290,-7.570,1.99,0.00,199.41,-233.40,.336538,.002623
Yes,URS0000BC4488_9606,38.00,0,7.07,1.71,5.42,1,3651,-6.916,1.71,0.00,159.10,-9.10,.186666,.013967
Yes,URS0000BC459D_9606,68.00,0,8.569,6.50,16.40,1,1441,-7.375,6.46,0.00,91.08,-42.50,.306930,.000910
Yes,URS0000BC450A_9606,64.00,0,0.586,.48,1.60,3,494,-8.081,16.92,-29.48,28.30,-89.00,.346456,.003540
Yes,URS0000A76561_9606,64.00,0,0.586,1.37,6.16,3,550,-7.432,17.50,-20.56,32.03,-82.40,.388429,.002683
Yes,URS000212316C_9606,47.00,0,0.586,1.77,1.00,3210,717,-6.609,7.21,-44.84,24.64,-53.20,.196721,.000124
Yes,URS0000A76AC3_9606,60.00,0,8.854,4.25,6.40,1,1957,-7.624,5.61,0.00,164.78,-67.70,.315789,.006796
Yes,URS00007BC1B0_9606,43.00,0,4.861,4.18,.43,1,1076,-5.697,2.96,0.00,114.15,-28.50,.192546,.000178
Yes,URS000075BC92_9606,39.00,0,7.464,.47,.19,1,838,-6.642,4.63,0.00,141.86,-41.40,.214953,.000595
Yes,URS0000CCE06E_9606,76.00,0.225191,4.386,4.80,9.76,1,1803,-7.806,5.84,0.00,83.26,-144.50,.339694,.001488
Yes,URS0000EF2F11_9606,64.00,0,8.614,79.50,139.50,1,885,-6.390,1.76,0.00,85.40,-28.60,.275862,.000049
Yes,URS000075E2F6_9606,53.00,0,8.872,5.56,8.12,1,3039,-7.480,4.90,0.00,152.36,-39.50,.283950,.014487
Yes,URS000075C425_9606,60.00,0,3.788,4.31,6.25,1,3569,-6.304,2.91,0.00,200.88,-61.30,.313253,.000106
Yes,URS0000E60A13_9606,69.00,0,7.98,4.14,14.08,2,2156,-8.206,9.93,0.00,226.58,-393.20,.273684,.000163
Yes,URS000075E553_9606,50.00,0,3.477,7.14,26.57,2,2085,-6.624,1.75,0.00,131.54,-18.10,.175675,.000041
Yes,URS000075E2F4_9606,70.00,0,5.221,1.36,1.53,1,1116,-8.879,16.02,-59.61,42.18,-317.20,.309859,.003958
Yes,URS000075B24D_9606,70.00,0.337838,3.75,7.90,8.36,1,3525,-7.411,2.87,0.00,87.68,-97.30,.396396,.000053
Yes,URS000212323E_9606,48.00,0.0128755,3.6,1.14,.13,346636,157,-8.261,8.02,0.00,130.52,-220.70,.223175,.013975
Yes,URS000075DC13_9606,80.00,0.144,NA,.58,.41,2236,694,-6.946,NA,-629.90,NA,-59.70,1.024000,.006460
Yes,URS0000BC4616_9606,63.00,0.433333,2.466,1.30,.17,1,11464,-6.755,4.10,0.00,42.35,-106.70,.375000,.005078
Yes,URS000075D82B_9606,70.00,0,3.938,.37,1.22,1,4814,-8.910,3.36,0.00,137.54,-220.30,.272727,.001095
Yes,URS000075C020_9606,65.00,0,0.547,6.68,.10,1,1337,-8.415,9.13,-30.68,26.77,-129.60,.268041,.009888
Yes,URS000075E164_9606,49.00,0,2.952,1.70,.79,1,476,-8.687,3.82,0.00,87.70,-370.10,.216589,.004310
