Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
No,43.00,0,NA,0,0,2798,1819437,-5.434,NA,NA,NA,-22.50,NA,NA
No,31.00,0.0850515,3.654,.67,.01,9,2193,-7.127,NA,0.00,112.52,-163.30,.444587,.001719
No,45.00,0.126043,3.235,.14,.05,365179,139,-9.081,6.39,-0.95,27.48,-249.40,.521779,.001714
No,42.00,0.0537535,0.569,1.09,.02,1987,352,-10.274,9.48,-15.24,23.14,-273.40,.448563,.001747
No,40.00,0.0231696,0.562,.76,.03,510,1315,-8.916,5.08,-4.14,39.25,-289.70,.481000,.003689
No,38.00,0.0231696,0.166,.46,.09,84235,496,-8.686,8.37,-82.65,9.63,-249.30,.433734,.003312
No,47.00,0,0.569,.66,.03,16715,5511,-8.894,5.76,-1.82,74.66,-413.70,.476367,.002516
No,52.00,0,0.569,.63,.09,616,4943,-8.826,6.56,-0.64,124.27,-452.60,.427247,.001567
No,34.00,0.0352178,4.653,.67,.49,4347,4367,-8.638,4.27,0.00,53.00,-243.02,.293790,.029915
No,38.00,0,6.886,1.00,3.10,2,304,-4.835,0.56,0.00,113.89,-30.90,.122641,.010851
No,35.00,0,0.252,.80,.40,24901,2958,-4.710,12.34,-37.26,12.60,-21.40,.292452,.000403
No,33.00,0,3.567,1.00,.40,1,705,-5.360,5.70,0.00,87.94,-19.40,.301886,.056290
No,42.00,0,3.113,.60,.40,8,2220,-5.600,2.58,0.00,73.29,-26.50,.141509,.117227
No,65.00,0,3.092,.81,.62,1,1655,-7.734,5.76,-0.37,27.39,-66.50,.577639,.011292
No,71.00,0.141509,0.152,1.30,1.00,NA,1011,-6.369,19.15,-78.70,NA,-29.50,1.245283,.003750
No,53.00,0,4.193,1.30,1.00,1,1011,-8.028,2.15,0.00,155.44,-28.70,.311320,.001172
No,40.00,0,4.713,.35,.24,1,711,-8.289,NA,0.00,175.66,-185.10,.234536,.014163
No,42.00,0,5.137,1.30,1.30,7,109,-5.058,2.47,0.00,118.25,-23.60,.113207,.036168
No,53.00,0,2.426,1.75,1.62,308995,506,-6.338,7.31,-111.78,4.15,-24.20,.415730,.000561
No,57.00,0,8.86,.85,.10,1,1491,-9.467,NA,0.00,188.57,-302.00,.252577,.001132
No,44.00,0.169811,0.166,.90,1.60,178925,514,-6.091,9.97,-134.97,4.95,-21.80,.811320,.009825
No,45.00,0.0180412,3.548,.37,.38,2,1118,-8.299,NA,0.00,136.07,-228.50,.238402,.005839
No,44.00,0.0438144,4.788,.40,.41,213330,1321,-7.935,12.12,0.00,200.84,-246.30,.217783,.006929
No,42.00,0,3.97,.29,.20,124,741,-8.783,2.66,0.00,151.77,-215.90,.208762,.015881
No,46.00,0,3.288,.22,.20,2097,673,-8.446,8.04,0.00,108.07,-262.00,.220360,.012395
No,43.00,0,2.419,.32,.20,10309,921,-7.994,25.78,-204.66,20.28,-199.70,.242268,.008816
No,37.00,0.0157553,4.762,.14,.14,7573,1522,-8.251,16.67,0.00,128.37,-293.60,.282669,.005449
No,33.00,0.397351,3.238,.13,1.06,2,158,-7.037,4.37,0.00,102.01,-19.40,.264900,.024607
No,41.00,0.0154639,0.166,.18,.09,299279,308,-8.258,8.81,-458.23,6.93,-210.20,.432989,.005828
No,40.00,0,0.586,.43,.37,311,460,-6.165,8.18,-62.65,26.68,-42.10,.161490,.000125
No,26.00,0.36646,4.318,.62,1.43,1,819,-5.552,2.88,0.00,109.03,-13.30,.279503,.017243
No,34.00,0,2.258,.62,1.43,1,499,-6.490,3.02,0.00,41.80,-23.70,.229813,.000208
No,40.00,0,1.791,1.62,2.87,2211,869,-5.907,3.03,0.00,67.86,-14.30,.303370,.006131
No,33.00,0,3.533,1.50,2.30,1,533,-4.577,0.38,0.00,136.49,-17.90,.235849,.000080
No,37.00,0,7.049,1.12,2.87,1,1542,-5.712,6.25,0.00,152.22,-20.10,.258426,.000779
No,30.00,0,6.328,1.00,2.87,1,1542,-4.101,2.09,0.00,81.00,-11.60,.224719,.000125
No,33.00,0,2.95,1.00,2.87,1,1542,-5.303,2.32,0.00,131.68,-14.00,.280898,.004673
No,33.00,0,3.339,1.25,1.43,167,561,-5.915,2.73,0.00,148.32,-23.10,.285714,.000379
No,72.00,0,0.166,.37,.12,1594,1120,-7.942,16.18,-133.11,7.49,-72.30,.484472,.013992
No,75.00,0,0.166,.37,.18,1284,1120,-7.273,15.25,-101.56,8.47,-79.40,.453416,.011199
No,73.00,0,0.166,.75,.25,72,1192,-5.862,16.64,-48.21,6.44,-39.40,.516853,.017764
No,74.00,0.231373,0.166,.28,.12,2170,1026,-7.419,9.37,-107.53,8.24,-118.90,.454901,.004559
No,75.00,0,0.166,.87,.37,142,1192,-5.338,8.39,-65.59,8.13,-40.60,.426966,.000027
No,76.00,0,0.166,.87,.37,151,1192,-5.463,8.39,-65.59,8.13,-42.20,.404494,.000027
No,77.00,0.36646,0.166,.43,.18,2036,1120,-7.079,9.45,-85.42,8.41,-67.70,.527950,.002991
No,76.00,0.390728,0.166,.46,.20,1953,1130,-7.501,9.48,-77.00,7.38,-63.10,.509933,.006860
No,44.00,0,0.585,1.31,.12,4257,889,-6.925,4.86,-27.65,6.00,-21.60,.192546,.003001
No,42.00,0.0902062,0.092,.38,.12,18844,1501,-8.461,19.94,-367.39,5.02,-189.40,.371134,.003101
No,41.00,0.58427,0.092,1.00,.37,8189,2188,-5.817,9.22,-103.56,NA,-16.30,.415730,.000787
No,60.00,0,0.092,.60,.20,10752,2126,-7.115,13.22,-388.39,4.21,-62.80,.456953,.003325
No,55.00,0,0.092,.66,.06,10678,2126,-6.370,13.22,-388.39,4.21,-55.50,.430463,.000042
No,53.00,0,0.092,.66,.06,10656,2126,-5.960,13.22,-388.39,4.21,-53.70,.450331,.000239
No,39.00,0.0397351,8.903,.73,.13,1,2129,-6.788,4.73,0.00,161.80,-29.30,.231788,.000211
No,31.00,0,3.211,.60,.13,1,966,-6.111,3.49,0.00,121.04,-13.80,.298013,.003165
No,25.00,0,8.892,.80,.13,1,2922,-5.348,0.83,-5.14,144.42,-19.60,.178807,.000011
No,31.00,0,3.489,.73,.20,245,1153,-5.788,4.69,-0.26,35.73,-21.00,.198675,.000289
No,47.00,0,1.019,.64,1.21,18,291,-7.426,11.01,-66.74,27.65,-28.30,.190140,.000347
No,35.00,0.117647,5.094,.28,.68,62882,749,-5.586,8.46,-15.60,41.93,-50.10,.313725,.005467
No,26.00,0,2.861,2.00,.37,1,359,-5.869,4.27,0.00,129.07,-19.60,.204968,.020312
No,36.00,0.156863,2.427,.56,.24,1,198,-6.558,7.92,0.00,105.30,-43.80,.172549,.000018
No,39.00,0.0235294,4.466,1.12,.36,1,985,-6.783,3.69,0.00,157.31,-61.50,.117647,.019518
No,52.00,0,2.202,.60,.24,401203,1430,-7.436,13.04,-75.01,18.95,-71.90,.278431,.015076
No,38.00,0,8.767,.76,.28,1,1196,-7.420,7.40,0.00,168.00,-48.40,.192156,.000045
No,45.00,0,8.767,.60,.28,1,1196,-7.463,8.17,0.00,186.08,-53.50,.243137,.000107
No,29.00,0,6.211,.64,.20,1,112,-7.032,3.03,0.00,147.03,-39.80,.160784,.000284
No,40.00,0,3.282,3.25,2.62,1,125,-6.469,5.53,0.00,86.17,-11.20,.258426,.001295
No,31.00,0.0794702,2.788,.46,.06,1,1491,-4.862,2.86,0.00,126.51,-26.90,.298013,.000064
No,36.00,0,3.457,.24,1.20,1,918,-7.146,2.87,0.00,166.76,-52.70,.172549,.000846
No,37.00,0,0.166,.57,1.35,26523,2026,-6.348,10.82,-27.61,4.88,-28.80,.281690,.057258
No,44.00,0.140845,2.012,2.07,.92,222243,541,-5.949,4.60,-27.18,29.62,-41.70,.387323,.000189
No,42.00,0,2.154,1.14,.92,1,269,-6.172,4.98,0.00,48.90,-30.60,.161971,.000188
No,33.00,0,2.698,1.07,.92,17,318,-5.790,2.21,0.00,82.06,-24.50,.161971,.000050
No,38.00,0,5.619,1.35,2.57,1,577,-6.326,3.22,0.00,136.64,-28.50,.267605,.007150
No,37.00,0,5.619,1.35,2.57,1,577,-6.253,0.57,0.00,141.49,-24.50,.253521,.007547
No,42.00,0.0915493,3.311,1.21,2.07,166590,1281,-5.158,5.55,-4.43,19.01,-36.00,.471830,.007330
No,47.00,0,8.887,.35,.42,1,1852,-7.557,6.40,0.00,105.79,-33.40,.260563,.009455
No,38.00,0,7.024,.64,.12,1,6406,-5.795,5.50,0.00,171.58,-56.50,.200000,.000021
No,43.00,0.225352,2.096,1.14,.35,179165,324,-5.905,9.78,-27.68,25.31,-35.40,.295774,.022168
No,38.00,0,0.087,.57,.21,15518,2845,-7.683,20.28,-211.22,NA,-10.80,.466666,.010892
No,44.00,0,2.909,.35,.28,1,1626,-6.184,3.19,0.00,81.54,-31.80,.273333,.000055
No,40.00,0,5.565,.35,.28,1,1626,-5.689,5.68,0.00,150.38,-29.20,.226666,.000086
No,34.00,0.113333,3.296,.35,.28,138,1888,-4.470,2.34,0.00,46.57,-28.50,.246666,.000073
No,36.00,0,1.213,2.00,.28,1,274,-6.964,4.29,-0.16,40.02,-26.70,.280000,.017895
No,30.00,0,2.272,.60,.28,1,1154,-6.999,3.27,0.00,114.25,-34.10,.176470,.000828
No,30.00,0.0444444,5.721,.76,.53,1,2239,-6.683,0.41,0.00,130.12,-13.30,.237037,.000075
No,42.00,0,3.364,.57,.64,1,2224,-5.456,3.99,0.00,128.65,-41.70,.166666,.000446
No,29.00,0,3.462,.42,.50,1,2224,-5.200,2.78,0.00,170.24,-22.60,.180000,.001113
No,24.00,0.04,2.802,.28,.57,1,54,-4.360,2.92,0.00,139.94,-26.20,.206666,.000028
No,24.00,0,3.418,.71,.85,1,402,-5.347,1.64,0.00,139.13,-20.00,.213333,.000011
No,35.00,0.0466667,3.164,52.35,57.35,110,768,-6.108,3.77,0.00,118.21,-22.20,.240000,.000258
No,38.00,0.156863,3.736,43.72,23.80,125890,187,-6.517,5.58,-17.86,31.75,-59.60,.262745,.009686
No,25.00,0.185185,0.963,84.00,45.76,1,581,-5.281,5.92,-0.28,20.62,-14.90,.311111,.014348
No,28.00,0,6.041,.60,.20,1,467,-6.512,3.17,0.00,157.25,-45.20,.172549,.022452
No,38.00,0,2.671,.46,1.61,1,401,-6.460,3.13,0.00,114.36,-24.20,.325925,.003421
No,39.00,0,5.632,.32,.32,1,281,-7.399,2.04,0.00,137.02,-43.00,.219607,.013586
No,48.00,0,4.014,.30,.46,1,195,-6.620,3.38,0.00,118.19,-28.90,.318518,.039188
No,40.00,0,3.522,.56,.24,1,555,-6.983,NA,0.00,154.35,-41.90,.180392,.000553
No,42.00,0,4.062,.30,.46,1,877,-5.195,2.99,0.00,127.80,-31.50,.192592,.006982
No,38.00,0,6.038,.15,1.53,1,536,-5.523,6.33,0.00,100.07,-24.70,.200000,.000024
No,29.00,0.0745098,1.644,.40,.48,53,277,-6.226,3.90,0.00,48.58,-44.10,.478431,.000862
No,40.00,0,1.56,.20,.28,4078,47,-6.503,9.08,0.00,41.74,-69.90,.192156,.009774
No,58.00,0,8.827,.08,.28,1,455,-7.059,5.73,0.00,194.26,-90.90,.227450,.006933
No,55.00,0,8.827,.15,.53,1,575,-7.163,4.00,0.00,130.13,-40.10,.155555,.000026
No,40.00,0,3.548,1.69,.69,1,1517,-6.958,5.17,0.00,119.26,-30.50,.192592,.016947
No,40.00,0,5.306,.61,.22,1,522,-6.891,4.63,0.00,182.77,-80.30,.250803,.000025
No,26.00,0,5.246,.28,.68,1,830,-6.295,3.10,0.00,118.78,-32.70,.223529,.012358
No,25.00,0,3.523,.38,1.30,1,950,-5.763,4.04,0.00,93.32,-13.60,.207407,.003566
No,32.00,0,4.524,.92,2.50,1,4089,-7.115,3.53,0.00,148.75,-58.30,.216417,.000024
No,42.00,0,3.492,4.42,1.42,1,237,-5.286,1.89,0.00,103.86,-15.30,.325000,.000020
No,22.00,0.177778,0.34,1.07,.69,1,511,-2.475,8.25,-143.65,5.46,-24.30,.222222,.009859
No,32.00,0.0235294,0.34,.60,.36,252993,193,-6.191,8.68,-53.20,21.79,-53.80,.250980,.005120
No,39.00,0,3.043,.45,.29,344265,587,-6.267,3.15,0.00,89.06,-87.00,.183279,.000777
No,43.00,0,3.078,.96,.16,1,765,-7.243,6.89,0.00,132.74,-79.00,.189710,.015139
No,32.00,0,6.191,1.03,.16,1,870,-7.010,2.33,0.00,254.25,-55.20,.202572,.000100
No,41.00,0.344051,3.877,.96,.16,4,782,-6.827,3.66,0.00,130.51,-60.30,.318327,.009371
No,44.00,0,3.7,.45,.16,1,1489,-7.623,5.45,0.00,175.29,-74.60,.241157,.000030
No,36.00,0,3.884,.16,.41,1,408,-6.627,4.34,0.00,147.21,-69.70,.212218,.000249
No,19.00,0.797428,3.873,.32,.29,7,2381,-6.180,1.97,0.00,25.47,-29.60,.250803,.004214
No,49.00,0,3.253,1.80,.67,1,713,-7.742,2.90,0.00,126.21,-80.00,.199356,.000028
No,33.00,0,3.156,1.50,.88,1,1362,-5.968,1.85,0.00,151.44,-47.40,.201492,.000206
No,45.00,0,3.331,.15,.30,356100,3158,-7.068,14.80,-131.58,21.18,-82.40,.264925,.009343
No,43.00,0,3.331,.15,.34,377953,3158,-7.685,10.50,-4.08,34.69,-72.90,.220149,.017386
No,42.00,0.0447761,5.357,.15,.38,215317,2640,-7.921,11.19,-26.86,37.57,-61.00,.391791,.008115
No,39.00,0.104478,6.384,.46,.38,1,598,-7.390,2.06,0.00,152.40,-57.50,.201492,.000055
No,37.00,0,4.763,.34,.38,1,3848,-5.890,2.18,0.00,161.25,-59.50,.223880,.002125
No,32.00,0,7.008,.61,.38,1,3579,-6.580,5.95,0.00,143.10,-52.80,.197761,.003863
No,37.00,0,1.991,1.57,1.57,1,1779,-6.080,1.20,0.00,100.49,-11.60,.212500,.000119
No,27.00,0,1.853,1.85,.71,1,278,-4.927,3.13,0.00,81.50,-6.50,.125000,.000159
No,42.00,0,1.749,.50,.19,2,1260,-8.482,10.78,-3.83,33.29,-25.00,.182835,.000315
No,41.00,0,2.409,2.28,.71,1,1448,-6.098,5.09,0.00,57.17,-4.90,.262500,.000028
No,32.00,0,1.584,2.00,.71,1,191,-5.043,1.88,0.00,24.06,-10.30,.262500,.009007
No,47.00,0,0.561,2.42,1.57,240904,127,-5.356,8.31,-38.16,18.05,-17.70,.187500,.000010
No,65.00,0.2625,0.561,2.42,1.85,220686,127,-6.011,8.48,-38.27,20.24,-30.90,.462500,.000566
No,32.00,0,0.707,4.28,3.00,1,564,-5.695,9.93,-23.14,29.73,-5.20,.137500,.000029
No,43.00,0,3.574,.57,2.71,1,2424,-6.473,3.08,0.00,117.53,-6.60,.325000,.000290
No,35.00,0.0932476,3.937,.19,.38,1,1312,-7.897,3.16,0.00,103.95,-38.30,.183279,.002275
No,36.00,0,3.66,.53,1.15,3795,462,-6.428,6.39,0.00,127.70,-59.60,.242537,.001146
No,56.00,0,1.019,.85,2.71,50509,543,-6.286,8.58,-5.17,25.62,-19.50,.312500,.012533
No,39.00,0.00619835,2.825,.18,.09,101439,8533,-8.026,11.13,-201.10,3.64,-248.20,.353305,.010748
No,46.00,0,3.696,.71,3.71,1,167,-4.790,NA,-40.40,NA,-31.70,.275167,.012429
No,40.00,0.0237603,2.092,.38,.08,400348,296,-9.275,13.13,0.00,41.54,-271.20,.326446,.001173
No,46.00,0.0134298,8.892,.19,.09,1,503,-10.045,NA,0.00,153.00,-281.70,.190082,.003178
No,46.00,0.0289256,3.722,.34,.10,385749,252,-7.972,5.52,0.00,130.94,-295.00,.225206,.002848
No,46.00,0,6,.09,.39,15180,274,-8.714,NA,0.00,216.21,-271.20,.206611,.002627
No,38.00,0.0278926,5.451,.08,.07,367416,114,-8.695,4.41,0.00,102.02,-226.30,.248966,.005017
No,41.00,0.0268595,5.451,.04,.07,436446,295,-7.837,6.96,-4.82,35.30,-351.10,.273760,.005179
No,41.00,0.0464876,5.675,.09,.07,422515,394,-7.706,3.46,-14.78,38.23,-414.50,.377066,.004507
No,46.00,0,3.664,2.19,9.60,10,336,-8.268,NA,0.00,131.26,-315.70,.220041,.006373
No,32.00,0,5.452,.85,.35,1,5729,-7.199,2.26,0.00,163.56,-11.40,.154362,.000021
No,42.00,0,0.092,2.50,4.28,1113,2275,-6.205,17.86,-134.07,3.61,-14.90,.241610,.000089
No,81.00,0.194631,8.514,2.71,4.28,1,2579,-6.765,2.47,0.00,89.70,-81.10,.684563,.003225
No,81.00,0.194631,6.085,2.71,4.28,1,2579,-6.601,2.48,0.00,105.06,-81.40,.684563,.003225
No,36.00,0,2.083,2.50,4.28,407,1109,-5.545,6.49,-6.34,26.08,-32.70,.221476,.000151
No,49.00,0,1.323,2.50,4.28,23629,260,-6.056,6.16,-6.10,25.34,-46.00,.228187,.000284
No,42.00,0.33557,1.323,2.50,4.28,294939,623,-6.926,4.01,-5.58,21.05,-38.10,1.362416,.009175
No,46.00,0,0.848,.85,1.85,271492,475,-6.898,5.06,0.00,19.22,-35.80,.147651,.000112
No,48.00,0.27376,8.713,.03,.17,303464,328,-8.183,7.23,-1.18,147.14,-248.10,.509297,.005813
No,40.00,0.0604027,3.19,.92,.21,1,790,-5.261,5.58,0.00,145.74,-35.60,.248322,.002644
No,43.00,0,0.166,.27,.16,102,1914,-6.927,4.58,-76.92,NA,-40.60,.163934,.000211
No,33.00,0,1.454,.27,0,13,2480,-6.649,3.94,0.00,34.53,-15.30,.226890,.000076
No,31.00,0.328889,1.688,.31,.13,3,1806,-6.811,2.17,0.00,40.67,-33.90,.342222,.007331
No,31.00,0.0382514,4.851,.77,.16,1,536,-6.008,2.89,0.00,122.42,-31.10,.311475,.000022
No,36.00,0,3.623,1.42,.28,3,891,-4.701,1.53,0.00,116.05,-29.40,.222972,.000890
No,33.00,0.0327869,2.676,1.27,.16,1,1526,-5.510,1.78,0.00,121.50,-31.40,.234972,.000319
No,35.00,0.495798,2.676,2.09,.27,1,1590,-5.253,1.83,0.00,118.57,-18.50,.252100,.000346
No,38.00,0,2.738,.36,.27,1,1590,-4.562,1.89,0.00,96.77,-26.00,.260504,.011750
No,35.00,0,4.733,.22,.13,1,1484,-6.575,4.75,0.00,116.66,-43.00,.240000,.006797
No,36.00,0.273224,1.968,.27,.16,1,1526,-6.586,5.39,0.00,113.11,-25.10,.229508,.012457
No,33.00,0.262222,2.554,.95,.13,1,1484,-5.221,2.53,0.00,125.44,-50.00,.288888,.010142
No,35.00,0.0327869,2.596,1.77,.16,1,2164,-5.779,4.97,0.00,129.47,-34.70,.300546,.011462
No,35.00,0,3.133,.50,.13,1,1710,-6.215,3.78,0.00,140.66,-41.90,.186666,.001846
No,39.00,0,3.512,.72,.27,1,1816,-6.049,4.62,0.00,99.77,-26.50,.226890,.000074
No,38.00,0,4.218,.36,.27,1,1396,-7.709,4.36,0.00,147.19,-17.90,.159663,.000012
No,42.00,0,7.022,.54,.27,1,1290,-6.698,4.58,0.00,182.58,-52.50,.217777,.000645
No,38.00,0,0.134,2.27,.27,66738,1062,-6.843,10.10,-198.24,6.00,-47.90,.235555,.000060
No,43.00,0,0.134,3.54,.36,46439,1168,-6.218,10.10,-198.24,6.00,-22.50,.210084,.004068
No,42.00,0,0.134,3.72,.36,59034,1168,-5.797,10.10,-198.24,6.00,-24.00,.310924,.004687
No,37.00,0,0.938,2.55,.22,60318,2098,-5.131,10.09,-198.24,6.00,-38.70,.273224,.003478
No,37.00,0,3.552,2.13,.18,59773,2056,-7.673,10.09,-207.88,6.00,-38.40,.262222,.002957
No,36.00,0,3.552,3.00,.09,15916,2162,-6.829,10.08,-206.24,6.00,-8.70,.184873,.000048
No,41.00,0,3.552,2.16,.05,1,2098,-6.298,10.12,-240.12,5.97,-35.70,.256830,.000235
No,43.00,0,3.552,2.00,.04,1,770,-6.790,2.56,0.00,128.33,-52.20,.280000,.000183
No,39.00,0,2.941,2.11,.05,1,812,-6.050,3.03,0.00,138.62,-37.40,.262295,.001432
No,43.00,0,2.941,2.11,.05,1,812,-6.291,3.37,0.00,164.86,-44.50,.267759,.001533
No,41.00,0,2.445,.77,.22,1,1045,-5.555,8.18,-4.92,24.71,-16.70,.229166,.000236
No,36.00,0.115556,2.938,.31,.18,1,51,-6.554,5.70,0.00,117.20,-45.70,.231111,.000057
No,40.00,0,3.253,.63,.36,1,700,-5.603,2.66,0.00,118.52,-22.40,.159663,.000007
No,43.00,0,2.73,.50,.28,1,1316,-6.092,1.56,0.00,168.07,-29.20,.128378,.000033
No,48.00,0,4.515,.22,.18,42,874,-8.460,2.96,0.00,89.28,-254.90,.202753,.000918
No,48.00,0,0.586,.92,.21,320110,279,-7.078,12.95,-39.86,32.10,-42.50,.189189,.000026
No,53.00,0,2.459,.64,.21,386880,582,-5.712,7.48,-35.90,29.85,-57.00,.297297,.002203
No,51.00,0,3.488,.64,.35,1,213,-6.240,2.90,0.00,94.53,-45.60,.202702,.017800
No,34.00,0.0405405,8.839,.64,1.35,20743,720,-7.058,5.38,-10.66,26.83,-17.30,.243243,.000081
No,60.00,0,2.874,.64,1.35,1,873,-6.072,4.63,0.00,115.75,-59.80,.168918,.001105
No,58.00,0,4.653,.64,1.35,1,830,-7.167,1.59,0.00,103.98,-53.40,.270270,.000029
No,53.00,0.0568278,4.042,.10,.16,400957,2835,-9.946,3.55,0.00,137.32,-364.60,.314673,.003192
No,55.00,0,4.042,.81,1.72,2,3189,-6.752,3.52,0.00,108.19,-35.10,.200000,.000060
No,51.00,0,0.166,.75,1.58,211483,167,-7.260,8.11,-90.06,5.38,-32.10,.310077,.000057
No,59.00,0,4.412,.66,1.05,1,1544,-7.528,NA,0.00,97.52,-68.50,.234972,.018557
No,52.00,0,0.586,2.07,2.14,284953,249,-6.296,12.37,-61.72,23.21,-43.10,.317567,.000114
No,60.00,0,2.049,.45,.45,1,309,-5.998,5.15,-8.11,19.99,-51.60,.342342,.001197
No,47.00,0,2.404,.55,.33,2,967,-6.006,0.83,0.00,102.91,-16.50,.218750,.020841
No,52.00,0,4.786,.36,.54,4,296,-7.200,0.33,0.00,112.62,-70.60,.253333,.010456
No,63.00,0,2.365,.42,.64,2,319,-6.771,0.62,0.00,65.66,-58.80,.270270,.000328
No,56.00,0,4.462,.54,.81,2,1537,-7.408,1.29,0.00,66.29,-44.40,.193277,.000377
No,51.00,0.0894737,4.27,.22,.11,211765,1113,-5.294,5.15,-12.00,32.44,-70.90,2.189473,.002605
No,60.00,0,3.529,.23,.23,2,1960,-7.406,1.64,0.00,116.08,-61.00,.231213,.000038
No,49.00,0.0312891,2.729,.07,.15,375058,810,-7.672,3.62,-0.43,77.84,-271.20,.237797,.009570
No,56.00,0,3.361,.44,.44,324577,383,-6.721,10.58,-108.48,4.12,-30.80,.125000,.000012
No,37.00,0,1.726,.44,.44,12,929,-5.538,1.57,0.00,80.18,-12.60,.177083,.000028
No,45.00,0,3.08,.44,.44,2,1344,-5.617,3.88,0.00,67.16,-25.40,.208333,.000109
No,56.00,0,2.242,.44,.44,2,1479,-6.776,NA,0.00,92.24,-16.30,.250000,.000020
No,61.00,0,0.586,.44,.44,234931,165,-5.697,9.13,-26.37,24.45,-33.30,.145833,.000029
No,51.00,0,1.928,.44,.44,2,585,-5.643,6.58,0.00,70.98,-28.70,.135416,.002369
No,55.00,0,1.899,.54,0,1,1201,-6.003,4.38,0.00,62.41,-43.50,.266666,.000336
No,41.00,0,2.585,.10,.02,60,724,-8.670,6.44,0.00,67.99,-316.00,.226463,.000178
No,58.00,0,2.42,.25,0,1,371,-6.969,2.65,0.00,93.33,-42.50,.255813,.000129
No,29.00,0.00876095,4.36,.22,.10,5,391,-7.511,NA,0.00,167.85,-138.40,.204005,.022249
No,43.00,0.102628,3.553,.10,.02,75264,3067,-8.593,2.84,-1.28,146.94,-218.10,.311639,.007165
No,44.00,0.0425532,3.195,.05,.15,104166,218,-7.923,3.93,0.00,125.96,-234.20,.221526,.005830
No,37.00,0.0375469,8.779,.39,.06,1,820,-7.962,NA,0.00,202.61,-188.70,.296620,.003982
No,49.00,0.0813517,4.883,.03,.08,375879,404,-8.609,9.65,-0.40,70.14,-263.20,.275344,.001120
No,46.00,0.0175219,0.586,.13,.03,399061,411,-8.962,16.85,-22.22,28.36,-228.60,.279098,.032327
No,59.00,0,4.163,.44,.11,1,479,-6.344,7.06,-1.22,74.93,-29.00,.291666,.000073
No,39.00,0,2.082,.28,.21,248893,1843,-6.263,6.95,-3.11,29.14,-29.20,.222972,.005386
No,46.00,0.0212044,3.828,.20,.28,387717,948,-9.153,NA,0.00,181.18,-377.30,.245122,.007355
No,43.00,0.14419,4.855,.36,.13,363891,831,-9.547,NA,0.00,185.20,-388.40,.434266,.006088
No,43.00,0.14419,4.855,.35,.13,363878,831,-8.910,NA,0.00,165.31,-385.90,.437659,.006041
No,17.00,0.991667,0.457,.45,.18,3,71,-1.946,7.32,-2.31,9.31,-43.00,2.558333,.008206
No,38.00,0.0542833,4.744,.25,.15,135687,2640,-8.318,NA,0.00,159.43,-270.30,.217981,.011995
No,47.00,0,4.968,.47,.24,1,752,-9.034,NA,0.00,113.57,-366.10,.223070,.004552
No,49.00,0,2.191,.66,.50,1,503,-7.163,3.58,0.00,45.39,-19.10,.294573,.010326
No,37.00,0,1.358,.27,.45,1,124,-5.216,NA,0.00,85.00,-24.60,.250000,.031806
No,43.00,0,2.434,.27,.45,1,958,-6.912,3.14,0.00,48.35,-17.70,.191666,.000344
No,40.00,0,0.581,.18,.45,4421,692,-5.849,7.68,-35.20,22.24,-20.40,.183333,.000415
No,59.00,0,2.088,.18,.45,1,115,-6.623,3.72,0.00,57.59,-38.50,.291666,.019687
No,44.00,0,4.313,.41,.04,2792,358,-8.956,9.51,-170.37,32.88,-336.90,.192536,.024372
No,42.00,0,3.148,.33,.41,1,458,-5.943,6.77,0.00,81.57,-26.90,.209302,.000044
No,42.00,0,3.969,.08,.41,3,358,-6.115,3.56,0.00,89.22,-28.20,.294573,.023755
No,55.00,0,2.948,.16,.50,1,1587,-7.366,1.73,0.00,102.15,-40.00,.240310,.014867
No,37.00,0,2.924,.25,.58,1,1587,-4.606,2.40,0.00,84.32,-29.60,.302325,.000089
No,58.00,0,2.521,.27,.45,1,310,-7.683,2.13,0.00,35.93,-41.10,.258333,.000053
No,51.00,0,2.041,.25,.41,1,485,-6.954,3.05,0.00,52.66,-35.90,.139534,.003322
No,45.00,0,3.337,.17,.06,3,53,-8.766,2.83,0.00,77.72,-224.20,.170212,.002786
No,47.00,0,8.195,.07,.03,2,595,-9.008,NA,0.00,130.24,-406.90,.254004,.009859
No,56.00,0,5.565,.21,.03,1,799,-9.077,NA,0.00,128.08,-98.40,.222222,.000566
No,54.00,0,0.836,.36,.18,335945,165,-6.696,10.31,-8.72,18.41,-29.40,.333333,.000269
No,50.00,0.104972,1.277,.27,.16,301626,446,-7.234,10.82,-21.88,26.32,-50.10,.331491,.004991
No,31.00,0,4.066,3.36,2.63,1,4871,-4.329,5.50,0.00,103.79,-17.50,.141666,.000412
No,40.00,0,4.367,.63,.46,1,1036,-8.597,NA,0.00,159.26,-302.10,.219677,.001857
No,44.00,0,3.211,.16,.08,1,423,-6.873,5.35,0.00,92.14,-25.60,.116279,.000312
No,43.00,0,3.486,0,.07,1,1359,-6.813,8.13,-63.88,23.37,-24.40,.209459,.000101
No,55.00,0,3.358,.05,.16,2,1092,-7.265,3.81,0.00,110.96,-62.20,.263157,.018275
No,47.00,0,2.014,1.72,.09,1,322,-6.606,4.44,0.00,121.53,-20.80,.162162,.000124
