chrom	start	end	region_id	callable_bp	n_variants	mean_DAF	median_DAF	fraction_rare	variants_per_Mb_callable	rna_type	pol_class
chr13	66218249	66218324	RNA236	75	16	0.0018782321311618	0.0	1.0	213333.3333333333	pre_miRNA	Pol II
chr13	77698011	77698116	RNA237	105	0				0.0	pre_miRNA	Pol II
chr13	84783653	84783778	RNA238	125	30	0.0278858816882651	0.0	0.9666666666666668	240000.0	snoRNA	Pol II
chr13	87618664	87618740	RNA239	76	11	2.35439725987465e-05	0.0	1.0	144736.84210526315	pre_miRNA	Pol II
chr13	90231181	90231277	RNA240	96	14	0.0714653163927973	1.4699399798701052e-05	0.9285714285714286	145833.33333333334	pre_miRNA	Pol II
chr13	95210343	95210448	RNA241	105	21	0.0021297466315618	0.0	1.0	200000.0	snoRNA	Pol II
chr13	107531170	107531248	RNA242	78	12	1.1030491502121246e-05	0.0	1.0	153846.15384615384	pre_miRNA	Pol II
chr14	20326440	20326539	RNA243	99	17	7.780835243037846e-06	1.4693800039822236e-05	1.0	171717.1717171717	snoRNA	Pol II
chr14	20625369	20625451	RNA244	82	113	3.603242507336229e-05	1.4698500308440998e-05	1.0	1378048.780487805	tRNA	Pol III
chr14	20631159	20631232	RNA245	73	102	0.0003772801456298	1.470910001444281e-05	1.0	1397260.2739726028	tRNA	Pol III
chr14	20633005	20633077	RNA246	72	97	0.0013671948565819	1.474269993195776e-05	0.9896907216494846	1347222.2222222222	tRNA	Pol III
chr14	20681689	20681762	RNA247	73	85	4.081790702911986e-05	1.47024002217222e-05	1.0	1164383.5616438356	tRNA	Pol III
chr14	21392149	21392253	RNA248	104	15	0.0604243930475907	0.0	0.9333333333333332	144230.76923076922	snoRNA	Pol II
chr14	22956949	22957029	RNA249	80	20	0.0266305867592109	0.0	0.95	250000.0	pre_miRNA	Pol II
chr14	23417986	23418063	RNA250	77	0				0.0	pre_miRNA	Pol II
chr14	24143488	24143565	RNA251	77	16	6.431393671846308e-06	0.0	1.0	207792.2077922078	pre_miRNA	Pol II
chr14	31014645	31014742	RNA252	97	15	2.35308002932759e-05	1.4702900443808176e-05	1.0	154639.17525773196	pre_miRNA	Pol II
chr14	32202044	32202151	RNA253	107	60	3.160218820993958e-05	1.4699799976369832e-05	1.0	560747.6635514018	snRNA	Pol III
chr14	35762799	35762931	RNA254	132	26	0.0040628844408624	1.470025017624721e-05	0.9615384615384616	196969.69696969696	snoRNA	Pol II
chr14	45110874	45110975	RNA255	101	18	0.0018216418240323	7.347749942709925e-06	1.0	178217.82178217822	snoRNA	Pol II
chr14	58239894	58239967	RNA256	73	95	5.1985345836369726e-05	1.4698999621032272e-05	1.0	1301369.8630136987	tRNA	Pol III
chr14	71398336	71398407	RNA257	71	12	3.7975834250875394e-05	1.4698100130772218e-05	1.0	169014.08450704225	snoRNA	Pol II
chr14	72516819	72516898	RNA258	79	13	0.076925340530509	0.0	0.9230769230769232	164556.96202531643	pre_miRNA	Pol II
chr14	72962970	72963042	RNA259	72	33	0.0001412201303206	1.4697699953103438e-05	1.0	458333.3333333333	tRNA	Pol III
chr14	81202694	81202834	RNA260	140	21	1.8201790529320703e-05	1.4698500308440998e-05	1.0	150000.0	snoRNA	Pol II
chr14	88979097	88979170	RNA261	73	73	0.0297093001935324	1.4696400285174605e-05	0.958904109589041	1000000.0	tRNA	Pol III
chr14	91126425	91126552	RNA262	127	22	0.0010235952278724	1.4699399798701052e-05	1.0	173228.3464566929	snoRNA	Pol II
chr14	93948225	93948302	RNA263	77	15	1.2738846695962515e-05	1.4696400285174605e-05	1.0	194805.19480519483	pre_miRNA	Pol II
chr14	100881006	100881120	RNA264	114	38	7.81471660622224e-05	1.4702650332765188e-05	1.0	333333.3333333333	pre_miRNA	Pol II
chr14	100897919	100897996	RNA265	77	15	2.254212019275893e-05	0.0	1.0	194805.19480519483	snoRNA	Pol II
chr14	100911138	100911213	RNA266	75	15	2.841976656781634e-05	1.4697699953103438e-05	1.0	200000.0	pre_miRNA	Pol II
chr14	100927341	100927413	RNA267	72	9	0.0005447759142245	1.4726199879078194e-05	1.0	125000.0	snoRNA	Pol II
chr14	100929918	100929990	RNA268	72	15	1.2741446638149985e-05	0.0	1.0	208333.3333333333	snoRNA	Pol II
chr14	100936490	100936565	RNA269	75	12	8.598275068531317e-06	7.367049875028897e-06	1.0	160000.0	snoRNA	Pol II
chr14	100938186	100938264	RNA270	78	11	4.284595392659476e-05	0.0	1.0	141025.64102564103	snoRNA	Pol II
chr14	100939555	100939630	RNA271	75	10	1.1773920050472952e-05	0.0	1.0	133333.33333333334	snoRNA	Pol II
chr14	100941125	100941202	RNA272	77	7	0.0	0.0	1.0	90909.09090909093	snoRNA	Pol II
chr14	100943450	100943524	RNA273	74	8	5.526737481886812e-06	0.0	1.0	108108.10810810812	snoRNA	Pol II
chr14	100945648	100945720	RNA274	72	16	1.9396056643471454e-05	1.4772750091651687e-05	1.0	222222.22222222225	snoRNA	Pol II
chr14	100949832	100949904	RNA275	72	15	4.713500669215876e-05	0.0	1.0	208333.3333333333	snoRNA	Pol II
chr14	100951855	100951933	RNA276	76	13	1.0179100102574852e-05	1.4700300198455809e-05	1.0	171052.63157894736	snoRNA	Pol II
chr14	100953348	100953423	RNA277	75	15	0.000391324620917	0.0	1.0	200000.0	snoRNA	Pol II
chr14	100954373	100954448	RNA278	75	16	1.7459218838661605e-05	1.470200004405342e-05	1.0	213333.3333333333	snoRNA	Pol II
chr14	100957165	100957237	RNA279	50	18	2.7079438950749276e-05	1.5911299669824075e-05	1.0	360000.0	snoRNA	Pol II
chr14	100963053	100963130	RNA280	77	17	0.0144786403963521	0.0	0.9411764705882352	220779.2207792208	snoRNA	Pol II
chr14	100966028	100966100	RNA281	72	13	0.0002425070991963	0.0	1.0	180555.5555555556	snoRNA	Pol II
chr14	100967051	100967123	RNA282	72	16	9.197650001624424e-06	7.352300144702895e-06	1.0	222222.22222222225	snoRNA	Pol II
chr14	100968110	100968185	RNA283	75	11	1.47049269633664e-05	1.4703299711982254e-05	1.0	146666.66666666666	snoRNA	Pol II
chr14	100968947	100969022	RNA284	75	20	2.132227000402054e-05	1.4703050055686616e-05	1.0	266666.6666666667	snoRNA	Pol II
chr14	100969878	100969952	RNA285	74	15	0.0001891391107468	0.0	1.0	202702.70270270272	snoRNA	Pol II
chr14	100972102	100972177	RNA286	75	24	0.0010472358614303	1.4705649846291635e-05	1.0	320000.0	snoRNA	Pol II
chr14	100972669	100972741	RNA287	72	21	4.481748012386357e-05	1.4705899957334624e-05	1.0	291666.6666666667	snoRNA	Pol II
chr14	100974805	100974880	RNA288	75	19	6.202645157540143e-05	0.0	1.0	253333.3333333333	snoRNA	Pol II
chr14	100975824	100975896	RNA289	72	15	0.0964708466361116	0.0	0.8666666666666667	208333.3333333333	snoRNA	Pol II
chr14	100976476	100976551	RNA290	75	19	3.406719033112218e-05	0.0	1.0	253333.3333333333	snoRNA	Pol II
chr14	100981003	100981075	RNA291	72	19	0.0129869302374668	1.470460028940579e-05	0.9473684210526316	263888.8888888889	snoRNA	Pol II
chr14	100981974	100982046	RNA292	72	19	0.0526455097371198	0.0	0.9473684210526316	263888.8888888889	snoRNA	Pol II
chr14	100982925	100982997	RNA293	72	27	2.2326133552670007e-05	1.4700700376124589e-05	1.0	375000.0	snoRNA	Pol II
chr14	100983875	100983947	RNA294	72	19	2.9410884292841712e-05	1.4705399735248648e-05	1.0	263888.8888888889	snoRNA	Pol II
chr14	100984776	100984848	RNA295	72	15	0.0002264239849561	0.0	1.0	208333.3333333333	snoRNA	Pol II
chr14	100986056	100986128	RNA296	72	15	2.450667943776204e-05	0.0	1.0	208333.3333333333	snoRNA	Pol II
chr14	100987045	100987117	RNA297	72	9	0.0003560665222216	1.4698999621032272e-05	1.0	125000.0	snoRNA	Pol II
chr14	100989129	100989201	RNA298	72	17	5.362671109810801e-05	2.940050035249442e-05	1.0	236111.1111111111	snoRNA	Pol II
chr14	100991918	100991990	RNA299	72	15	0.0001097773965132	0.0	1.0	208333.3333333333	snoRNA	Pol II
chr14	100993235	100993310	RNA300	75	11	1.47024002217222e-05	1.4700300198455809e-05	1.0	146666.66666666666	snoRNA	Pol II
chr14	101025731	101025817	RNA301	86	20	1.2495595046857487e-05	7.348849976551719e-06	1.0	232558.13953488367	pre_miRNA	Pol II
chr14	101030051	101030129	RNA302	78	22	2.338783608799515e-05	1.470025017624721e-05	1.0	282051.28205128206	pre_miRNA	Pol II
chr14	101041362	101041445	RNA303	83	22	0.0264348839443962	0.0	0.9545454545454546	265060.24096385547	pre_miRNA	Pol II
chr14	101045919	101045994	RNA304	75	17	2.5937294327264515e-05	0.0	1.0	226666.66666666663	pre_miRNA	Pol II
chr14	101047320	101047398	RNA305	78	13	1.0175607642920044e-05	1.469509970775107e-05	1.0	166666.66666666666	pre_miRNA	Pol II
chr14	101047900	101047979	RNA306	79	17	1.21030646850533e-05	1.469590006308863e-05	1.0	215189.87341772157	pre_miRNA	Pol II
chr14	101054305	101054381	RNA307	76	13	2.939972287444028e-05	1.4700700376124589e-05	1.0	171052.63157894736	pre_miRNA	Pol II
chr14	101060572	101060674	RNA308	102	19	1.1603884176063156e-05	1.4697699953103438e-05	1.0	186274.5098039216	pre_miRNA	Pol II
chr14	101065299	101065378	RNA309	79	18	1.4700022196241964e-05	1.4698950053571023e-05	1.0	227848.1012658228	pre_miRNA	Pol II
chr14	101065446	101065537	RNA310	91	33	0.0146743769670744	1.470200004405342e-05	0.9696969696969696	362637.3626373626	pre_miRNA	Pol II
chr14	103337848	103337974	RNA311	126	35	2.8555880245606104e-05	0.0	1.0	277777.7777777778	snoRNA	Pol II
chr14	104117404	104117514	RNA312	110	25	9.99808413325809e-06	0.0	1.0	227272.7272727273	pre_miRNA	Pol II
chr14	104117417	104117503	RNA313	86	19	1.1607705441986726e-05	1.4698500308440998e-05	1.0	220930.23255813957	pre_miRNA	Pol II
chr14	104865313	104865411	RNA314	98	0				0.0	pre_miRNA	Pol II
chr14	105150777	105150864	RNA315	87	25	0.0400223583200568	1.4700700376124589e-05	0.96	287356.3218390804	pre_miRNA	Pol II
chr14	105858164	105858242	RNA316	78	0				0.0	pre_miRNA	Pol II
chr15	24981993	24982068	RNA317	75	15	0.000342985988694	1.4696799553348685e-05	1.0	200000.0	snoRNA	Pol II
chr15	25051475	25051572	RNA318	97	19	0.0003697913721943	1.4697699953103438e-05	1.0	195876.28865979385	snoRNA	Pol II
chr15	25054208	25054305	RNA319	97	37	0.0544648435204696	0.0	0.945945945945946	381443.2989690721	snoRNA	Pol II
chr15	25056858	25056955	RNA320	97	32	1.4699031453346834e-05	7.349050065386109e-06	1.0	329896.90721649484	snoRNA	Pol II
chr15	25059536	25059634	RNA321	98	30	0.0021722870398965	7.348399776674342e-06	0.9666666666666668	306122.44897959183	snoRNA	Pol II
chr15	25062331	25062428	RNA322	97	25	0.0016928516084226	0.0	1.0	257731.95876288656	snoRNA	Pol II
chr15	25065024	25065122	RNA323	98	23	1.981226076800312e-05	1.4696799553348685e-05	1.0	234693.8775510204	snoRNA	Pol II
chr15	25070430	25070527	RNA324	97	23	2.684433880146498e-05	1.4698100130772218e-05	1.0	237113.40206185565	snoRNA	Pol II
chr15	25074112	25074216	RNA325	104	27	1.974111101945809e-05	1.4696799553348685e-05	1.0	259615.38461538465	snoRNA	Pol II
chr15	25075927	25076021	RNA326	94	21	0.0479172854792999	1.4697199731017465e-05	0.9523809523809524	223404.2553191489	snoRNA	Pol II
chr15	25077049	25077143	RNA327	94	18	3.269447769424342e-05	1.4714350072608797e-05	1.0	191489.36170212764	snoRNA	Pol II
chr15	25079056	25079150	RNA328	94	14	0.0015842468085013	0.0	1.0	148936.17021276595	snoRNA	Pol II
chr15	25080140	25080234	RNA329	94	24	1.776849603629315e-05	7.349050065386109e-06	1.0	255319.14893617015	snoRNA	Pol II
chr15	25081285	25081379	RNA330	94	15	6.272402727820017e-05	1.4698999621032272e-05	1.0	159574.4680851064	snoRNA	Pol II
chr15	25082766	25082860	RNA331	94	20	9.555040014674888e-06	0.0	1.0	212765.9574468085	snoRNA	Pol II
chr15	25083586	25083680	RNA332	94	27	2.939828509287527e-05	1.470159986638464e-05	1.0	287234.04255319154	snoRNA	Pol II
chr15	25085383	25085477	RNA333	94	23	0.0155860616468208	1.4697699953103438e-05	0.9565217391304348	244680.8510638298	snoRNA	Pol II
chr15	25087660	25087754	RNA334	94	23	0.0435577975062108	1.4698500308440998e-05	0.9565217391304348	244680.8510638298	snoRNA	Pol II
chr15	25088802	25088896	RNA335	94	0				0.0	snoRNA	Pol II
chr15	25089921	25090015	RNA336	94	20	0.0502821864302859	1.469744984206045e-05	0.95	212765.9574468085	snoRNA	Pol II
chr15	25091784	25091878	RNA337	94	24	0.0002168284845159	0.0	1.0	255319.14893617015	snoRNA	Pol II
chr15	25094035	25094129	RNA338	94	22	0.0002411934401607	1.4696999642183076e-05	1.0	234042.55319148937	snoRNA	Pol II
chr15	25097661	25097755	RNA339	94	17	2.6805106726357856e-05	0.0	1.0	180851.06382978725	snoRNA	Pol II
chr15	25099497	25099595	RNA340	98	22	0.0001456560275982	1.4699399798701052e-05	1.0	224489.7959183673	snoRNA	Pol II
chr15	25101573	25101667	RNA341	94	16	0.0001350687007288	0.0	1.0	170212.7659574468	snoRNA	Pol II
chr15	25104640	25104733	RNA342	93	17	0.0001755700361493	0.0	1.0	182795.6989247312	snoRNA	Pol II
chr15	25106519	25106604	RNA343	85	17	7.782241107848035e-06	0.0	1.0	200000.0	snoRNA	Pol II
chr15	25108267	25108352	RNA344	85	10	1.782652998372214e-05	1.4702250155096408e-05	1.0	117647.0588235294	snoRNA	Pol II
chr15	25170722	25170804	RNA345	82	20	0.0001161233574293	1.469744984206045e-05	1.0	243902.43902439025	snoRNA	Pol II
chr15	25172634	25172716	RNA346	82	13	9.497287646808624e-05	1.4696799553348685e-05	1.0	158536.58536585365	snoRNA	Pol II
chr15	25174926	25175008	RNA347	82	28	0.00102550235111	1.4707999980601016e-05	1.0	341463.4146341464	snoRNA	Pol II
chr15	25176831	25176913	RNA348	82	22	0.0003249219155556	7.364400062215282e-06	1.0	268292.68292682926	snoRNA	Pol II
chr15	25178737	25178819	RNA349	82	21	0.0036272767517965	0.0	0.9523809523809524	256097.56097560973	snoRNA	Pol II
chr15	25180496	25180578	RNA350	82	35	0.0286561007738522	1.4739300240762532e-05	0.9714285714285714	426829.2682926829	snoRNA	Pol II
chr15	25182384	25182466	RNA351	82	20	0.0002450547044645	7.373550033662468e-06	1.0	243902.43902439025	snoRNA	Pol II
chr15	25184305	25184387	RNA352	82	22	0.0425974304584997	1.4750099580851384e-05	0.9545454545454546	268292.68292682926	snoRNA	Pol II
chr15	25185630	25185712	RNA353	82	9	6.537499959651743e-06	0.0	1.0	109756.0975609756	snoRNA	Pol II
chr15	25187535	25187616	RNA354	81	18	1.5515983300752447e-05	1.469744984206045e-05	1.0	222222.22222222225	snoRNA	Pol II
chr15	25189413	25189495	RNA355	82	21	0.0021663277537386	1.4698500308440998e-05	1.0	256097.56097560973	snoRNA	Pol II
chr15	25193320	25193402	RNA356	82	28	0.0317656775950711	1.4698999621032272e-05	0.9642857142857144	341463.4146341464	snoRNA	Pol II
chr15	25194920	25195001	RNA357	81	20	0.1500051471751248	0.0	0.85	246913.5802469136	snoRNA	Pol II
chr15	25197575	25197656	RNA358	81	21	0.0012968904213613	0.0	1.0	259259.25925925924	snoRNA	Pol II
chr15	25199447	25199529	RNA359	82	21	5.458758169836045e-05	0.0	1.0	256097.56097560973	snoRNA	Pol II
chr15	25201322	25201404	RNA360	82	0				0.0	snoRNA	Pol II
chr15	25206261	25206343	RNA361	82	21	0.0484743196229828	1.4696799553348685e-05	0.9523809523809524	256097.56097560973	snoRNA	Pol II
chr15	25208082	25208163	RNA362	81	19	0.00137860964658	1.4696799553348685e-05	1.0	234567.9012345679	snoRNA	Pol II
chr15	25209917	25209999	RNA363	82	19	4.56403681470704e-05	1.469549988541985e-05	1.0	231707.31707317077	snoRNA	Pol II
chr15	25211795	25211877	RNA364	82	14	0.0003590738062614	1.4696349808218656e-05	1.0	170731.7073170732	snoRNA	Pol II
chr15	25213658	25213729	RNA365	71	22	0.0001135726192015	1.4696349808218656e-05	1.0	309859.15492957743	snoRNA	Pol II
chr15	25215540	25215622	RNA366	82	19	0.0539932885208384	1.4698100130772218e-05	0.9473684210526316	231707.31707317077	snoRNA	Pol II
chr15	25218616	25218698	RNA367	82	22	0.0005924972086755	0.0	1.0	268292.68292682926	snoRNA	Pol II
chr15	25220502	25220578	RNA368	76	18	0.0002849468616861	0.0	1.0	236842.1052631579	snoRNA	Pol II
chr15	25222353	25222427	RNA369	74	16	1.6535399993244937e-05	7.348399776674342e-06	1.0	216216.21621621624	snoRNA	Pol II
chr15	25225202	25225284	RNA370	82	19	2.475250001129311e-05	1.4696400285174605e-05	1.0	231707.31707317077	snoRNA	Pol II
chr15	25227108	25227190	RNA371	82	20	1.543210514682869e-05	1.469724975322606e-05	1.0	243902.43902439025	snoRNA	Pol II
chr15	25228966	25229048	RNA372	82	26	1.130554609027548e-05	0.0	1.0	317073.1707317073	snoRNA	Pol II
chr15	25230837	25230919	RNA373	82	22	6.414501703229951e-05	7.348849976551719e-06	1.0	268292.68292682926	snoRNA	Pol II
chr15	25232386	25232468	RNA374	82	22	4.009234556756767e-05	1.469785001972923e-05	1.0	268292.68292682926	snoRNA	Pol II
chr15	25234246	25234328	RNA375	82	24	7.961556085925966e-05	1.4697699953103438e-05	1.0	292682.9268292683	snoRNA	Pol II
chr15	25237985	25238067	RNA376	82	17	7.348439489492282e-05	0.0	1.0	207317.0731707317	snoRNA	Pol II
chr15	25239837	25239919	RNA377	82	26	3.108717737631679e-05	0.0	1.0	317073.1707317073	snoRNA	Pol II
chr15	25241745	25241827	RNA378	82	19	1.547344723611747e-05	0.0	1.0	231707.31707317077	snoRNA	Pol II
chr15	25243613	25243695	RNA379	82	29	0.0334178037292703	0.0	0.9655172413793104	353658.53658536583	snoRNA	Pol II
chr15	25245477	25245559	RNA380	82	21	7.698633236854913e-06	0.0	1.0	256097.56097560973	snoRNA	Pol II
chr15	25247344	25247426	RNA381	82	23	2.364574760102123e-05	0.0	1.0	280487.80487804883	snoRNA	Pol II
chr15	25250858	25250940	RNA382	82	22	0.0006286590516372	1.469744984206045e-05	1.0	268292.68292682926	snoRNA	Pol II
chr15	25266590	25266661	RNA383	71	12	7.349116685873014e-06	7.348200142587302e-06	1.0	169014.08450704225	snoRNA	Pol II
chr15	25269782	25269858	RNA384	76	11	2.2714427690185733e-05	1.4697699953103438e-05	1.0	144736.84210526315	snoRNA	Pol II
chr15	36972820	36972901	RNA385	81	20	0.0004670896113566	1.47024002217222e-05	1.0	246913.5802469136	pre_miRNA	Pol II
chr15	43793658	43793759	RNA386	101	12	4.900275068090802e-06	0.0	1.0	118811.8811881188	pre_miRNA	Pol II
chr15	45537250	45537379	RNA387	129	24	6.125079115311867e-06	0.0	1.0	186046.51162790696	snoRNA	Pol II
chr15	50360328	50360410	RNA388	82	14	1.050194298711306e-05	0.0	1.0	170731.7073170732	pre_miRNA	Pol II
chr15	51314031	51314107	RNA389	76	15	1.669340047859067e-05	0.0	1.0	197368.4210526316	pre_miRNA	Pol II
chr15	52277116	52277200	RNA390	84	15	1.975971996822822e-05	0.0	1.0	178571.42857142858	pre_miRNA	Pol II
chr15	57278566	57278657	RNA391	91	11	1.3377445611695292e-05	0.0	1.0	120879.12087912088	snoRNA	Pol II
chr15	59171182	59171262	RNA392	80	13	0.0001459915040938	1.470460028940579e-05	1.0	162500.0	pre_miRNA	Pol II
chr15	62304657	62304734	RNA393	77	15	5.879067399896827e-05	0.0	1.0	194805.19480519483	pre_miRNA	Pol II
chr15	65285460	65285591	RNA394	131	22	0.00019042823169	1.4698749964736637e-05	1.0	167938.93129770993	snoRNA	Pol II
chr15	65696832	65696936	RNA395	104	17	0.0588417044883124	1.4704200111737007e-05	0.9411764705882352	163461.53846153847	snoRNA	Pol II
chr15	66347205	66347342	RNA396	137	19	0.0004355634190161	1.4697699953103438e-05	1.0	138686.13138686132	scaRNA	Pol II
chr15	66496957	66497034	RNA397	77	19	1.3926179044091612e-05	0.0	1.0	246753.2467532468	pre_miRNA	Pol II
chr15	66502810	66502910	RNA398	100	28	6.404933027884407e-05	1.469764993089484e-05	1.0	280000.0	snoRNA	Pol II
chr15	67839938	67840045	RNA399	107	95	0.0001982252943554	1.4707999980601016e-05	1.0	887850.4672897196	snRNA	Pol III
chr15	70079371	70079468	RNA400	97	33	0.0004214998993892	1.640959999349434e-05	1.0	340206.1855670103	pre_miRNA	Pol II
chr15	80841977	80842073	RNA401	96	19	2.0138326171461943e-05	0.0	1.0	197916.66666666663	pre_miRNA	Pol II
chr15	82755944	82756071	RNA402	127	14	1.5747507469697523e-05	0.0	1.0	110236.22047244094	scaRNA	Pol II
chr15	89335072	89335145	RNA403	73	84	1.977042378105656e-05	1.4696400285174605e-05	1.0	1150684.9315068494	tRNA	Pol III
chr15	89850636	89850721	RNA404	84	19	0.0526408683315725	0.0	0.9473684210526316	226190.47619047615	pre_miRNA	Pol II
chr16	636735	636806	RNA405	71	69	0.0001680889314308	1.4699399798701052e-05	1.0	971830.985915493	tRNA	Pol III
chr16	1962333	1962466	RNA406	133	59	0.0003201462804238	1.4696400285174605e-05	1.0	443609.02255639096	snoRNA	Pol II
chr16	1962972	1963106	RNA407	134	51	3.919994339287109e-05	0.0	1.0	380597.01492537314	snoRNA	Pol II
chr16	1965183	1965310	RNA408	127	36	4.083198710860375e-05	0.0	1.0	283464.56692913384	snoRNA	Pol II
chr16	2155022	2155105	RNA409	83	22	1.3360995291637294e-05	0.0	1.0	265060.24096385547	snoRNA	Pol II
chr16	2271746	2271840	RNA410	94	30	3.97209005617054e-05	1.470910001444281e-05	1.0	319148.9361702128	pre_miRNA	Pol II
chr16	2796407	2796532	RNA411	125	29	0.0344913729130549	1.469549988541985e-05	0.9655172413793104	232000.0	snoRNA	Pol II
chr16	3152899	3152972	RNA412	73	105	6.733879848373142e-05	1.4698500308440998e-05	1.0	1438356.1643835616	tRNA	Pol III
chr16	3157404	3157477	RNA413	73	115	0.0006373533663819	1.4697199731017465e-05	1.0	1575342.465753425	tRNA	Pol III
chr16	3164937	3165010	RNA414	73	32	0.1365560649877295	1.4699399798701052e-05	0.84375	438356.1643835616	tRNA	Pol III
chr16	3180553	3180626	RNA415	73	95	0.0237848224944556	1.4701099644298664e-05	0.968421052631579	1301369.8630136987	tRNA	Pol III
chr16	3191500	3191573	RNA416	73	68	0.015167192755491	1.4698999621032272e-05	0.9852941176470588	931506.8493150685	tRNA	Pol III
chr16	3191988	3192060	RNA417	72	100	0.0100679359810692	1.4705050034535816e-05	0.98	1388888.8888888888	tRNA	Pol III
chr16	3193917	3193990	RNA418	73	53	0.0191739269135929	1.4698500308440998e-05	0.9433962264150944	726027.397260274	tRNA	Pol III
chr16	14285892	14285964	RNA419	72	52	0.0001303070279076	1.4698100130772218e-05	1.0	722222.2222222222	tRNA	Pol III
chr16	16309878	16309966	RNA420	0	0					pre_miRNA	Pol II
chr16	22195710	22195792	RNA421	82	107	2.568876918354077e-05	1.4698999621032272e-05	1.0	1304878.048780488	tRNA	Pol III
chr16	30419624	30419759	RNA422	135	23	2.747902153319159e-05	0.0	1.0	170370.37037037036	snoRNA	Pol II
chr16	30710536	30710665	RNA423	129	20	2.058119016510318e-05	1.4698950053571023e-05	1.0	155038.75968992247	snoRNA	Pol II
chr16	56858517	56858601	RNA424	84	13	2.148416122228398e-05	0.0	1.0	154761.90476190476	pre_miRNA	Pol II
chr16	57299950	57300033	RNA425	83	113	0.0001279743589768	1.469549988541985e-05	1.0	1361445.7831325305	tRNA	Pol III
chr16	58548498	58548633	RNA426	135	29	1.9767321081696508e-05	0.0	1.0	214814.81481481483	snoRNA	Pol II
chr16	58559795	58559931	RNA427	136	18	1.306623906000536e-05	0.0	1.0	132352.9411764706	snoRNA	Pol II
chr16	69708571	69708675	RNA428	104	17	1.4714841199747752e-05	1.4707599802932236e-05	1.0	163461.53846153847	snoRNA	Pol II
chr16	70529508	70529588	RNA429	80	25	1.058452391589526e-05	0.0	1.0	312500.0	snoRNA	Pol II
chr16	70538004	70538098	RNA430	94	21	0.047620442252472	1.469590006308863e-05	0.9523809523809524	223404.2553191489	snoRNA	Pol II
chr16	70778210	70778281	RNA431	71	42	3.605046168514964e-05	1.4698950053571023e-05	1.0	591549.2957746478	tRNA	Pol III
chr16	70788693	70788764	RNA432	71	20	0.0496581472876187	2.2049349809094565e-05	0.95	281690.1408450704	tRNA	Pol III
chr16	71426492	71426565	RNA433	73	95	5.183242825104556e-05	1.4696799553348685e-05	1.0	1301369.8630136987	tRNA	Pol III
chr16	71698566	71698701	RNA434	135	28	0.0357400126573078	1.4699199709866662e-05	0.9642857142857144	207407.4074074074	snoRNA	Pol II
chr16	71758401	71758487	RNA435	86	16	1.7453406030650444e-05	0.0	1.0	186046.51162790696	snoRNA	Pol II
chr16	73478316	73478389	RNA436	73	96	0.0001176047615937	1.4706699857924832e-05	1.0	1315068.4931506847	tRNA	Pol III
chr16	81385017	81385093	RNA437	76	24	1.0412612558260056e-05	0.0	1.0	315789.4736842105	pre_miRNA	Pol II
chr16	82688930	82689019	RNA438	89	26	0.0004670749820154	1.4698100130772218e-05	1.0	292134.8314606742	pre_miRNA	Pol II
chr16	87384021	87384094	RNA439	73	46	1.5017513127848202e-05	7.347950031544315e-06	1.0	630136.9863013698	tRNA	Pol III
chr16	89561429	89561501	RNA440	72	22	3.808726784303457e-05	0.0	1.0	305555.5555555556	snoRNA	Pol II
chr17	1022475	1022559	RNA441	84	23	0.0326323117255726	1.4708500202686992e-05	0.9130434782608696	273809.52380952385	pre_miRNA	Pol II
chr17	1713902	1713987	RNA442	85	7	6.299114180105139e-06	0.0	1.0	82352.94117647059	pre_miRNA	Pol II
chr17	2329124	2329210	RNA443	86	15	7.8408599923326e-06	0.0	1.0	174418.6046511628	snoRNA	Pol II
chr17	2330278	2330370	RNA444	92	19	1.2376831459972126e-05	0.0	1.0	206521.7391304348	snoRNA	Pol II
chr17	7574712	7574847	RNA445	135	31	0.0002067433779009	0.0	1.0	229629.62962962964	snoRNA	Pol II
chr17	7576810	7576952	RNA446	142	34	6.786768335586447e-05	0.0	1.0	239436.61971830984	snoRNA	Pol II
chr17	7577954	7578091	RNA447	137	29	2.8887848484683938e-05	1.4698500308440998e-05	1.0	211678.8321167883	snoRNA	Pol II
chr17	7906122	7906260	RNA448	138	27	2.1796359592199915e-05	1.4705399735248648e-05	1.0	195652.1739130435	scaRNA	Pol II
chr17	8120313	8120395	RNA449	82	72	2.1230891838460587e-05	1.4696599919261644e-05	1.0	878048.7804878049	tRNA	Pol III
chr17	8138880	8138962	RNA450	82	54	1.1159281459387988e-05	1.4694649962621044e-05	1.0	658536.5853658537	tRNA	Pol III
chr17	8139451	8139525	RNA451	74	63	0.0003687446274015	1.4698100130772218e-05	1.0	851351.3513513514	tRNA	Pol III
chr17	8144993	8145071	RNA452	78	17	0.0002240425394441	1.4707599802932236e-05	1.0	217948.71794871797	pre_miRNA	Pol II
chr17	8173451	8173588	RNA453	137	250	0.0105885928730021	2.9398799597402103e-05	0.988	1824817.5182481755	snoRNA	Pol II
chr17	8187159	8187233	RNA454	74	76	3.0750749470153665e-05	1.4696349808218656e-05	1.0	1027027.027027027	tRNA	Pol III
chr17	8220868	8220940	RNA455	72	61	1.6629886916040284e-05	1.4697699953103438e-05	1.0	847222.2222222222	tRNA	Pol III
chr17	8221547	8221619	RNA456	72	93	4.963127036804857e-05	1.470159986638464e-05	1.0	1291666.6666666667	tRNA	Pol III
