Chromosome,Start,End,Length_exon1,Length_exon2,Strand,GeneID
chr19,27790492,27793940,409,233,-,URS0000BC4504_9606
chr19,27793430,28024969,179,79,+,URS000075BAA8_9606
chr19,29287008,29525750,327,80,-,URS00025E34A3_9606
chr19,31167509,31207663,80,149,+,URS0000BC45D7_9606
chr19,32025860,32039855,147,311,+,URS000075A5AA_9606
chr19,32390049,32405539,549,118,-,URS000075A922_9606
chr19,32686919,32691764,402,349,-,URS00025F33C9_9606
chr19,34816153,34832869,145,207,-,URS000075E913_9606
chr19,34849050,34860654,481,126,-,URS0002617869_9606
chr19,34892027,34898943,91,114,-,URS000044FE79_9606
chr19,37497164,37507087,249,195,-,URS000075CA15_9606
chr19,38596346,38601694,90,143,+,URS0000A76C16_9606
chr19,42132628,42137099,133,124,+,URS000075DBF1_9606
chr19,43328989,43331544,201,519,-,URS00022B6D68_9606
chr19,43901903,43927764,241,113,+,URS00025E5E57_9606
chr19,45085328,45090391,323,312,-,URS0000A76ADA_9606
chr19,49856464,49859289,84,255,-,URS000075D2AE_9606
chr19,50050588,50066795,606,200,+,URS0000A7721A_9606
chr19,51415723,51418196,409,208,+,URS0000EEACAF_9606
chr19,56393675,56399170,378,225,+,URS0000759FAC_9606
chr19,56477873,56495436,508,1274,+,URS000075E697_9606
chr19,58559185,58574797,224,83,+,URS000075B500_9606
chr2,949634,951392,108,476,-,URS0000A766BB_9606
chr2,6649106,6650519,414,275,-,URS0000759DD2_9606
chr2,19868853,19885047,99,118,+,URS000075EEFA_9606
chr2,20052113,20054501,381,217,+,URS00022B900E_9606
chr2,24972111,25039694,121,131,+,URS000075C5C5_9606
chr2,32557520,32574818,236,352,-,URS00007E504B_9606
chr2,36354748,36355570,483,233,-,URS000075E106_9606
chr2,37599890,37613087,472,915,+,URS00022B618C_9606
chr2,38131104,38181851,86,104,+,URS000075B013_9606
chr2,38458637,38515740,294,204,-,URS000075B9E5_9606
chr2,39437414,39601344,121,94,+,URS00005B9820_9606
chr2,41935367,41953806,80,321,-,URS0000E60A75_9606
chr2,43097745,43102445,411,295,-,URS0000CCDFD5_9606
chr2,45174340,45254941,275,146,-,URS000075D120_9606
chr2,46392292,46394167,150,233,-,URS0000BC44DE_9606
chr2,46429189,46441833,90,100,+,URS000075AA12_9606
chr2,46568256,46580238,204,1314,-,URS000075B64E_9606
chr2,46816667,46822660,245,186,+,URS000075B300_9606
chr2,60359214,60383036,94,120,-,URS00008E39B6_9606
chr2,61471369,61483935,439,284,+,URS00025EDAE9_9606
chr2,64901839,64932447,103,145,-,URS000075C780_9606
chr2,65030719,65038258,93,314,+,URS00022B1598_9606
chr2,66423342,66433470,180,80,-,URS000075A690_9606
chr2,67086445,67289244,110,196,+,URS000075A0A5_9606
chr2,68834956,68837724,278,343,+,URS00025EC7ED_9606
chr2,69789549,69798998,211,149,-,URS000194B0DB_9606
chr2,73957967,73981439,331,240,-,URS000075AA95_9606
chr2,74385502,74393881,248,85,+,URS0000D77F4C_9606
chr2,87455487,87767359,158,177,+,URS0000EF3F1C_9606
chr2,88627828,88631825,904,426,+,URS0000A769B7_9606
chr2,95807062,95814900,239,92,-,URS00007E40C8_9606
chr2,96208415,96242623,564,195,+,URS000075C0AB_9606
chr2,100603738,100609358,152,199,+,URS0000BC45A9_9606
chr2,104434346,104512757,177,438,+,URS000075D0D1_9606
chr2,104488455,104510509,177,321,-,URS000075B28B_9606
chr2,107529418,107556496,281,120,+,URS0000BC455B_9606
chr2,107823063,107826769,89,458,-,URS000075E4D9_9606
chr2,108167746,108217841,148,226,-,URS00005ED704_9606
chr2,109986968,109996281,222,889,+,URS000075EE95_9606
chr2,113236268,113267023,354,140,+,URS000075ED93_9606
chr2,113979568,114007310,560,292,+,URS000075CA32_9606
chr2,123066155,123073481,330,198,-,URS0000BC45AB_9606
chr2,127388183,127400580,128,118,+,URS00022B1D7B_9606
chr2,131983785,132037900,113,183,-,URS0000BC43AA_9606
chr2,138601598,138613251,886,496,+,URS00025E3421_9606
chr2,144667966,145076724,142,183,+,URS000075B9B4_9606
chr2,146682288,146879727,258,190,+,URS00025EA21A_9606
chr2,156020534,156254931,154,92,-,URS00007E3E6D_9606
chr2,160257718,160271895,176,328,-,URS000075E363_9606
chr2,162074856,162077932,79,134,+,URS0000BC43FF_9606
chr2,173197712,173282036,355,108,-,URS000075CC9C_9606
chr2,174326026,174330642,1384,380,+,URS000075E2AF_9606
chr2,174487379,174488445,150,411,+,URS00022B49EF_9606
chr2,176178165,176179009,88,585,+,URS000075CA0B_9606
chr2,178413658,178440243,455,296,+,URS000075DD89_9606
chr2,185719873,185740477,99,109,-,URS000075BFE2_9606
chr2,188733737,188790123,261,1212,-,URS0000E60A05_9606
chr2,189762779,189765556,213,702,+,URS000075EA04_9606
chr2,206203374,206266243,303,147,+,URS000075B457_9606
chr2,207260444,207271064,123,193,+,URS0000BC44E4_9606
chr2,208255232,208256194,199,292,+,URS000075BD60_9606
chr2,210324711,210470333,123,87,+,URS0000759A9C_9606
chr2,215274989,215277947,151,76,+,URS00025E358A_9606
chr2,217284018,217756593,126,1218,-,URS0000CCDF88_9606
chr2,218976283,218977922,639,441,+,URS000075A844_9606
chr2,222298146,222305217,227,1472,+,URS0000DBA68C_9606
chr2,222318470,222321722,900,256,+,URS0000A7644B_9606
chr2,228483262,228611395,144,183,-,URS0000CCE0B1_9606
chr2,231508425,231514339,258,106,-,URS000075E41B_9606
chr2,236391073,236392373,395,79,+,URS00025E356C_9606
chr2,240449378,240456700,104,312,-,URS0000E60B3F_9606
chr20,2206927,2213151,592,243,+,URS0000E60B17_9606
chr20,3808493,3812434,109,118,+,URS000075AC7B_9606
chr20,4193089,4195953,157,97,+,URS000075ECD9_9606
chr20,5431955,5445748,246,175,-,URS000075A287_9606
chr20,6730740,6736136,360,86,-,URS0000BC458C_9606
chr20,9986332,10007116,187,604,+,URS000075C373_9606
chr20,12950339,12951627,422,177,+,URS000075D4FE_9606
chr20,13237419,13239687,235,121,-,URS000075AFFD_9606
chr20,18787970,18794584,417,139,-,URS000075A4FE_9606
chr20,18809350,18830203,185,83,-,URS0000E60A24_9606
chr20,22054089,22074654,195,250,+,URS000075F04E_9606
chr20,22560553,22578642,133,92,-,URS000075C45D_9606
chr20,22667292,22685344,229,160,-,URS0000BC445A_9606
chr20,23125068,23132636,138,201,-,URS000075E87C_9606
chr20,23356593,23358127,173,87,-,URS000075A94E_9606
chr20,25624044,25678072,91,118,+,URS00007E3D08_9606
chr20,26187018,26209233,111,75,-,URS0000759F7F_9606
chr20,26249853,26251425,163,243,-,URS00008C2A01_9606
chr20,32587478,32608892,78,184,+,URS000075C569_9606
chr20,35433028,35434651,135,800,+,URS0000E60AD7_9606
chr20,35476202,35491005,150,473,-,URS00025EE1F4_9606
chr20,36147280,36155760,165,192,-,URS0000BC44E5_9606
chr20,36507701,36573275,364,103,-,URS000075AB8D_9606
chr20,38446653,38450921,359,158,+,URS000075E4A3_9606
chr20,41097993,41138000,287,110,-,URS0000759E22_9606
chr20,43894717,43895468,80,446,+,URS0000A76B30_9606
chr20,44211085,44226027,406,116,+,URS000075B4B5_9606
chr20,44711860,44746227,264,116,-,URS00008E399E_9606
chr20,44963798,44966458,342,124,-,URS000075CC20_9606
chr20,46013500,46022073,551,119,-,URS00003FB8AF_9606
chr20,47382765,47411394,127,141,-,URS0000BC43A9_9606
chr20,47980092,47990117,103,136,-,URS000075E74C_9606
chr20,47983225,47984313,296,332,+,URS000075B139_9606
chr20,48359910,48370638,240,309,+,URS000075AAA5_9606
chr20,50163327,50166229,200,796,-,URS00025E684C_9606
chr20,57384159,57393056,778,756,-,URS0000BC45A2_9606
chr20,58515378,58619892,362,96,+,URS000075A519_9606
chr20,61079063,61080179,267,200,+,URS000075BFD7_9606
chr20,62550451,62570764,587,202,+,URS00007D2BE9_9606
chr20,62663026,62666621,237,151,-,URS000075A1F5_9606
chr21,5553636,5592004,202,165,+,URS00021231C9_9606
chr21,5553667,5592004,171,165,+,URS0002123133_9606
chr21,14816837,14918668,498,167,-,URS0000BC4618_9606
chr21,17438889,17449185,108,170,+,URS000075A936_9606
chr21,20256861,20258685,134,485,-,URS0000CCDF9F_9606
chr21,24428739,24547942,165,104,+,URS0000A773AE_9606
chr21,25562144,25575168,113,85,+,URS000075EA4E_9606
chr21,29496046,29500382,192,210,+,URS0000BC4650_9606
chr21,29596039,29630747,739,125,+,URS000075D82C_9606
chr21,29748174,29764006,126,312,+,URS000075B565_9606
chr21,31559232,31560487,363,471,+,URS000212321F_9606
chr21,32958887,32960564,202,372,+,URS0000A76FE9_9606
chr21,33165469,33170236,96,138,-,URS000075CA4D_9606
chr21,33265631,33266260,198,271,-,URS000075CF5F_9606
chr21,38054010,38121360,233,102,-,URS0000BC43FE_9606
chr21,38121450,38156511,151,357,+,URS000075D1D9_9606
chr21,39597147,39612822,526,83,-,URS000075B4E2_9606
chr21,41679301,41697336,209,146,+,URS000075D618_9606
chr21,41716435,41717582,109,174,+,URS000075E5EF_9606
chr21,42599403,42615095,243,1445,-,URS000081210A_9606
chr21,43358054,43362349,1458,1432,-,URS00008E39FD_9606
chr21,44485570,44491142,660,749,+,URS0000D78084_9606
chr21,44802240,44804716,396,970,+,URS000075B98B_9606
chr21,44933283,44939913,321,264,-,URS0000759A06_9606
chr21,45288051,45297354,193,88,+,URS000075D064_9606
chr22,17121594,17132104,445,117,+,URS000075CC25_9606
chr22,17159388,17165445,449,177,+,URS000075A859_9606
chr22,24438276,24495074,385,171,-,URS00008E39D5_9606
chr22,26512531,26514567,503,1156,+,URS0000A76908_9606
chr22,27221349,27224679,157,79,-,URS0002123252_9606
chr22,27919375,27924963,170,161,+,URS000075C14D_9606
chr22,30008746,30080257,130,129,-,URS0000EEACE2_9606
chr22,31933520,31945362,130,127,-,URS0002123254_9606
chr22,31970822,32037199,90,88,+,URS0000BC44B7_9606
chr22,33724985,33750816,116,145,+,URS000075A914_9606
chr22,34756664,34997916,198,141,-,URS0000A774C0_9606
chr22,36847371,36870443,351,646,-,URS0000BC44BC_9606
chr22,41209120,41217627,597,1075,-,URS00004A8CFE_9606
chr22,42090932,42125349,249,304,+,URS000075D607_9606
chr22,45604431,45605647,247,327,-,URS0000812168_9606
chr22,46039906,46044868,260,137,-,URS000075B967_9606
chr22,46053845,46058522,75,99,+,URS000075A679_9606
chr22,50208459,50209542,332,310,-,URS00004A1D57_9606
chr3,4749193,4751590,645,817,-,URS0000757E01_9606
chr3,10759341,10764209,149,298,-,URS0000CCE095_9606
chr3,13476987,13480053,411,98,-,URS000075E905_9606
chr3,16536317,16541373,177,151,+,URS000075D67C_9606
chr3,17962551,18268918,143,120,+,URS0000E60B44_9606
chr3,23195070,23202993,130,344,-,URS0000A76D3C_9606
chr3,25383105,25384927,282,274,-,URS0000A764C1_9606
chr3,28575277,28758337,98,224,+,URS000075E5E8_9606
chr3,36820549,36822500,105,868,-,URS0000BC43B3_9606
chr3,40173146,40309698,376,160,-,URS000075C0E2_9606
chr3,42702540,42706765,189,84,+,URS0000BC45C0_9606
chr3,45678164,45688882,507,1026,-,URS000075C13B_9606
chr3,46416515,46423667,123,114,-,URS0000CCE052_9606
chr3,52239237,52241097,198,923,+,URS0000A76425_9606
chr3,63102687,63125061,112,120,+,URS000075DECA_9606
chr3,64684869,65011468,469,281,+,URS000075C89F_9606
chr3,67654696,67947712,406,94,+,URS000075E742_9606
chr3,71289757,71305854,214,124,+,URS00007E4596_9606
chr3,75435307,75512177,106,139,+,URS0000CCE09B_9606
chr3,81986141,82463675,240,102,+,URS0000BC454C_9606
chr3,107380475,107382159,237,233,-,URS00007E4DE2_9606
chr3,107883204,107928906,102,170,+,URS000075C324_9606
chr3,109101455,109110340,104,86,+,URS0000A77522_9606
chr3,111045317,111069959,170,208,-,URS000075AD49_9606
chr3,112736448,112749319,89,217,-,URS000075B2BB_9606
chr3,112802477,112820216,171,96,+,URS0000BC442A_9606
chr3,116709787,116717040,634,503,+,URS000075F0E1_9606
chr3,129316270,129324569,1075,379,+,URS0000759AE5_9606
chr3,130088865,130094304,157,91,-,URS0000BC4449_9606
chr3,130112527,130120579,217,256,+,URS0000EEE7A7_9606
chr3,131325091,131381475,143,96,-,URS00007598FE_9606
chr3,132721749,132874211,630,90,+,URS0000CCE05E_9606
chr3,134313497,134327944,120,1030,+,URS00025E81A1_9606
chr3,136841975,136862063,317,86,-,URS000075B4D1_9606
chr3,137771910,137780877,220,87,+,URS000075D823_9606
chr3,148280890,148399956,219,109,+,URS0000BC4617_9606
chr3,154024399,154121210,140,118,-,URS000075C1F4_9606
chr3,156747342,156817062,176,89,-,URS000075C503_9606
chr3,157089880,157101135,242,99,+,URS0000469D72_9606
chr3,160020648,160031423,96,277,+,URS000075D2C1_9606
chr3,170467284,170662123,112,103,+,URS0000A77752_9606
chr3,176604146,176635532,93,192,-,URS000075C55C_9606
chr3,177037404,177047923,340,89,+,URS000223167D_9606
chr3,179898193,179921899,158,161,+,URS000075C226_9606
chr3,183447650,183456012,297,435,+,URS000075D97B_9606
chr3,183807063,183810451,433,123,-,URS0000BC4564_9606
chr3,187447045,187449949,76,150,+,URS0000BC4492_9606
chr3,193618598,193627332,104,86,-,URS000075C845_9606
chr3,193840827,193844009,358,148,-,URS0000BC4453_9606
chr3,194203014,194250153,99,149,-,URS00004F6629_9606
chr3,194301199,194312804,204,271,-,URS000075A9B0_9606
chr3,194584267,194590832,181,122,+,URS000075DE24_9606
chr3,194632903,194645407,264,733,+,URS00025F3B1E_9606
chr3,195147870,195152856,235,615,+,URS000075AF6F_9606
chr3,198153205,198222513,204,151,+,URS0000ABD871_9606
chr4,4542130,4710937,345,170,+,URS000075B50B_9606
chr4,5525155,5527800,341,139,+,URS00007E356C_9606
chr4,9050175,9152589,246,451,-,URS000075BA24_9606
chr4,12223450,12251285,178,127,+,URS00007E4BD8_9606
chr4,14111967,14140052,210,182,+,URS000075B913_9606
chr4,17586266,17614585,444,107,-,URS0000E6DE80_9606
chr4,25160671,25198505,82,1038,+,URS00007599BF_9606
chr4,28996783,29014593,88,74,+,URS0000BC457F_9606
chr4,29214291,29221161,163,199,+,URS0000BC44FF_9606
chr4,31506543,31558821,282,96,+,URS0000BC4557_9606
chr4,31997377,32155406,445,216,+,URS00007E4D85_9606
chr4,34121410,34269747,125,140,-,URS0000BC45FC_9606
chr4,38564002,38573960,114,166,+,URS0000BC43CB_9606
chr4,39639139,39666879,117,99,+,URS0000E7666D_9606
chr4,41879521,41882611,132,1292,-,URS000075BB76_9606
chr4,43457535,43492543,108,230,-,URS0000BC4420_9606
chr4,52659405,52661498,271,607,+,URS000075BD2C_9606
chr4,55373636,55388497,324,120,+,URS00021EF8E0_9606
chr4,56701544,56703971,131,176,-,URS00022B22D7_9606
chr4,61143655,61153651,120,228,+,URS0000BC4548_9606
chr4,64914280,65004500,98,141,-,URS000075C0D6_9606
chr4,75081925,75084708,120,432,-,URS0000BC456A_9606
chr4,75980789,76005941,176,639,+,URS00007E3E03_9606
chr4,86119805,86219926,78,618,+,URS000075C0BC_9606
chr4,86924892,86934850,365,149,-,URS000075D11F_9606
chr4,88284929,88331421,132,76,+,URS0000A76A54_9606
chr4,102829313,102844106,186,75,+,URS0000812122_9606
chr4,108172119,108176430,939,101,+,URS000075CA92_9606
chr4,111826390,112112273,85,102,-,URS00021F3545_9606
chr4,117360651,117372735,158,106,+,URS0000BC4421_9606
chr4,128428015,128519396,283,165,+,URS00007E40B4_9606
chr4,132591088,132678500,188,135,+,URS00007E45C1_9606
chr4,133093860,133149116,88,78,-,URS00007E48C3_9606
chr4,134423867,134545504,89,231,+,URS0000BC4474_9606
chr4,135113084,135123559,78,120,-,URS0000BC4651_9606
chr4,135866983,135888093,123,96,-,URS000075C1CB_9606
chr4,138089013,138178177,293,147,+,URS000075F088_9606
chr4,139451674,139454041,357,1257,-,URS0000E60A68_9606
chr4,139618135,139623257,157,966,-,URS00022B090A_9606
chr4,146109454,146121913,168,174,-,URS000075EB78_9606
chr4,173530370,173541932,169,112,+,URS0000A76676_9606
chr4,176875701,176880600,152,534,+,URS0000BC4457_9606
chr4,177728756,177990750,261,113,+,URS000075A50F_9606
chr4,181064089,181159149,74,127,-,URS000075A4B6_9606
chr4,181261015,181265029,85,553,-,URS0000BC45A4_9606
chr4,183494736,183504515,340,110,-,URS000075CD31_9606
chr4,184506459,184537583,82,89,-,URS0000BC43EE_9606
chr4,184843295,184851254,346,105,-,URS00025E802B_9606
chr4,187201985,187212875,157,261,+,URS0000BC463E_9606
chr4,187532877,187672641,80,77,-,URS00004AEE93_9606
chr4,188455576,188601908,98,100,+,URS000075D257_9606
chr4,189863458,189940733,1075,137,-,URS00008E39EF_9606
chr4,189881514,189884867,383,208,+,URS0000BC453C_9606
chr5,470509,472965,287,1456,-,URS000075B559_9606
chr5,1883314,1884758,232,279,+,URS00022B4960_9606
chr5,5034358,5070002,179,129,+,URS0000759CE1_9606
chr5,9546199,9550297,331,160,+,URS000075CB75_9606
chr5,9854376,9857609,171,218,+,URS0000BC452F_9606
chr5,15191645,15266560,147,119,-,URS000075AFDD_9606
chr5,16129113,16141735,181,724,+,URS00025F7C3A_9606
chr5,17444009,17483946,225,142,+,URS0000556FCD_9606
chr5,17807273,17930489,121,98,+,URS0000A763B7_9606
chr5,20612624,20614758,82,420,-,URS0000BC4468_9606
chr5,29143502,29172975,227,127,+,URS00008121D8_9606
chr5,35938800,35939991,124,269,+,URS000075E6E5_9606
chr5,36221054,36221901,355,364,+,URS00021231C1_9606
chr5,36700880,36725204,91,172,-,URS00025E3C15_9606
chr5,37249045,37250646,176,250,+,URS0000A76C0B_9606
chr5,37840437,37875798,136,114,+,URS0000ABD86A_9606
chr5,38424854,38427376,285,227,-,URS0002123220_9606
chr5,40240346,40267656,90,122,+,URS000212319F_9606
chr5,43042133,43045268,1434,826,+,URS000075AC8D_9606
chr5,44495144,44510282,339,111,-,URS00008E3979_9606
chr5,61250560,61264929,153,181,-,URS0000BC448C_9606
chr5,61732789,61735698,74,150,-,URS000075E6FE_9606
chr5,80482799,80487946,169,96,-,URS00022AE7DA_9606
chr5,82850862,82859836,94,149,-,URS000075A721_9606
chr5,95852231,95860132,483,104,+,URS000075DFD6_9606
chr5,97840757,97923475,243,138,+,URS0000BC44F1_9606
chr5,98928561,99004021,81,83,+,URS0000CCE099_9606
chr5,109883181,109884903,103,100,+,URS0000ABD806_9606
chr5,111512225,111739726,283,217,+,URS00003CE153_9606
chr5,115956570,115958601,350,173,+,URS0000D780CF_9606
chr5,116574417,116611200,122,128,+,URS0000BC4452_9606
chr5,119011801,119070890,86,165,-,URS00002B6301_9606
chr5,132311274,132369916,74,215,-,URS000075A913_9606
chr5,132410928,132476044,113,118,+,URS0000E60A9C_9606
chr5,141046204,141078031,255,101,-,URS000075C966_9606
chr5,142745598,142760993,120,98,+,URS000075D08C_9606
chr5,147177034,147234859,147,175,-,URS0000BC4541_9606
chr5,149063316,149109787,358,109,+,URS000075B781_9606
chr5,154389768,154445822,85,119,-,URS000075E493_9606
chr5,160931778,160938626,173,120,-,URS000075CBF5_9606
chr5,172556724,172559014,76,229,-,URS0000BC4592_9606
chr5,174336353,174527139,223,112,+,URS00007E506F_9606
chr5,179859002,179861282,210,1253,+,URS0000A76CF9_9606
chr5,180684095,180686543,811,895,+,URS0000BC4482_9606
chr5,181191872,181194429,144,126,+,URS00025EFF10_9606
chr6,181464,205484,599,346,-,URS00002EA13A_9606
chr6,2245752,2413591,178,90,+,URS000075E18B_9606
chr6,4488797,4495771,233,169,+,URS0000BC4576_9606
chr6,12582767,12585404,301,740,-,URS0000BC440A_9606
chr6,13486260,13486771,193,91,+,URS0002123189_9606
chr6,21666412,22195820,233,253,+,URS0000CCE117_9606
chr6,22654159,22717924,204,545,-,URS0000A7779A_9606
chr6,27694078,27709157,148,104,+,URS000075BAE5_9606
chr6,28984748,28988567,236,203,+,URS0000ABD815_9606
chr6,29223972,29290440,79,315,+,URS0000A76F54_9606
chr6,30516265,30519580,346,868,+,URS0000BC44FD_9606
chr6,30742962,30743673,134,440,+,URS0000BC43FA_9606
chr6,30839527,30848159,193,114,-,URS0000A7648E_9606
chr6,31173734,31186317,292,261,-,URS000083C8B0_9606
chr6,31394288,31400470,417,929,-,URS0000BC4549_9606
chr6,31479917,31494794,541,1441,-,URS0000BC43BC_9606
chr6,31834915,31839760,285,200,+,URS0000E60A00_9606
chr6,33143323,33148815,271,93,+,URS0000A76B5C_9606
chr6,34696153,34697471,569,313,+,URS0000A777D1_9606
chr6,38481595,38482527,191,461,+,URS0000A76683_9606
chr6,43844875,43852333,157,109,-,URS0000BC4652_9606
chr6,43995723,44074652,156,74,-,URS00007E3D3D_9606
chr6,52577201,52583993,1192,235,+,URS000075D190_9606
chr6,54046818,54047594,303,341,-,URS0000BC44F0_9606
chr6,56843985,56864338,81,88,+,URS00007E4B2E_9606
chr6,70412827,70413958,122,235,-,URS0000BC43C8_9606
chr6,76522448,76593623,97,119,-,URS0000BC4480_9606
chr6,81813285,81814192,164,391,-,URS00007E4C9A_9606
chr6,84421032,84474929,103,114,-,URS00008E3A77_9606
chr6,96199839,96521721,81,120,-,URS00025E8BD3_9606
chr6,105137686,105169944,237,105,+,URS000075BC9B_9606
chr6,106695484,106699994,190,126,+,URS0000BC445F_9606
chr6,111483471,111602294,194,182,+,URS000075A5FA_9606
chr6,111900304,111909397,472,108,-,URS0000BC44CF_9606
chr6,113428539,113433447,111,439,-,URS0000BC45D4_9606
chr6,116460477,116463704,86,717,-,URS00025E343F_9606
chr6,124908245,124963027,205,168,-,URS000075EEB1_9606
chr6,133502251,133889006,403,75,-,URS0000759C5B_9606
chr6,134429029,134478897,695,110,-,URS00007E33EF_9606
chr6,135497800,135690838,200,84,+,URS000075A820_9606
chr6,137665645,137674554,94,79,+,URS00007E3CB1_9606
chr6,137943076,137945800,132,441,-,URS00025E356A_9606
chr6,137945347,137951803,119,663,+,URS0000BC4578_9606
chr6,138691667,138697288,301,155,+,URS000075DB5F_9606
chr6,138725214,138773703,189,122,-,URS0000E60A6D_9606
chr6,146841388,147204614,202,134,-,URS000075A035_9606
chr6,149027228,149032661,137,552,-,URS0000A776CA_9606
chr6,149243282,149257551,168,376,-,URS0000BC461A_9606
chr6,149863497,149919508,885,322,+,URS000075DCB9_9606
chr6,158817978,158822239,127,122,+,URS000075E0FC_9606
chr6,159165898,159170007,196,229,-,URS000075CD5F_9606
chr6,159240751,159243329,406,144,+,URS0002123164_9606
chr6,165939459,165988039,511,1307,-,URS000075D5B0_9606
chr6,167784538,167796859,251,147,-,URS000075EDEF_9606
chr7,144444,149438,110,87,-,URS0000A76531_9606
chr7,291228,294422,455,190,+,URS000194B0D5_9606
chr7,602844,608502,453,638,+,URS000075A91B_9606
chr7,1692808,1694325,148,1277,-,URS00007C2E15_9606
chr7,5072059,5073223,141,136,+,URS000075C759_9606
chr7,7550103,7566065,152,88,-,URS000075EE2C_9606
chr7,7949838,7968752,209,99,-,URS000075BA7C_9606
chr7,16210485,16270604,118,105,+,URS00007599CA_9606
chr7,20328300,20331762,113,93,-,URS000075BC59_9606
chr7,26372018,26376701,271,550,-,URS0000A76872_9606
chr7,26398568,26399652,453,407,+,URS0000BC4626_9606
chr7,27096093,27100258,295,269,+,URS000075CF47_9606
chr7,28979966,29013369,132,87,+,URS000075C32B_9606
chr7,30390884,30404054,151,111,+,URS000075A7FE_9606
chr7,39733567,39794623,477,267,+,URS000075CC82_9606
chr7,41693918,41779378,170,185,+,URS0000CCDF9A_9606
chr7,42661726,42706447,217,187,-,URS000075CCA7_9606
chr7,44039048,44042483,235,1209,+,URS000075BC76_9606
chr7,47795290,47819846,153,170,+,URS0000E60AF6_9606
chr7,64024417,64030102,106,76,-,URS000075A4F0_9606
chr7,65647009,65770810,344,87,-,URS00007E4026_9606
chr7,66376043,66400408,87,104,-,URS000075E19E_9606
chr7,66493690,66495474,522,220,+,URS0000A765C9_9606
chr7,74058904,74062287,78,1128,-,URS00025E6A20_9606
chr7,76549340,76627982,521,103,+,URS000075ECDB_9606
chr7,79453959,79467467,285,122,+,URS0000759965_9606
chr7,87151422,87152317,568,236,-,URS0000A77178_9606
chr7,92134562,92180725,520,185,+,URS000075D847_9606
chr7,94367211,94392192,75,129,-,URS0000BC4488_9606
chr7,100837313,100852614,101,266,-,URS0000BC459D_9606
chr7,101299612,101301346,254,578,+,URS0000BC450A_9606
chr7,101308306,101311338,242,855,+,URS0000A76561_9606
chr7,106775017,106795564,183,191,+,URS000212316C_9606
chr7,107742752,107744581,209,651,-,URS0000A76AC3_9606
chr7,108883973,108884587,161,276,-,URS00007BC1B0_9606
chr7,112618064,112620649,214,218,+,URS000075BC92_9606
chr7,116953847,116959817,262,219,+,URS0000CCE06E_9606
chr7,128455936,128469197,87,99,+,URS0000EF2F11_9606
chr7,130913463,130921946,162,141,+,URS000075E2F6_9606
chr7,131309742,131327779,166,131,-,URS000075C425_9606
chr7,143379154,143381025,760,955,-,URS0000E60A13_9606
chr7,143407812,143523447,74,132,+,URS000075E553_9606
chr7,149867693,149873862,639,155,-,URS000075E2F4_9606
chr7,151409160,151413046,222,85,+,URS000075B24D_9606
chr7,151806337,151810820,699,264,+,URS000212323E_9606
chr7,155356987,155367933,125,94,-,URS000075DC13_9606
chr7,155382075,155401782,240,162,+,URS0000BC4616_9606
chr7,157010856,157016424,451,536,+,URS000075D82B_9606
chr7,157854584,157866090,291,204,+,URS000075C020_9606
chr7,159008353,159026238,1085,1189,+,URS000075E164_9606
chr8,1761961,1764584,152,967,-,URS0000A773E6_9606
chr8,8100761,8227503,184,139,-,URS0000BC465B_9606
chr8,8414204,8424640,153,617,-,URS0000DB9AFA_9606
chr8,8456714,8461337,218,118,-,URS00022B9017_9606
chr8,11247263,11284031,181,133,-,URS0002123255_9606
chr8,11345747,11347516,220,893,-,URS0000BC4648_9606
chr8,12185735,12202526,1362,348,+,URS0000BC43AD_9606
chr8,12794239,12818291,178,329,+,URS0000ABD8C2_9606
chr8,23336207,23366125,1250,124,+,URS000075CE0C_9606
chr8,24490311,24514868,83,90,-,URS00007E4591_9606
chr8,29721259,29748109,95,268,-,URS0000CCE0F1_9606
chr8,29748308,29798492,271,116,+,URS00007E3400_9606
chr8,29921512,29953607,1137,285,+,URS000075C585_9606
chr8,38510833,38528662,340,104,-,URS0001981391_9606
chr8,42255322,42270961,311,144,-,URS00007E39E2_9606
chr8,51899314,51949874,532,124,+,URS00025E8980_9606
chr8,56518318,56559823,371,447,-,URS000075A7FC_9606
chr8,65161144,65180340,143,107,-,URS000075C711_9606
chr8,68303467,68331491,185,81,-,URS000075EA23_9606
chr8,69834086,69837833,120,1195,+,URS00022B288D_9606
chr8,70608576,70663278,257,82,+,URS000075D2DF_9606
chr8,73420073,73441518,166,173,+,URS000075D7E2_9606
chr8,76610878,76683275,224,207,-,URS000075CAFC_9606
chr8,91059905,91070189,259,244,-,URS000075D817_9606
chr8,103121031,103140355,182,765,+,URS0000ABD8CE_9606
chr8,122670383,122694106,227,110,-,URS00003F2CFE_9606
chr8,123181636,123182788,263,516,-,URS00004BFF87_9606
chr8,124046070,124171522,95,625,-,URS0000759E35_9606
chr8,127794532,128101253,202,410,+,URS00008E3A67_9606
chr8,136530796,136897601,210,83,+,URS000033D6AF_9606
chr8,141254566,141256817,205,377,+,URS0000E60A84_9606
chr8,142982030,143018390,231,471,-,URS000075CA9F_9606
chr8,143039208,143054303,361,130,+,URS00009B592E_9606
chr9,2535654,2622373,274,154,-,URS00008121F7_9606
chr9,3181588,3200500,301,118,+,URS000075C6B3_9606
chr9,4676600,4679480,172,149,-,URS000075E127_9606
chr9,16203934,16276313,83,128,-,URS0000DB9E82_9606
